"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DUB8SNHL","journalArticle","2022","Perez, Jordi; Gofeld, Michael; Leblang, Suzanne; Hananel, Arik; Aginsky, Ron; Chen, Johnny; Aubry, Jean-Francois; Shir, Yoram","Fluoroscopy-Guided High-Intensity Focused Ultrasound Neurotomy of the Lumbar Zygapophyseal Joints: A Clinical Pilot Study.","Pain medicine (Malden, Mass.)","","1526-4637 1526-2375","10.1093/pm/pnab275","","OBJECTIVE: To investigate the safety and feasibility of a fluoroscopy-guided, high-intensity focused ultrasound system for zygapophyseal joint denervation as a  treatment for chronic low back pain. METHODS: The clinical pilot study was  performed on 10 participants diagnosed with lumbar zygapophyseal joint syndrome.  Each participant had a documented positive response to a diagnostic block or a  previous, clinically beneficial radiofrequency ablation. For a descriptive study,  the primary outcome was the safety question. All device- or procedure-related  adverse events were collected. Secondary outcome variables included the average  numeric rating scale for pain, the Roland-Morris Disability Questionnaire, the  Brief Pain Inventory, the Patient Global Impression of Change, the morphine  equivalent dose, and the finding of the neurological examination. RESULTS: All  participants tolerated the procedure well with no significant device- or  procedure-related adverse events; there was one episode of transient pain during  the procedure. The average numeric rating scale score for pain decreased from 6.2  at baseline to 2.1 (n = 10) after 1 month, 4.9 (n = 9) after 3 months, 3.0  (n = 8) after 6 months, and 3.0 (n = 6) after 12 months. The ratio of  participants who were considered a treatment success was 90% at 1 month, 50% at  3 months, 60% at 6 months, and 40% at 12 months. CONCLUSIONS: The first clinical  pilot study using a noninvasive, fluoroscopy-guided, high-intensity focused  ultrasound lumbar zygapophyseal neurotomy resulted in no significant device- or  procedure-related adverse events and achieved clinical success comparable with  that of routine radiofrequency ablation.","2022-01-03","2024-03-06 17:04:36","2024-03-06T17:04:36Z","","67-75","","1","23","","Pain Med","","","","","","","","eng","© The Author(s) 2021. Published by Oxford University Press on behalf of the American Academy of Pain Medicine.","","","","","","PMID: 34534337  PMCID: PMC8723143","","","","*Ablation; *High-Intensity Focused Ultrasound; *Low Back Pain/surgery; *Neurotomy; *Zygapophyseal Joint/surgery; *Zygapophyseal Pain; Ablation; Denervation/methods; Fluoroscopy; High-Intensity Focused Ultrasound; Humans; Lumbar Vertebrae/surgery; Neurotomy; Pilot Projects; Treatment Outcome; Zygapophyseal Pain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HW53HJYI","journalArticle","2022","Brinker, Spencer T.; Balchandani, Priti; Seifert, Alan C.; Kim, Hyo-Jin; Yoon, Kyungho","Feasibility of Upper Cranial Nerve Sonication in Human Application via Neuronavigated Single-Element Pulsed Focused Ultrasound.","Ultrasound in medicine & biology","","1879-291X 0301-5629","10.1016/j.ultrasmedbio.2022.01.022","","Sonicating deep brain regions with pulsed focused ultrasound using magnetic resonance imaging-guided neuronavigation single-element piezoelectric transducers  is a new area of exploration for neuromodulation. Upper cranial nerves such as  the trigeminal nerve and other nerves responsible for sensory/motor functions in  the head may be potential targets for ultrasound pain therapy. The location of  upper cranial nerves close to the skull base poses additional challenges when  compared with conventional cortical or middle brain targets. In the work  described here, a series of computational and empirical testing methods using  human skull specimens were conducted to assess the feasibility of sonicating the  trigeminal pathway near the sphenoid bone region. The results indicate a  transducer with a focal length of 120 mm and diameter of 85 mm (350 kHz) can  deliver sonication to upper cranial nerve regions with spatial accuracy  comparable to that of focused ultrasound brain targets used in previous human  studies. Temperature measurements in cortical bone and in the skull base with  embedded thermocouples yield evidence of minimal bone heating. Conventional pulse  parameters were found to cause reverberation interference patterns near the  cranial floor; therefore, changes in pulse cycles and pulse repetition frequency  were examined for reducing standing waves. Limitations and considerations for  conducting ultradeep focal targeting in human applications are discussed.","2022-06","2024-03-06 17:04:33","2024-03-06T17:04:33Z","","1045-1057","","6","48","","Ultrasound Med Biol","","","","","","","","eng","Copyright © 2022 World Federation for Ultrasound in Medicine & Biology. Published by Elsevier Inc. All rights reserved.","","","","","","Place: England PMID: 35341621","","","","*Brain; *Sonication; Cranial Nerves; Cranial floor; Feasibility Studies; Humans; Neuronavigation-guided single-element piezoelectric; Pulsed focused ultrasound; Skull/diagnostic imaging/surgery; Therapeutic neuromodulation; Upper cranial nerves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26KCDE9S","journalArticle","2022","Nachtigal, Alicia; Cozakov, Ronen; Grinfeld, Anat; Haddad, May; Eisenberg, Elon","Feasibility of Magnetic Resonance-Guided High-Intensity-Focused Ultrasound (MRgHIFU) Ablation of Stump Neuromas for the Relief of Chronic Postamputation  Neuropathic Pain.","Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine","","1550-9613 0278-4297","10.1002/jum.16026","","Up to 70% of limb amputees develop chronic postamputation neuropathic pain (CPANP) which includes phantom pain and residual limb neuropathic pain due to  neuroma formation. CPANP often requires invasive procedures aimed at neuroma  ablation. Five amputees received 6 noninvasive magnetic resonance-guided  high-intensity-focused ultrasound MRgHIFU treatments ExAblate®, Insightec,  Tirat-Carmel, Israel). Although ablative temperature (>65°C) at the neuroma was  reached in only 1 patient, pain intensity dropped from 5.7 at baseline to 4.3 and  back to 5.6 at 3 and 6 month follow-up. Post-treatment bone necrosis was  demonstrated in 1 patient. Although no firm conclusion about the effectiveness of  MRgHIFU for CPANP could be drawn, further studies are warranted.","2022-05-28","2024-03-06 17:04:30","2024-03-06T17:04:30Z","","","","","","","J Ultrasound Med","","","","","","","","eng","© 2022 The Authors. Journal of Ultrasound in Medicine published by Wiley Periodicals LLC on behalf of American Institute of Ultrasound in Medicine.","","","","","","Place: England PMID: 35633227","","","","*High-Intensity Focused Ultrasound Ablation/methods; *Neuralgia/diagnostic imaging/surgery; *Neuroma/complications/diagnostic imaging/surgery; Amputation Stumps/diagnostic imaging/surgery; Feasibility Studies; Humans; Magnetic Resonance Spectroscopy; nerve block; neuropathic pain; phantom pain; residual limb pain; thermal ablation; thermalablation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GFC6936S","journalArticle","2022","Wathen, Connor; Yang, Andrew I.; Hitti, Frederick L.; Henry, Lenora; Chaibainou, Hanane; Baltuch, Gordon H.","Feasibility of Magnetic Resonance-Guided Focused Ultrasound Thalamotomy for Essential Tremor in the Setting of Prior Craniotomy.","Operative neurosurgery (Hagerstown, Md.)","","2332-4260 2332-4252","10.1227/ONS.0000000000000012","","BACKGROUND: Magnetic resonance imaging-guided focused ultrasound (MRgFUS) thalamotomy is a rapidly evolving therapy for the treatment of essential tremor.  Although the skull is a major determinant of the delivery of acoustic energy to  the target, how the presence of a prior craniotomy must be accounted for during  lesioning is unclear. OBJECTIVE: To demonstrate novel application of this  therapeutic option in a patient with a history of prior craniotomies for  unrelated intracranial pathologies. METHODS: A 55-yr-old man with a history of  right frontal craniotomy for resection of a colloid cyst underwent a left  ventrointermedius nucleus thalamotomy through MRgFUS. The prior craniotomy flap  was not excluded in the treatment plan; however, all bony defects and hardware  were marked as ""no-pass"" regions. Clinical outcomes were collected at the 6-mo  follow-up. RESULTS: Transducer elements whose acoustic paths would have been  altered by the craniotomy defect were turned off. Sonications reaching lesional  temperatures of up to 56°C were successfully delivered. The procedure was  well-tolerated, without any persistent intra-ablation or postablation adverse  effects. The presence of a lesion was confirmed on MRI, which was associated with  a significant reduction in the patient's tremor that was sustained at the 6-mo  follow-up. CONCLUSION: This case demonstrates the safety and efficacy of MRgFUS  thalamotomy in a patient with prior craniotomies and highlights our strategy for  acoustic lesioning in this setting.","2022-02-01","2024-03-06 17:04:28","2024-03-06T17:04:28Z","","61-65","","2","22","","Oper Neurosurg (Hagerstown)","","","","","","","","eng","Copyright © Congress of Neurological Surgeons 2021. All rights reserved.","","","","","","Place: United States PMID: 35007218","","","","*Essential Tremor/diagnostic imaging/surgery; Craniotomy; Feasibility Studies; Humans; Magnetic Resonance Imaging/methods; Magnetic Resonance Spectroscopy; Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3C79HJMW","journalArticle","2022","Woodacre, Jeffrey K.; Landry, Thomas G.; Brown, Jeremy A.","Fabrication and Characterization of a 5 mm × 5 mm Aluminum Lens-Based Histotripsy Transducer.","IEEE transactions on ultrasonics, ferroelectrics, and frequency control","","1525-8955 0885-3010","10.1109/TUFFC.2022.3152174","","Two 5 mm by 5 mm square aluminum lenses with a 6 mm depth of focus were machined and tested for histotripsy with a 40% volume fraction 1-3 PZT-5A composite and a  Meggitt Pz-39 porous ceramics lapped to 315 [Formula: see text] as the  piezoelectric elements. The devices were air-backed, and an 89 [Formula: see  text] layer of Parylene-C was deposited on the lens, matching aluminum to water.  Both devices were driven single-ended at 5.8 MHz, their optimal frequency after  bonding to the lens, with ten cycles at a PRF of 1 kHz. The composite-based  device showed no sign of free-field cavitation in water up to a drive level of  600 V, whereas the Pz39-based device was able to cavitate in water at a drive  level of 220 V. In vivo ablation of a rat brain tissue was demonstrated through  an opening in the skull and required the drive voltage be increased to 280 V. The  ablation was monitored using B-mode imaging with an endoscopic 30 MHz ultrasound  phased array and power Doppler overlay. Ablation was maintained for 12 s and, in  the power Doppler image, the ablation zone grew steadily over this time to 1.9 mm  by 3.4 mm. Immediately after treatment, the ablated area appeared anechoic,  slowly filling with specular material.","2022-04","2024-03-06 17:04:24","2024-03-06T17:04:24Z","","1442-1451","","4","69","","IEEE Trans Ultrason Ferroelectr Freq Control","","","","","","","","eng","","","","","","","Place: United States PMID: 35171768","","","","*High-Intensity Focused Ultrasound Ablation/methods; Aluminum; Animals; Ceramics; Equipment Design; Rats; Transducers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G9MUXYSY","journalArticle","2022","Hu, Shangying; Liu, Yuhang; Chen, Rongsheng; Xiao, Zhibo","Exploring the Diagnostic Performance of Magnetic Resonance Imaging in Ultrasound-Guided High-Intensity Focused Ultrasound Ablation for Abdominal Wall  Endometriosis.","Frontiers in physiology","","1664-042X","10.3389/fphys.2022.819259","","OBJECTIVE: This study aimed to explore the clinical value of magnetic resonance imaging (MRI) combined with ultrasound-guided high-intensity focused ultrasound  (USg-HIFU) for the diagnosis and treatment of abdominal wall endometriosis (AWE).  METHODS: Magnetic resonance imaging was performed before and after USg-HIFU.  Information on clinical characteristics of patients, MRI characteristics of  lesions, and treatment outcomes were collected. Thirty AWE lesions in 29 patients  were examined before HIFU treatment, while 27 patients were examined after  treatment. The results of MRI and color doppler ultrasound before surgery, as  well as the volume and the apparent diffusion coefficient (ADC) values of the  lesions before and after USg-HIFU treatment were compared. We also observed the  clinical symptoms remission, recurrence, and ablation rates of the lesions in  follow-up after HIFU treatment. RESULTS: The locations of the 30 AWE lesions were  identified by MRI before USg-HIFU treatment. Their sizes appeared larger on MRI  than ultrasound (P < 0.05). A total of 27 lesions were evaluated by MRI after  USg-HIFU treatment, of which 92.6% (25/27) lesions were of high or slightly high  signal intensity on T1-weighted images, and 77.8% (21/27) lesions were of mixed  signal intensity on T2-weighted images. The mean ADC values of AWE lesions were  1.47 (1.20-1.59) × 10(-3)mm(2)/s and 1.86 (1.61-2.12) × 10(-3)mm(2)/s for pre-and  post-HIFU treatment (P < 0.05). Patients with higher ablation rates (>50%) had a  higher complete/partial remission rate than those with lower ablation rates  (<50%), and had a lower recurrence rate (P < 0.05). CONCLUSION: MRI is a useful  tool for identifying the location, size, and concurrent changes of AWE before and  after USg-HIFU treatment, which is beneficial for follow-up monitoring and  defining treatment efficacy.","2022","2024-03-06 17:04:22","2024-03-06T17:04:22Z","","819259","","","13","","Front Physiol","","","","","","","","eng","Copyright © 2022 Hu, Liu, Chen and Xiao.","","","","","","PMID: 35242052  PMCID: PMC8886207","","","","abdominal wall endometriosis; ablation; diagnostic performance; high-intensity focused ultrasound; magnetic resonance imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXNVDZP9","journalArticle","2022","Barbato, Gaetano; Nisticò, Robert; Triaca, Viviana","Exploiting Focused Ultrasound to Aid Intranasal Drug Delivery for Brain Therapy.","Frontiers in pharmacology","","1663-9812","10.3389/fphar.2022.786475","","Novel effective therapeutic strategies are needed to treat brain neurodegenerative diseases and to improve the quality of life of patients  affected by Alzheimer's disease (AD), Parkinson's disease (PD), Huntington's  disease (HD), Amyotrophic Lateral sclerosis (ALS) as well as other brain  conditions. At present no effective treatment options are available; current  therapeutics for neurodegenerative diseases (NDs) improve cognitive symptoms only  transiently and in a minor number of patients. Further, most of the amyloid-based  phase III clinical trials recently failed in AD, in spite of promising  preclinical and phase I-II clinical trials, further pinpointing the need for a  better knowledge of the early mechanisms of disease as well as of more effective  routes of drug administration. In fact, beyond common pathological events and  molecular substrates, each of these diseases preferentially affect defined  subpopulations of neurons in specific neuronal circuits (selective neuronal  vulnerability), leading to the typical age-related clinical profile. In this  perspective, key to successful drug discovery is a robust and reproducible  biological validation of potential new molecular targets together with a  concomitant set up of protocols/tools for efficient and targeted brain delivery  to a specific area of interest. Here we propose and discuss Focused UltraSound  aided drug administration as a specific and novel technical approach to achieve  optimal concentration of the drug at the target area of interest. We will focus  on drug delivery to the brain through the nasal route coupled to FUS as a  promising approach to achieve neuroprotection and rescue of cognitive decline in  several NDs.","2022","2024-03-06 17:04:20","2024-03-06T17:04:20Z","","786475","","","13","","Front Pharmacol","","","","","","","","eng","Copyright © 2022 Barbato, Nisticò and Triaca.","","","","","","PMID: 35496270  PMCID: PMC9046653","","","","brain circuit vulnerability; clinical trials; drug delivery; focused ultrasound; neurodegenerative diseases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PRVGMAPN","journalArticle","2022","Schoen, Scott; Dash, Pradosh; Arvanitis, Costas D.","Experimental Demonstration of Trans-Skull Volumetric Passive Acoustic Mapping With the Heterogeneous Angular Spectrum Approach.","IEEE transactions on ultrasonics, ferroelectrics, and frequency control","","1525-8955 0885-3010","10.1109/TUFFC.2021.3125670","","Real-time, 3-D, passive acoustic mapping (PAM) of microbubble dynamics during transcranial focused ultrasound (FUS) is essential for optimal treatment  outcomes. The angular spectrum approach (ASA) potentially offers a very efficient  method to perform PAM, as it can reconstruct specific frequency bands pertinent  to microbubble dynamics and may be extended to correct aberrations caused by the  skull. Here, we experimentally assess the abilities of heterogeneous ASA (HASA)  to perform trans-skull PAM. Our experimental investigations demonstrate that the  3-D PAMs of a known 1-MHz source, constructed with HASA through an ex vivo human  skull segment, reduced both the localization error (from 4.7 ± 2.3 to 2.3 ± 1.6  mm) and the number, size, and energy of spurious lobes caused by aberration, with  the modest additional computational expense. While further improvements in the  localization errors are expected with arrays with denser elements and larger  aperture, our analysis revealed that experimental constraints associated with the  array pitch and aperture (here, 1.8 mm and 2.5 cm, respectively) can be  ameliorated by interpolation and peak finding techniques. Beyond the array  characteristics, our analysis also indicated that errors in the registration  (translation and rotation of ±5 mm and ±5°, respectively) of the skull segment to  the array can lead to peak localization errors of the order of a few wavelengths.  Interestingly, errors in the spatially dependent speed of sound in the skull  (±20%) caused only subwavelength errors in the reconstructions, suggesting that  registration is the most important determinant of point source localization  accuracy. Collectively, our findings show that HASA can address source  localization problems through the skull efficiently and accurately under  realistic conditions, thereby creating unique opportunities for imaging and  controlling the microbubble dynamics in the brain.","2022-02","2024-03-06 17:04:19","2024-03-06T17:04:19Z","","534-542","","2","69","","IEEE Trans Ultrason Ferroelectr Freq Control","","","","","","","","eng","","","","","","","Place: United States PMID: 34748486","","","","*Microbubbles; *Skull/diagnostic imaging; Acoustics; Brain/diagnostic imaging; Humans; Sound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SX224BJA","journalArticle","2022","Mu, Lin; Weng, Huifang; Wang, Xiaoyun","Evaluation of the treatment of high intensity focused ultrasound combined with suction curettage for exogenous cesarean scar pregnancy.","Archives of gynecology and obstetrics","","1432-0711 0932-0067","10.1007/s00404-022-06487-3","","PURPOSE: To evaluate the effectiveness of high-intensity focused ultrasound (HIFU) combined with suction curettage in the treatment of exogenous cesarean  scar pregnancy (CSP). METHODS: A retrospective single-center observational study  was conducted. A total of 41 patients diagnosed with exogenous CSP were enrolled  in this study. All patients received HIFU combined with suction curettage.  RESULTS: Twenty-nine patients were administered one session of HIFU ablation. In  addition, the other 12 patients received 2 HIFU sessions. Suction curettage was  performed in all patients after HIFU, and no patient was converted to laparoscopy  or hysterectomy. The mean blood loss during suction curettage was 99 ml. Three  patients received two sessions of suction curettage. The success rate of our  study was 92.68%. The mean time for serum β-HCG normalization was  23.18 ± 3.13 days. The average menstruation recovery time was 29.38 ± 3.34 days.  Based on the blood loss during suction curettage, 41 patients were divided into a  bleeding group and a control group. The size of the gestational sac in the  bleeding group (3.80 ± 0.87 cm) was larger than that in the control group  (3.39 ± 0.77 cm) (P < 0.05). The thickness of the myometrium between the bladder  and gestational sac in the bleeding group (2.37 ± 0.89 mm) was less than that in  the control group (2.75 ± 0.75 mm) (P < 0.05). CONCLUSION: The results suggested  that HIFU combined with suction curettage could be considered an effective  treatment for exogenous CSP of < 9 weeks. The size of the gestational sac and the  thickness of the myometrium between the bladder and gestational sac might be  high-risk factors for blood loss during this treatment.","2022-03-18","2024-03-06 17:04:18","2024-03-06T17:04:18Z","","","","","","","Arch Gynecol Obstet","","","","","","","","eng","© 2022. The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","","","","","","Place: Germany PMID: 35303150","","","","*Pregnancy, Ectopic/etiology/surgery; *Vacuum Curettage; Cesarean Section/adverse effects; Cicatrix/etiology; Exogenous cesarean scar pregnancy; Female; High intensity focused ultrasound; High-risk factors; Humans; Pregnancy; Retrospective Studies; Suction curettage; Treatment Outcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNWD53I4","journalArticle","2022","Gong, Xue; Zhang, Xinyue; Liu, Dang; Yang, Chao; Zhang, Rong; Xiao, Zhibo; Chen, Wenzhi; Chen, Jinyun","Evaluation of physician experience in achieving non-perfused volume ratio of high-intensity focused ultrasound ablation for uterine fibroids: a multicentre  study.","The Journal of international medical research","","1473-2300 0300-0605","10.1177/03000605221102087","","OBJECTIVE: To evaluate the effect of different levels of physician experience on the high-intensity focused ultrasound (HIFU) ablation of uterine fibroids and to  provide a reference for the use of non-perfused volume ratio (NPVR) standards  during training. METHODS: This prospective multicentre study enrolled patients  with uterine fibroids. The effect of the physician's level of experience on the  outcomes under different NPVR standards and the learning curve of six centres  without HIFU experience were analysed. The impact of patient demographic and  clinical characteristics were also evaluated. RESULTS: A total of 1352 patients  from 20 centres were included in the study. The median NPVRs were 92.00%, 88.10%  and 92.86% in the no experience group, inexperienced group and experienced group,  respectively. Posterior wall fibroids, lateral wall fibroids and fundus fibroids  were inversely correlated with NPVR, while experienced physicians were positively  correlated with NPVR. With NPVR ≥ 70% and NPVR ≥ 80% standards, physicians in the  no experience group completed the learning curve on the 11th and 16th procedure,  respectively. Physicians under a standard of an NPVR ≥ 90% did not complete the  learning curve. CONCLUSIONS: NPVR ≥ 80% is a standard that is worth using for  HIFU treatment of uterine fibroids.","2022-05","2024-03-06 17:04:17","2024-03-06T17:04:17Z","","3000605221102087","","5","50","","J Int Med Res","","","","","","","","eng","","","","","","","PMID: 35634930  PMCID: PMC9158416","","","","*High-Intensity Focused Ultrasound Ablation/methods; *Leiomyoma/diagnostic imaging/surgery; *Physicians; *Uterine Neoplasms/diagnostic imaging/surgery; Female; High-intensity focused ultrasound (HIFU); Humans; Prospective Studies; Treatment Outcome; non-perfused volume ratio (NPVR); physician experience; technical success; training; uterine fibroid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
