"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MXYWIQMZ","journalArticle","2023","Hay, Alayna N.; Vickers, Elliana R.; Patwardhan, Manali; Gannon, Jessica; Ruger, Lauren; Allen, Irving C.; Vlaisavljevich, Eli; Tuohy, Joanne","Investigating cell death responses associated with histotripsy ablation of canine osteosarcoma.","International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group","","1464-5157 0265-6736","10.1080/02656736.2023.2279027","","BACKGROUND: Osteosarcoma (OS) is the most frequently occurring primary bone tumor in dogs and people and innovative treatment options are profoundly needed.  Histotripsy is an emerging tumor ablation modality, and it is essential for the  clinical translation of histotripsy to gain knowledge about the outcome of  nonablated tumor cells that could remain postablation. The objective of this  study was to characterize the cell death genetic signature and proliferation  response of canine OS cells post a near complete histotripsy ablation (96% ± 1.5)  and to evaluate genetic cell death signatures associated with histotripsy  ablation and OS in vivo. METHODS: In the current study, we ablated three canine  OS cell lines with a histotripsy dose that resulted in near complete ablation to  allow for a viable tumor cell population for downstream analyses. To assess the  in vivo cell death genetic signature, we characterized cell death genetic  signature in histotripsy-ablated canine OS tumors collected 24-h postablation.  RESULTS: Differential gene expression changes observed in the 4% viable D17 and  D418 cells, and histotripsy-ablated OS tumor samples, but not in Abrams cells,  were associated with immunogenic cell death (ICD). The 4% viable OS cells  demonstrated significantly reduced proliferation, compared to control OS cells,  in vitro. CONCLUSION: Histotripsy ablation of OS cell lines leads to direct and  potentially indirect cell death as evident by, reduced proliferation in remaining  viable OS cells and cell death genetic signatures suggestive of ICD both in vitro  and in vivo.","2023","2024-03-18 17:30:15","2024-03-18T17:30:15Z","","2279027","","1","40","","Int J Hyperthermia","","","","","","","","eng","","","","","","","Place: England PMID: 38151477  PMCID: PMC10764077","","","","*Bone Neoplasms/genetics; *High-Intensity Focused Ultrasound Ablation/methods; *Osteosarcoma/genetics; Animals; Cell Death; Dogs; Focused ultrasound; Humans; bone cancer; cell death; comparative oncology; tumor ablation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G34ZVI6J","journalArticle","2022","Ruger, Lauren; Yang, Ester; Gannon, Jessica; Sheppard, Hannah; Coutermarsh-Ott, Sheryl; Ziemlewicz, Timothy J.; Dervisis, Nikolaos; Allen, Irving C.; Daniel, Gregory B.; Tuohy, Joanne; Vlaisavljevich, Eli; Klahn, Shawna","Mechanical High-Intensity Focused Ultrasound (Histotripsy) in Dogs with Spontaneously Occurring Soft Tissue Sarcomas","IEEE transactions on bio-medical engineering","","1558-2531","10.1109/TBME.2022.3201709","","INTRODUCTION: Histotripsy is a non-invasive focused ultrasound therapy that uses controlled acoustic cavitation to mechanically disintegrate tissue. To date, there are no reports investigating histotripsy for the treatment of soft tissue sarcoma (STS). OBJECTIVE: This study aimed to investigate the in vivo feasibility of ablating STS with histotripsy and to characterize the impact of partial histotripsy ablation on the acute immunologic response in canine patients with spontaneous STS. METHODS: A custom 500 kHz histotripsy system was used to treat ten dogs with naturally occurring STS. Four to six days after histotripsy, tumors were surgically resected. Safety was determined by monitoring vital signs during treatment and post-treatment physical examinations, routine lab work, and owners' reports. Ablation was characterized using radiologic and histopathologic analyses. Systemic immunological impact was evaluated by measuring changes in cytokine concentrations, and tumor microenvironment changes were evaluated by characterizing changes in infiltration with tumor-associated macrophages (TAMs) and tumor-infiltrating lymphocytes (TILs) using multiplex immunohistochemistry and differential gene expression. RESULTS: Results showed histotripsy ablation was achievable and well-tolerated in all ten dogs. Immunological results showed histotripsy induced pro-inflammatory changes in the tumor microenvironment. Conclusion & Significance: Overall, this study demonstrates histotripsy's potential as a precise, non-invasive treatment for STS.","2022-08-25","2024-03-18 17:29:59","2024-03-18T17:29:59Z","","","","","PP","","IEEE Trans Biomed Eng","","","","","","","","eng","","","","","PubMed","","PMID: 36006886","","","","*High-Intensity Focused Ultrasound Ablation/methods; *Sarcoma/diagnostic imaging/therapy; Animals; Dogs; Tumor Microenvironment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KS3GXE5N","journalArticle","2022","Wu, Zhenjiang; Cheng, Kunming; Shen, Zefeng; Lu, Yanqiu; Wang, Hongtao; Wang, Guolei; Wang, Yulin; Yang, Weiguang; Sun, Zaijie; Guo, Qiang; Wu, Haiyang","Mapping knowledge landscapes and emerging trends of sonodynamic therapy: A bibliometric and visualized study.","Frontiers in pharmacology","","1663-9812","10.3389/fphar.2022.1048211","","Background: Ultrasound-triggered sonodynamic therapy (SDT), as a non-invasive approach, has attracted considerable attention in a wide variety of malignant  tumors and other diseases. Over the past 2 decades, the number of scientific  publications on SDT has increased rapidly. However, there is still a lack of one  comprehensive report that summarizes the global research trends and knowledge  landscapes in the field of SDT in detail. Thus, we performed a bibliometric  analysis on SDT from 2000 to 2021 to track the current hotspots and highlight  future directions. Methods: We collected publications on SDT research from the  Web of Science Core Collection database. The annual number of publications and  citations, major contributors, popular journals, international collaborations,  co-cited references and co-occurrence keywords were analyzed and visualized with  CiteSpace, VOSviewer, and R-bibliometrix. Results: A total of 701 publications  were included. The annual publication output increased from 5 in 2000 to 175 in  2021, and the average growth rate was 18.4%. China was the most productive  country with 463 documents (66.05%), and Harbin Medical University was the most  prolific institution (N = 73). Ultrasound in Medicine and Biology published the  most papers related to SDT. Materials Science, and Chemistry were the research  areas receiving the most interest. All the keywords were divided into four  different clusters including studies on mechanisms, studies on drug delivery and  nanoparticles, studies on cancer therapy, as well as studies on ultrasound and  sonosensitizers. In addition to nanomaterials-related studies including  nanoparticles, mesoporous silica nanoparticles, nanosheets, liposomes,  microbubble and TiO(2) nanoparticle, the following research directions such as  immunogenic cell death, metal-organic framework, photothermal therapy, hypoxia,  tumor microenvironment, chemodynamic therapy, combination therapy, tumor  resistance, intensity focused ultrasound, drug delivery, and Staphylococcus  aureus also deserve further attention and may continue to explode in the future.  Conclusion: SDT has a bright future in the field of cancer treatment, and  nanomaterials have increasingly influenced the SDT field with the development of  nano-technology. Overall, this comprehensive bibliometric study was the first  attempt to analyze the field of SDT, which could provide valuable references for  later researchers to better understand the global research trends, hotspots and  frontiers in this domain.","2022","2024-03-06 17:12:06","2024-03-06T17:12:06Z","","1048211","","","13","","Front Pharmacol","","","","","","","","eng","Copyright © 2023 Wu, Cheng, Shen, Lu, Wang, Wang, Wang, Yang, Sun, Guo and Wu.","","","","","","Place: Switzerland PMID: 36699067  PMCID: PMC9868186","","","","bibliometric; cancer; data visualization; nanoparticle; sonodynamic therapy; ultrasound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KK5Z8KTF","journalArticle","2023","Ren, Liqin; Liu, Yang; Yao, Tingfeng; Nguyen, Kytai T.; Yuan, Baohong","In vivo tumor ultrasound-switchable fluorescence imaging via intravenous injections of size-controlled thermosensitive nanoparticles.","Nano research","","1998-0124 1998-0000","10.1007/s12274-022-4846-9","","Near-infrared fluorescence imaging has emerged as a noninvasive, inexpensive, and ionizing-radiation-free monitoring tool for assessing tumor growth and treatment  efficacy. In particular, ultrasound switchable fluorescence (USF) imaging has  been explored with improved imaging sensitivity and spatial resolution in  centimeter-deep tissues. This study achieved size control of polymer-based and  indocyanine green (ICG) encapsulated USF contrast agents, capable of accumulating  at the tumor after intravenous injections. These nanoprobes varied in size from  58 nm to 321 nm. The bioimaging profiles demonstrated that the proposed  nanoparticles can efficiently eliminate the background light from normal tissue  and show a tumor-specific fluorescence enhancement in the BxPC-3 tumor-bearing  mice models possibly via the enhanced permeability and retention effect. In vivo  tumor USF imaging further proved that these nanoprobes can effectively be  switched 'ON' with enhanced fluorescence in response to a focused ultrasound  stimulation in the tumor microenvironment, contributing to the high-resolution  USF images. Therefore, our findings suggest that ICG-encapsulated nanoparticles  are good candidates for USF imaging of tumors in living animals, indicating their  great potential in optical tumor imaging in deep tissue.","2023-01","2024-03-06 17:06:15","2024-03-06T17:06:15Z","","1009-1020","","1","16","","Nano Res","","","","","","","","eng","","","","","","","Place: China PMID: 38098888  PMCID: PMC10720766","","","","deep tissue near-infrared (NIR) imaging; high resolution; in vivo tumor imaging; indocyanine green (ICG); ultrasound-switchable fluorescence imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MMKJURTM","journalArticle","2023","Wong, Cliff; Vijayakumar, Rukman; Canty, David J.; Royse, Colin F.; Yang, Yang; Royse, Alistair G.; Heiberg, Johan","Impact of focused cardiac and lung ultrasound screening performed by a junior doctor during admission to the surgical ward on patients before emergency  non-cardiac surgery: A pilot prospective observational study.","Australasian journal of ultrasound in medicine","","2205-0140 1836-6864","10.1002/ajum.12321","","PURPOSE: To assess whether pre-operative focused cardiac ultrasound and lung ultrasound screening performed by a junior doctor can change diagnosis and  clinical management of patients aged ≥65 years undergoing emergency, non-cardiac  surgery. METHOD: This pilot prospective observational study included patients  scheduled for emergency, non-cardiac surgery. The treating team completed a  diagnosis and management plan before and after focused cardiac and lung  ultrasound, which was performed by a junior doctor. Changes to diagnosis and  management after ultrasound were recorded. Ultrasound images were assessed for  image and diagnostic interpretation by an independent expert. RESULTS: There was  a total of 57 patients at age 77 ± 8 years. Cardiopulmonary pathology was  suspected after clinical assessment in 28% vs. 72% after ultrasound (including  abnormal haemodynamic state in 61%, valvular lesions in 32%, acute pulmonary  oedema/interstitial syndrome in 9% and bilateral pleural effusions in 2%). In 67%  of patients, the perioperative management was changed. The changes were in fluid  therapy in 30%, cardiology consultation in 7%, formal in- or out-patient,  transthoracic echocardiography in 11% and 30% respectively. DISCUSSION: The  impact of pre-operative focused cardiac and lung ultrasound on diagnosis and  management of patients on the hospital ward before emergency non-cardiac surgery  by a junior doctor was comparable to previous studies of anaesthetists  experienced in focused ultrasound. However, the ability to recognise when image  quality is insufficient for diagnosis is an important consideration for novice  sonographers. CONCLUSIONS: Focused cardiac and lung ultrasound examination by a  junior doctor is feasible and may change preoperative diagnosis and management in  patients of 65 years or older, admitted for emergency non-cardiac surgery.","2023-05","2024-03-06 17:06:11","2024-03-06T17:06:11Z","","75-84","","2","26","","Australas J Ultrasound Med","","","","","","","","eng","© 2022 The Authors. Australasian Journal of Ultrasound in Medicine published by John Wiley & Sons Australia, Ltd on behalf of Australasian Society for Ultrasound  in Medicine.","","","","","","Place: Australia PMID: 37252622  PMCID: PMC10225004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4ADUI8RF","journalArticle","2023","Carsote, Mara; Nistor, Claudiu-Eduard; Popa, Florina Ligia; Stanciu, Mihaela","Horner's Syndrome and Lymphocele Following Thyroid Surgery.","Journal of clinical medicine","","2077-0383","10.3390/jcm12020474","","Horner’s syndrome (HS), caused by lesions of the 3-neuron oculosympathetic nerve pathway (ONP), includes the triad: blepharoptosis, miosis and anhidrosis  (ipsilateral with ONP damage). Thyroid−related HS represents an unusual entity  underling thyroid nodules/goiter/cancer−HS (T-HS), and post-thyroidectomy HS  (Tx-HS). We aim to overview Tx-HS. This is a narrative review. We revised PubMed  published, full-length, English papers from inception to November 2022.  Additionally, we introduced data on post-thyroidectomy lymphocele/chylous leakage  (Tx-L), and introduced a new pediatric case with both Tx-HS and Tx-L. Tx-HS: the  level of statistical evidence varies from isolated case reports, studies  analyzing the large panel of post-thyroidectomy complications reporting HS among  the rarest side effects (as opposite to hypocalcemia), or different series of  patients with HS due to various disorders, including T-HS/Tx-HS. Tx-HS is related  to benign or malignant thyroid conditions, regardless the type of surgery. A  pre-operatory rate of T-HS of 0.14%; a post-operatory rate of Tx-HS between 0.03%  and 5% (mostly, 0.2%) are identified; a possible higher risk on endoscopic rather  than open procedure is described. Incomplete HS forms, and pediatric onset are  identified, too; the earliest identification is after 2 h since intervention. A  progressive remission is expected in most cases within the first 2−6 months to  one year. The management is mostly conservative; some used glucocorticoids and  neurotrophic agents. One major pitfall is an additional contributor factor like a  local compression due to post-operatory collections (hematoma, cysts, fistula,  Tx-L) and their correction improves the outcome. The prognostic probably depends  on the severity of cervical sympathetic chain (CSC) lesions: indirect, mild  injury due to local compressive masses, intra-operatory damage of CSC like  ischemia and stretching of CSC by the retractor associate HS recovery, while CSC  section is irreversible. Other iatrogenic contributors to HS are: intra-operatory  manipulation of parathyroid glands, thyroid microwave/radiofrequency ablation,  and high-intensity focused ultrasound, and percutaneous ethanol injection into  thyroid nodules. Tx-L, rarely reported (mostly <0.5%, except for a ratio of 8.3%  in one study), correlates with extended surgery, especially lateral/central neck  dissection, and the presence of congenitally—aberrant lymphatic duct; it is,  also, described after endoscopic procedures and chest-breast approach; it starts  within days after surgery. Typically low-fat diet (even fasting and parental  nutrition) and tube drainage are useful (as part of conservative management);  some used octreotide, local sealing solutions like hypertonic glucose, Viscum  album extract, n-Butyl-2-cyanoacrylate. Re-intervention is required in severe  cases due to the risk of lymphorrhoea and chylothorax. Early identification of  Tx-HS and Tx-L improves the outcome. Some iatrogenic complications are inevitable  and a multifactorial model of prediction is still required, also taking into  consideration standardized operatory procedures, skillful intra-operatory  manipulation, and close post-operatory follow-up of the patients, especially  during modern era when thyroid surgery registered a massive progress allowing an  early discharge of the patients.","2023-01-06","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","","","2","12","","J Clin Med","","","","","","","","eng","","","","","","","Place: Switzerland PMID: 36675400  PMCID: PMC9865845","","","","Horner syndrome; chylous leakage; endocrine; eye; lymphocele; medullary thyroid cancer; thyroid; thyroid surgery; thyroidectomy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CDUDPABV","journalArticle","2023","Ozdemir, K. T.; Ayberk, G.; Kazanci, A.; Simsek, E.; Kabakci, C.","In vitro investigation of the effects of high-intensity therapeutic ultrasound (HITU) in glial tumor cell culture.","European review for medical and pharmacological sciences","","2284-0729 1128-3602","10.26355/eurrev_202312_34785","","OBJECTIVE: Amidst the evident challenges posed by brain tumors and the evident limitations of conventional treatment methodologies like surgery, radiotherapy,  and chemotherapy, our primary objective was to probe the therapeutic potential of  high-intensity therapeutic ultrasound (HITU). The aim was to introduce a safer,  cost-effective, and efficient alternative to existing treatments, especially  beneficial for inaccessible brain tumor sites and resource-constrained medical  facilities. MATERIALS AND METHODS: Leveraging post-1990s MR technology  advancements, we employed the non-invasive HITU technique, akin to high-intensity  focused ultrasound. This method directs acoustic energy to tissues, primarily  inducing coagulation necrosis by absorbing energy and elevating tissue  temperatures. Glial tumor cells were subjected to HITU to assess its effects.  RESULTS: Upon applying HITU to glial tumor cells, significant alterations in  cellular structural integrity were evident. The main action of HITU was the  absorption of acoustic energy, leading to a notable temperature rise and  coagulation necrosis. Flow cytometry indicated significant cellular changes  post-HITU. ANOVA and t-test analyses showed a significant relationship between  HITU application and time (p<0.05). The Shapiro-Wilk test revealed non-normal  data distribution (p<0.05), leading to the use of nonparametric methods. The  t-test results after HITU displayed significant differences (p<0.05) in cell  counts and fluorescence intensity between control and treated groups. This result  was consistent across multiple tests, indicating the reliability of the method in  causing cellular damage to the tumor cells. CONCLUSIONS: Our laboratory analyses  offer compelling evidence that HITU is not merely feasible but is also a  promising non-invasive approach in the treatment paradigm of brain tumors.  Standing distinctively apart from radiotherapy, HITU averts early, or late  complications commonly associated with the former. While the path ahead mandates  comprehensive research to ascertain its clinical utility, preliminary indications  firmly posit HITU as a groundbreaking prospect in the management of brain tumors.","2023-12","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","11859-11875","","24","27","","Eur Rev Med Pharmacol Sci","","","","","","","","eng","","","","","","","Place: Italy PMID: 38164850","","","","*Brain Neoplasms/therapy; *Glioma; *Ultrasonic Therapy; Cell Culture Techniques; Humans; Necrosis; Reproducibility of Results","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7MYR4G7A","journalArticle","2023","Ziebell, Philipp; Rodrigues, Johannes; Forster, André; Sanguinetti, Joseph L.; Allen, John Jb; Hewig, Johannes","Inhibition of midfrontal theta with transcranial ultrasound explains greater approach versus withdrawal behavior in humans.","Brain stimulation","","1876-4754","10.1016/j.brs.2023.08.011","","Recent reviews highlighted low-intensity transcranial focused ultrasound (TUS) as a promising new tool for non-invasive neuromodulation in basic and applied  sciences. Our preregistered double-blind within-subjects study (N = 152) utilized  TUS targeting the right prefrontal cortex, which, in earlier work, was found to  positively enhance self-reported global mood, decrease negative states of  self-reported emotional conflict (anxiety/worrying), and modulate related  midfrontal functional magnetic resonance imaging activity in affect regulation  brain networks. To further explore TUS effects on objective physiological and  behavioral variables, we used a virtual T-maze task that has been established in  prior studies to measure motivational conflicts regarding whether participants  execute approach versus withdrawal behavior (with free-choice responses via  continuous joystick movements) while allowing to record related  electroencephalographic data such as midfrontal theta activity (MFT). MFT, a  reliable marker of conflict representation on a neuronal level, was of particular  interest to us since it has repeatedly been shown to explain related behavior,  with relatively low MFT typically preceding approach-like risky behavior and  relatively high MFT typically preceding withdrawal-like risk aversion. Our  central hypothesis is that TUS decreases MFT in T-maze conflict situations and  thereby increases approach and reduces withdrawal. Results indicate that TUS led  to significant MFT decreases, which significantly explained increases in approach  behavior and decreases in withdrawal behavior. This study expands TUS evidence on  a physiological and behavioral level with a large sample size of human subjects,  suggesting the promise of further research based on this distinct  TUS-MFT-behavior link to influence conflict monitoring and its behavioral  consequences. Ultimately, this can serve as a foundation for future clinical work  to establish TUS interventions for emotional and motivational mental health.","2023-10","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","1278-1288","","5","16","","Brain Stimul","","","","","","","","eng","Copyright © 2023 The Authors. Published by Elsevier Inc. All rights reserved.","","","","","","Place: United States PMID: 37611659","","","","*Brain; *Prefrontal Cortex/diagnostic imaging; Approach versus Withdrawal; Choice Behavior; Double-Blind Method; Electroencephalography; Electroencephalography (EEG); Humans; Midfrontal Theta (MFT); Right Prefrontal Cortex (PFC); Theta Rhythm/physiology; Transcranial Ultrasound Neuromodulation/Stimulation (TUS); Ultrasonography; Virtual Reality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XF6QAV58","journalArticle","2023","Liu, Li; Liu, Chuang; Zhu, Qiaomiao; Li, Yanhao","Inversion of spatio-temporal distribution heat flux and reconstruction of transient temperature field of three-layered skin tissue during hyperthermia.","Journal of thermal biology","","0306-4565","10.1016/j.jtherbio.2023.103515","","Hyperthermia (for example, high-intensity focused ultrasound, laser, radio-frequency) of cancerous cells from in vitro to in vivo requires accurately  obtaining the heat distribution induced by external heating into the  three-layered skin tissue. Obtaining the boundary heat flux into the  three-layered skin tissue is a necessary condition to realize the measurement of  tissue heat distribution. Considering the complexity of multiple boundary heat  fluxes in spatio-temporal distribution, this study proposes an inversion scheme  to predict the spatio-temporal distribution of multiple boundary heat fluxes into  the three-layered skin tissue. In the inversion scheme, a multivariable  prediction model is established to solve the spatio-temporal coupling problem  between the inversed boundary heat flux and measurement temperature information.  Furthermore, based on the dependence between the predicted temperature and  inversed boundary heat flux, the inversion system is constructed to realize the  simultaneous optimization inversion of multiple boundary heat fluxes in  spatio-temporal distribution. To examine the feasibility and effectiveness of  inversion scheme, numerical experiments are carried out to discuss the influence  of future time steps and measurement errors on the inversion results of boundary  heat flux. In addition, the transient temperature field of three-layered skin  tissue is reconstructed by inversed boundary heat flux, which could provide an  economical, effective, and non-invasive solution for the measurement of thermal  field of three-layered skin tissue during hyperthermia.","2023-05","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","103515","","","114","","J Therm Biol","","","","","","","","eng","Copyright © 2023 Elsevier Ltd. All rights reserved.","","","","","","Place: England PMID: 37344012","","","","*Hot Temperature; *Hyperthermia, Induced/methods; Humans; Hyperthermia; Models, Biological; Multiple boundary heat fluxes; Multivariable prediction model; Simultaneous optimization inversion; Skin; Skin Temperature; Temperature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6PTZAAF4","journalArticle","2023","Lee, Hyoryong; Park, Sukho","Magnetically Actuated Helical Microrobot with Magnetic Nanoparticle Retrieval and Sequential Dual-Drug Release Abilities.","ACS applied materials & interfaces","","1944-8252 1944-8244","10.1021/acsami.3c01087","","Cancer is one of the diseases with high mortality worldwide. Various methods for cancer treatment are being developed, and among them, magnetically driven  microrobots capable of minimally invasive surgery and accurate targeting are in  the spotlight. However, existing medical magnetically manipulated microrobots  contain magnetic nanoparticles (MNPs), which can cause toxicity to normal cells  after the delivery of therapeutic drugs. In addition, there is a limitation in  that cancer cells become resistant to the drug by mainly delivering only one  drug, thereby reducing the treatment efficiency. In this paper, to overcome these  limitations, we propose a microrobot that can separate/retrieve MNPs after  precise targeting of the microrobot and can sequentially deliver dual drugs  (gemcitabine (GEM) and doxorubicin (DOX)). First, after the proposed microrobot  targeting, MNPs attached to the microrobot surface can be separated from the  microrobot using focused ultrasound (FUS) and retrieved through an external  magnetic field. Second, the active release of the first conjugated drug GEM to  the surface of the microrobot is possible using near-infrared (NIR), and as the  microrobot slowly decomposes over time, the release of the second encapsulated  DOX is possible. Therefore, it is possible to increase the cancer cell treatment  efficiency with sequential dual drugs in the microrobot. We performed basic  experiments on the targeting of the proposed magnetically manipulated microrobot,  separation/retrieval of MNPs, and the sequential dual-drug release and validated  the performances of the microrobot through in vitro experiments using the  EMA/FUS/NIR integrated system. As a result, the proposed microrobot is expected  to be used as one of the methods to improve cancer cell treatment efficiency by  improving the limitations of existing microrobots in cancer cell treatment.","2023-06-14","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","27471-27485","","23","15","","ACS Appl Mater Interfaces","","","","","","","","eng","","","","","","","Place: United States PMID: 37212791","","","","*Drug Delivery Systems/methods; *Magnetite Nanoparticles; Doxorubicin/pharmacology; Drug Liberation; Magnetic Fields; dual-drug delivery microrobot; integrated system; magnetic nanoparticle retrieval; sequential dual-drug release; tumor therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
