"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UVI3P2KT","journalArticle","2022","Sang, Guowei; Zhang, Xin; Fan, Huamin; Ao, Xing; Chen, Yushan; Shi, Qiuling","Implementation of an enhanced recovery after surgery program in the treatment of uterine fibroids with focused ultrasound ablation surgery.","International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group","","1464-5157 0265-6736","10.1080/02656736.2022.2037740","","BACKGROUND: Enhanced recovery after surgery (ERAS) can reduce the length of hospital stay, incidence of surgery-related complications, and postoperative  pain. We aimed to demonstrate the implementation of an ERAS pathway in the  treatment of uterine fibroids with focused ultrasound ablation surgery (FUAS).  MATERIALS AND METHODS: A retrospective data analysis was performed on clinical  outcomes encompassing the following three phases: before ERAS (pre-ERAS), during  adjustment of ERAS (interim-ERAS), and after the introduction of an ERAS program  (post-ERAS). The purpose of describing the interim-ERAS was to provide references  for the formulation of the program during the course of FUAS by describing the  adjustment processes. Data from patients admitted to the hospital from September  2019 to December 2019 and April 2020 to November 2020 and who met the criteria  for FUAS in the treatment of their uterine fibroids were examined. Length of  stay, cost of surgery, postoperative pain score, utilization of postoperative  analgesics, and incidence of postoperative adverse events were compared across  the abovementioned three phases. RESULTS: Compared with the pre-phase, the cost  of treatment and length of stay were reduced after the implementation of ERAS.  The use of analgesics before leaving the operating room, as well as the incidence  of postoperative nausea and vomiting, were also reduced. CONCLUSION: The  implementation of an ERAS protocol might benefit patients with uterine fibroids  treated with FUAS in terms of requiring a shorter hospitalization period, lower  costs, and reduced opioid use.","2022","2024-03-06 17:06:14","2024-03-06T17:06:14Z","","414-420","","1","39","","Int J Hyperthermia","","","","","","","","eng","","","","","","","Place: England PMID: 35236194","","","","*ERAS; *Enhanced Recovery After Surgery; *FUAS; *Leiomyoma/drug therapy/surgery; *perioperative care; *uterine fibroids; Analgesics, Opioid/therapeutic use; Humans; Length of Stay; Postoperative Nausea and Vomiting/drug therapy; Retrospective Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XR2KNXSY","journalArticle","2022","Worlikar, Tejaswi; Zhang, Man; Ganguly, Anutosh; Hall, Timothy L.; Shi, Jiaqi; Zhao, Lili; Lee, Fred T.; Mendiratta-Lala, Mishal; Cho, Clifford S.; Xu, Zhen","Impact of Histotripsy on Development of Intrahepatic Metastases in a Rodent Liver Tumor Model.","Cancers","","2072-6694","10.3390/cancers14071612","","Histotripsy has been used for tumor ablation, through controlled, non-invasive acoustic cavitation. This is the first study to evaluate the impact of partial  histotripsy ablation on immune infiltration, survival outcomes, and metastasis  development, in an in vivo orthotopic, immunocompetent rat HCC model  (McA-RH7777). At 7-9 days post-tumor inoculation, the tumor grew to 5-10 mm, and  ~50-75% tumor volume was treated by ultrasound-guided histotripsy, by delivering  1-2 cycle histotripsy pulses at 100 Hz PRF (focal peak negative pressure P-  &gt;30 MPa), using a custom 1 MHz transducer. Complete local tumor regression was  observed on MRI in 9/11 histotripsy-treated rats, with no local recurrence or  metastasis up to the 12-week study end point, and only a &lt;1 mm residual scar  tissue observed on histology. In comparison, 100% of untreated control animals  demonstrated local tumor progression, developed intrahepatic metastases, and were  euthanized at 1-3 weeks. Survival outcomes in histotripsy-treated animals were  significantly improved compared to controls (p-value &lt; 0.0001). There was  evidence of potentially epithelial-to-mesenchymal transition (EMT) in control  tumor and tissue healing in histotripsy-treated tumors. At 2- and 7-days  post-histotripsy, increased immune infiltration of CD11b(+), CD8(+) and NK cells  was observed, as compared to controls, which may have contributed to the eventual  regression of the untargeted tumor region in histotripsy-treated tumors.","2022-03-22","2024-03-06 17:06:12","2024-03-06T17:06:12Z","","","","7","14","","Cancers (Basel)","","","","","","","","eng","","","","","","","PMID: 35406383  PMCID: PMC8996987","","","","FUS-alone; H&E; HepatocellularCarcinoma; Histology; Histotripsy; IHC; Liver; McA-RH7777; Metastases; PreClinical; Primary; ResearchArticle; hepatocellular carcinoma; hepatocellularCarcinoma; histotripsy; immunomodulation; metastases; tumor ablation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MMKJURTM","journalArticle","2023","Wong, Cliff; Vijayakumar, Rukman; Canty, David J.; Royse, Colin F.; Yang, Yang; Royse, Alistair G.; Heiberg, Johan","Impact of focused cardiac and lung ultrasound screening performed by a junior doctor during admission to the surgical ward on patients before emergency  non-cardiac surgery: A pilot prospective observational study.","Australasian journal of ultrasound in medicine","","2205-0140 1836-6864","10.1002/ajum.12321","","PURPOSE: To assess whether pre-operative focused cardiac ultrasound and lung ultrasound screening performed by a junior doctor can change diagnosis and  clinical management of patients aged ≥65 years undergoing emergency, non-cardiac  surgery. METHOD: This pilot prospective observational study included patients  scheduled for emergency, non-cardiac surgery. The treating team completed a  diagnosis and management plan before and after focused cardiac and lung  ultrasound, which was performed by a junior doctor. Changes to diagnosis and  management after ultrasound were recorded. Ultrasound images were assessed for  image and diagnostic interpretation by an independent expert. RESULTS: There was  a total of 57 patients at age 77 ± 8 years. Cardiopulmonary pathology was  suspected after clinical assessment in 28% vs. 72% after ultrasound (including  abnormal haemodynamic state in 61%, valvular lesions in 32%, acute pulmonary  oedema/interstitial syndrome in 9% and bilateral pleural effusions in 2%). In 67%  of patients, the perioperative management was changed. The changes were in fluid  therapy in 30%, cardiology consultation in 7%, formal in- or out-patient,  transthoracic echocardiography in 11% and 30% respectively. DISCUSSION: The  impact of pre-operative focused cardiac and lung ultrasound on diagnosis and  management of patients on the hospital ward before emergency non-cardiac surgery  by a junior doctor was comparable to previous studies of anaesthetists  experienced in focused ultrasound. However, the ability to recognise when image  quality is insufficient for diagnosis is an important consideration for novice  sonographers. CONCLUSIONS: Focused cardiac and lung ultrasound examination by a  junior doctor is feasible and may change preoperative diagnosis and management in  patients of 65 years or older, admitted for emergency non-cardiac surgery.","2023-05","2024-03-06 17:06:11","2024-03-06T17:06:11Z","","75-84","","2","26","","Australas J Ultrasound Med","","","","","","","","eng","© 2022 The Authors. Australasian Journal of Ultrasound in Medicine published by John Wiley & Sons Australia, Ltd on behalf of Australasian Society for Ultrasound  in Medicine.","","","","","","Place: Australia PMID: 37252622  PMCID: PMC10225004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G5IQQILG","journalArticle","2022","Sebeke, Lukas Christian; Castillo Gómez, Juan Daniel; Heijman, Edwin; Rademann, Pia; Simon, Alexandra Claudia; Ekdawi, Sandra; Vlachakis, Susan; Toker, Dennis; Mink, Ben Lasse; Schubert-Quecke, Claudia; Yeo, Sin Yuin; Schmidt, Patrick; Lucas, Christina; Brodesser, Susanne; Hossann, Martin; Lindner, Lars H.; Grüll, Holger","Hyperthermia-induced doxorubicin delivery from thermosensitive liposomes via MR-HIFU in a pig model.","Journal of controlled release : official journal of the Controlled Release Society","","1873-4995 0168-3659","10.1016/j.jconrel.2022.02.003","","PURPOSE: Encapsulation of cytotoxic drugs for a localized release is an effective way to increase the therapeutic window of such agents. In this article we present  the localized release of doxorubicin (DOX) from phosphatidyldiglycerol (DPPG(2))  based thermosensitive liposomes using MR-HIFU mediated hyperthermia in a swine  model. MATERIALS AND METHODS: German landrace pigs of weights between 37.5 and  53.5 kg received a 30-min infusion of DOX containing thermosensitive liposomes  (50 mg DOX/m(2)). The pigs' biceps femoris was treated locally in two separate  target areas with mild hyperthermia using magnetic resonance guided high  intensity focused ultrasound, starting 10 min and 60 min after initiation of the  infusion, respectively. The pharmacokinetics and biodistribution of DOX were  determined and an analysis of the treatment parameters' influence was performed.  RESULTS: Compared to untreated tissue, we found a 15-fold and a 7-fold increase  in DOX concentration in the muscle volumes that had undergone hyperthermia  starting 10 min and 60 min after the beginning of the infusion, respectively. The  pharmacokinetic analysis showed a prolonged circulation time of DOX and a  correlation between the AUC of extra-liposomal DOX in the bloodstream and the  amount of DOX accumulated in the target tissue. CONCLUSIONS: We have demonstrated  a workflow for MR-HIFU hyperthermia drug delivery that can be adapted to a  clinical setting, showing that HIFU-hyperthermia is a suitable method for local  drug release of DOX using DPPG(2) based thermosensitive liposomes in stationary  targets. Using the developed pharmacokinetic model, an optimization of the drug  quantity deposited in the target via the timing of infusion and hyperthermia  should be possible.","2022-03","2024-03-06 17:06:09","2024-03-06T17:06:09Z","","798-812","","","343","","J Control Release","","","","","","","","eng","Copyright © 2022 Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 35134460","","","","*Doxorubicin; *Drug delivery; *High intensity focused ultrasound; *High-Intensity Focused Ultrasound Ablation/methods; *Hyperthermia, Induced/methods; *Liposomes; *Noninvasive thermometry; Animals; Antibiotics, Antineoplastic; Doxorubicin; Drug Delivery Systems/methods; Drug delivery; High intensity focused ultrasound; Liposomes; Noninvasive thermometry; Swine; Tissue Distribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EABEGUDZ","journalArticle","2022","Yuen, Jason; Miller, Kai J.; Klassen, Bryan T.; Lehman, Vance T.; Lee, Kendall H.; Kaufmann, Timothy J.","Hyperostosis in Combination With Low Skull Density Ratio: A Potential Contraindication for Magnetic Resonance Imaging-Guided Focused Ultrasound  Thalamotomy.","Mayo Clinic proceedings. Innovations, quality & outcomes","","2542-4548","10.1016/j.mayocpiqo.2021.11.007","","Since its approval in treating a number of movement disorders, magnetic resonance imaging-guided focused ultrasound (MRgFUS) has been adopted rapidly as one of the  standard treatment modalities internationally. However, the efficiency of the  energy delivered by the ultrasonic waves is largely determined by the highly  variable bone morphology and density characteristics of the skull. One of the  widely accepted indices used to facilitate patient selection is the skull density  ratio (SDR). Earlier literature suggested that an SDR of less than 0.4 would be  unfavorable for MRgFUS treatment. Some prior studies have excluded patients with  hyperostosis. However, there is little published data regarding the impact of  other skull features such as hyperostosis on treatment success. We present the  case of a 66-year-old man with medically refractory essential tremor who had an  SDR of 0.38 and extensive hyperostosis frontalis interna and underwent attempted  MRgFUS thalamotomy treatment. However, intraoperatively the treatment was  unsuccessful in generating sufficiently elevated temperature to create a lesion  of the usual desired volume, and as expected, there was minimal clinical  improvement. For comparison, we also summarize a case series of 4 other patients  with an SDR of less than 0.4 who had successful outcomes. We believe that SDR  should not be used as the only means of selecting patients for MRgFUS. Instead,  important factors such as hyperostosis should be taken into consideration for  patient selection and pretreatment counseling.","2022-02","2024-03-06 17:06:08","2024-03-06T17:06:08Z","","10-15","","1","6","","Mayo Clin Proc Innov Qual Outcomes","","","","","","","","eng","© 2021 Mayo Foundation for Medical Education and Research. Published by Elsevier Inc.","","","","","","PMID: 34977470  PMCID: PMC8704442","","","","CT, computed tomography; DBS, deep brain stimulation; DTI, diffusion tensor imaging; DWI, diffusion-weighted imaging; ET, essential tremor; MR, magnetic resonance; MRgFUS, MR imaging–guided focused ultrasound; SDR, skull density ratio; VIM, ventral intermediate nucleus of the thalamus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62LC4ZMJ","journalArticle","2022","Sarica, Can; Nankoo, Jean-François; Fomenko, Anton; Grippe, Talyta Cortez; Yamamoto, Kazuaki; Samuel, Nardin; Milano, Vanessa; Vetkas, Artur; Darmani, Ghazaleh; Cizmeci, Mehmet N.; Lozano, Andres M.; Chen, Robert","Human Studies of Transcranial Ultrasound neuromodulation: A systematic review of effectiveness and safety.","Brain stimulation","","1876-4754","10.1016/j.brs.2022.05.002","","BACKGROUND: Transcranial ultrasound stimulation (TUS) is gaining traction as a safe and non-invasive technique in human studies. There has been a rapid increase  in TUS human studies in recent years, with more than half of studies to date  published after 2020. This rapid growth in the relevant body of literature  necessitates comprehensive reviews to update clinicians and researchers.  OBJECTIVE: The aim of this work is to review human studies with an emphasis on  TUS devices, sonication parameters, outcome measures, results, and adverse  effects, as well as highlight future directions of investigation. METHODS: A  systematic review was conducted by searching the Web of Science and PubMed  databases on January 12, 2022. Human studies of TUS were included. RESULTS: A  total of 35 studies were identified using focused/unfocused ultrasound devices. A  total of 677 subjects belonging to diverse cohorts (i.e., healthy, chronic pain,  dementia, epilepsy, traumatic brain injury, depression) were enrolled. The  stimulation effects vary in a sonication parameter-dependant fashion. Clinical,  neurophysiological, radiological and histological outcome measures were assessed.  No severe adverse effects were reported in any of the studies surveyed. Mild  symptoms were observed in 3.4% (14/425) of the subjects, including headache, mood  deterioration, scalp heating, cognitive problems, neck pain, muscle twitches,  anxiety, sleepiness and pruritis. CONCLUSIONS: Although increasingly being used,  TUS is still in its early phases. TUS can change short-term brain excitability  and connectivity, induce long-term plasticity, and modulate behavior. New  techniques should be used to further elucidate its underlying mechanisms and  identify its application in novel populations.","2022-05-06","2024-03-06 17:06:07","2024-03-06T17:06:07Z","","737-746","","3","15","","Brain Stimul","","","","","","","","eng","Copyright © 2022 The Authors. Published by Elsevier Inc. All rights reserved.","","","","","","Place: United States PMID: 35533835","","","","*Chronic Pain; *Epilepsy; Affect; Brain stimulation; Brain/physiology; Clinical trials; Complication; Focused ultrasound; Humans; Outcome measures; Sonication parameters; Ultrasonography/methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPHE4R6D","journalArticle","2022","Simon, Alex; Robinson, Faith; Anzivino, Anthony; Boyer, Maggie; Hendricks-Wenger, Alissa; Guilliams, Danielle; Casey, James; Grider, Douglas; Valea, Fidel; Vlaisavljevich, Eli","Histotripsy for the Treatment of Uterine Leiomyomas: A Feasibility Study in Ex Vivo Uterine Fibroids.","Ultrasound in medicine & biology","","1879-291X 0301-5629","10.1016/j.ultrasmedbio.2022.04.214","","Uterine fibroids (leiomyomas), the most common benign tumors in women of reproductive age, are a frequent cause of abnormal vaginal bleeding and other  reproductive complaints among women. This study investigates the feasibility of  using histotripsy, a non-invasive, non-thermal focused ultrasound ablation  method, to ablate uterine fibroids. Human fibroid samples (n = 16) were harvested  after hysterectomy or myomectomy procedures at Carilion Memorial Hospital.  Histotripsy was applied to ex vivo fibroids in two sets of experiments using a  700-kHz clinical transducer to apply multicycle histotripsy pulses and a  prototype 500-kHz transducer to apply single-cycle histotripsy pulses. Ultrasound  imaging was used for real-time treatment monitoring, and post-treatment ablation  was quantified histologically using hematoxylin and eosin and Masson trichrome  stains. Results revealed that multicycle histotripsy generated diffuse cavitation  in targeted fibroids, with minimal cellular ablative changes after treatment with  2000 pulses/point. Single-cycle pulsing generated well-confined bubble clouds  with evidence of early coagulative necrosis on histological assessment in samples  treated with 2000 pulses/point, near-complete ablation in samples treated with  4000 pulses/point and complete tissue destruction in samples treated with 10,000  pulses/point. This study illustrates that histotripsy is capable of fibroid  ablation under certain pulsing parameters and warrants further investigation as  an improved non-invasive ablation method for the treatment of leiomyomas.","2022-05-28","2024-03-06 17:06:03","2024-03-06T17:06:03Z","","S0301-5629(22)00362-3","","","","","Ultrasound Med Biol","","","","","","","","eng","Copyright © 2022 World Federation for Ultrasound in Medicine & Biology. Published by Elsevier Inc. All rights reserved.","","","","","","Place: England PMID: 35641394","","","","*High-Intensity Focused Ultrasound Ablation/methods; *Leiomyoma/surgery; *Uterine Neoplasms/surgery; Ablation; Feasibility Studies; Female; Focused ultrasound; Histotripsy; Humans; Leiomyoma; Transducers; Ultrasonography; Uterine fibroid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8HSIGK5I","journalArticle","2022","Hendricks-Wenger, Alissa; Saunier, Sofie; Simon, Alexander; Grider, Douglas; Luyimbazi, David; Allen, Irving C.; Vlaisavljevich, Eli","Histotripsy for the Treatment of Cholangiocarcinoma in a Patient-Derived Xenograft Mouse Model.","Ultrasound in medicine & biology","","1879-291X 0301-5629","10.1016/j.ultrasmedbio.2021.10.002","","Histotripsy is a focused ultrasound ablation therapy being developed for the treatment of liver tumors. A recent study investigating the feasibility of using  histotripsy for the ablation of cholangiocarcinoma (CC), bile duct cancer that is  difficult to treat with current therapies because of its location near critical  structures and fibrous tissue, reported the feasibility of treating CC in an  acute mouse model. Here, we investigate histotripsy for the in vivo ablation of  CC in a chronic study using a 1-MHz transducer at an applied dose of 500  pulses/point. A pilot study determined that treating the CC tumors plus a 1- to  2-mm margin induced significant injuries to intestinal tissues, thus precluding  the use of this strategy. Next, histotripsy was applied to CCs (n = 6) with the  treatment contained to the tumor. Post-treatment, the ablation was visualized  using ultrasound, and subjects were monitored over time. Histotripsy achieved an  average of 73% reduction of tumor diameter 26 d after treatment, with no  significant adverse events. Notably, three of six treated tumors were  undetectable after 2.5 wk. The treated animals were found to have significantly  increased tumor progression-free and overall survival. Overall, results indicate  that histotripsy can be used as a safe and effective method for treating CC.","2022-02","2024-03-06 17:06:01","2024-03-06T17:06:01Z","","293-303","","2","48","","Ultrasound Med Biol","","","","","","","","eng","Copyright © 2021 World Federation for Ultrasound in Medicine & Biology. Published by Elsevier Inc. All rights reserved.","","","","","","Place: England PMID: 34750030","","","","*Bile Duct Neoplasms/diagnostic imaging/therapy; *Cholangiocarcinoma; *Cholangiocarcinoma/diagnostic imaging/therapy; *Focused ultrasound; *High-Intensity Focused Ultrasound Ablation; *Histotripsy; *Liver cancer; *Tumor ablation; Animals; Bile Ducts, Intrahepatic; Cholangiocarcinoma; Focused ultrasound; Heterografts; Histotripsy; Humans; Liver cancer; Mice; Pilot Projects; Tumor ablation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78QYND7V","journalArticle","2022","Wallach, Emily L.; Shekhar, Himanshu; Flores-Guzman, Fernando; Hernandez, Sonia L.; Bader, Kenneth B.","Histotripsy Bubble Cloud Contrast With Chirp-Coded Excitation in Preclinical Models.","IEEE transactions on ultrasonics, ferroelectrics, and frequency control","","1525-8955 0885-3010","10.1109/TUFFC.2021.3125922","","Histotripsy is a focused ultrasound therapy for tissue ablation via the generation of bubble clouds. These effects can be achieved noninvasively, making  sensitive and specific bubble imaging essential for histotripsy guidance.  Plane-wave ultrasound imaging can track bubble clouds with an excellent temporal  resolution, but there is a significant reduction in echoes when deep-seated  organs are targeted. Chirp-coded excitation uses wideband, long-duration imaging  pulses to increase signals at depth and promote nonlinear bubble oscillations. In  this study, we evaluated histotripsy bubble contrast with chirp-coded excitation  in scattering gel phantoms and a subcutaneous mouse tumor model. A range of  imaging pulse durations were tested, and compared to a standard plane-wave pulse  sequence. Received chirped signals were processed with matched filters to  highlight components associated with either fundamental or subharmonic  (bubble-specific) frequency bands. The contrast-to-tissue ratio (CTR) was  improved in scattering media for subharmonic contrast relative to fundamental  contrast (both chirped and standard imaging pulses) with the longest-duration  chirped-pulse tested (7.4 [Formula: see text] pulse duration). The CTR was  improved for subharmonic contrast relative to fundamental contrast (both chirped  and standard imaging pulses) by 4.25 dB ± 1.36 dB in phantoms and 3.84 dB ± 6.42  dB in vivo. No systematic changes were observed in the bubble cloud size or  dissolution rate between sequences, indicating image resolution was maintained  with the long-duration imaging pulses. Overall, this study demonstrates the  feasibility of specific histotripsy bubble cloud visualization with chirp-coded  excitation.","2022-02","2024-03-06 17:05:58","2024-03-06T17:05:58Z","","787-794","","2","69","","IEEE Trans Ultrason Ferroelectr Freq Control","","","","","","","","eng","","","","","","","Place: United States PMID: 34748487","","","","*High-Intensity Focused Ultrasound Ablation/methods; Animals; Mice; Phantoms, Imaging; Ultrasonography/methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FECKS7ZG","journalArticle","2022","Ruger, Lauren N.; Hay, Alayna N.; Gannon, Jessica M.; Sheppard, Hannah O.; Coutermarsh-Ott, Sheryl L.; Daniel, Gregory B.; Kierski, Katharine R.; Ciepluch, Brittany J.; Vlaisavljevich, Eli; Tuohy, Joanne L.","Histotripsy Ablation of Spontaneously Occurring Canine Bone Tumors In Vivo","IEEE transactions on bio-medical engineering","","1558-2531","10.1109/TBME.2022.3191069","","OBJECTIVE: Osteosarcoma (OS) is a devastating primary bone tumor in dogs and humans with limited non-surgical treatment options. As the first completely non-invasive and non-thermal ablation technique, histotripsy has the potential to significantly improve the standard of care for patients with primary bone tumors. INTRODUCTION: Standard of care treatment for primary appendicular OS involves surgical resection via either limb amputation or limb-salvage surgery for suitable candidates. Biological similarities between canine and human OS make the dog an informative comparative oncology research model to advance treatment options for primary OS. Evaluating histotripsy for ablating spontaneous canine primary OS will build a foundation upon which histotripsy can be translated clinically into a standard of care therapy for canine and human OS. METHODS: Five dogs with suspected spontaneous OS were treated with a 500 kHz histotripsy system guided by real-time ultrasound image guidance. Spherical ablation volumes within each tumor (1.25-3 cm in diameter) were treated with single cycle histotripsy pulses applied at a pulse repetition frequency of 500 Hz and a dose of 500 pulses/point. RESULTS: Tumor ablation was successfully identified grossly and histologically within the targeted treatment regions of all subjects. Histotripsy treatments were well-tolerated amongst all patients with no significant clinical adverse effects. Conclusion & Significance: Histotripsy safely and effectively ablated the targeted treatment volumes in all subjects, demonstrating its potential to serve as a non-invasive treatment modality for primary bone tumors.","2022-07-14","2024-03-06 17:05:57","2024-03-06T17:05:57Z","","","","","PP","","IEEE Trans Biomed Eng","","","","","","","","eng","","","","","PubMed","","PMID: 35834467","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
