"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZZVCXSJK","journalArticle","2022","Fukutome, Kenji; Hirabayashi, Hidehiro; Osakada, Yosuke; Kuga, Yoshihiro; Ohnishi, Hideyuki","Bilateral Magnetic Resonance Imaging-Guided Focused Ultrasound Thalamotomy for Essential Tremor.","Stereotactic and functional neurosurgery","","1423-0372 1011-6125","10.1159/000518662","","INTRODUCTION: Essential tremor is the most common movement disorder in adults. Bilateral symptoms are typical; however, bilateral thalamotomy for essential  tremor is associated with a high probability of adverse events. We  retrospectively investigated the efficacy and safety of staged bilateral ventral  intermediate nucleus thalamotomy for refractory essential tremor using magnetic  resonance imaging-guided focused ultrasound. METHODS: We enrolled 5 consecutive  patients with refractory essential tremor between September 2016 and March 2020.  Patients underwent a second operation at least 1 year after the first operation.  The second lesion was created asymmetrically to the first lesion. RESULTS: Mean  patient age was 57.6 years, and the mean interval between the 2 operations was  27.8 months. The second lesion center was superior to the first lesion in all  patients. The mean baseline, second preoperative, and second postoperative  Clinical Rating Scale for Tremor total scores were 63.6, 49.2, and 21.8,  respectively. The mean baseline, second preoperative, and second postoperative  Clinical Rating Scale for Tremor part C scores were 18.4, 8.2, and 2.6,  respectively. One patient had permanent adverse events of slight dysarthria and  discomfort in the tongue. No patient experienced dysphagia or cognitive  dysfunction after the second operation. Four of the 5 patients were satisfied  with the results of the bilateral treatment, including the patient who had  permanent adverse events. CONCLUSIONS: Magnetic resonance imaging-guided focused  ultrasound is an effective method for bilateral thalamotomy when adhering to the  following considerations: (1) asymmetrical lesions are created and (2) sufficient  interval (>1 year) between operations.","2022","2024-03-06 17:02:28","2024-03-06T17:02:28Z","","44-52","","1","100","","Stereotact Funct Neurosurg","","","","","","","","eng","© 2021 S. Karger AG, Basel.","","","","","","Place: Switzerland PMID: 34515233","","","","*Bilateral surgery; *Essential Tremor/diagnostic imaging/surgery; *Essential tremor; *Focused ultrasound; *Quality of life; *Thalamotomy; Adult; Bilateral surgery; Child, Preschool; Essential tremor; Focused ultrasound; Humans; Magnetic Resonance Imaging/methods; Quality of life; Retrospective Studies; Thalamotomy; Thalamus/diagnostic imaging/surgery; Treatment Outcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LR2EEZYC","journalArticle","2022","Mi, Xue; Du, Haiqiao; Guo, Xinmeng; Wu, Yan; Shen, Long; Luo, Yukun; Wang, Dekun; Su, Qiuyue; Xiang, Rong; Yue, Shijing; Wu, Songgu; Gong, Junbo; Yang, Zhuo; Zhang, Yuying; Tan, Xiaoyue","Asparagine endopeptidase-targeted Ultrasound-responsive Nanobubbles Alleviate Tau Cleavage and Amyloid-β Deposition in an Alzheimer's Disease Model.","Acta biomaterialia","","1878-7568 1742-7061","10.1016/j.actbio.2022.01.023","","Inhibition of asparagine endopeptidase (AEP) has been implied to be effective for treating tau- and amyloid-beta-mediated neurodegenerative diseases, although a  method for targeted intracerebral delivery of AEP inhibitors has not yet been  achieved. Here, we fabricated ultrasound-responsive nanobubbles (NBs) to load AEP  inhibitor RR-11a, and modified the NB surface with either AEP recognizable  peptide AAN or pro-transendothelial transversal motif RGD, i.e. NB(11a)-A and  NB(11a)-R, for AEP-targeted treatment of Alzheimer's disease (AD). The developed  NBs were uniform, small in size (50.1 ± 1.5 nm), with strong echogenicity and  high drug loading efficiency (∼91.97%). When intravenously co-injected in the  APP/PS1 mouse model, NB(11a)-R could adhere to endothelial cells and enhance  transient opening of the blood-brain barrier (BBB) upon focused ultrasound  oscillations, allowing the rest NBs/localized released RR-11a molecules to enter  the brain, and then NB(11a)-A could selectively bind with the impaired neurons  and deposit RR-11a molecules at the AD lesion. As a result, co-administration of  NB(11a)-A and NB(11a)-R significantly promoted accumulation of RR-11a in the  mouse brain, and substantially alleviated both tau cleavage and amyloid plaques  deposition in the hippocampus. Most strikingly, the cognitive ability of the AD  model mice was dramatically improved, achieving a level close to the normal mice.  Overall, this unique AEP-targeted nanobubble design provides an efficient  intracerebral drug delivery strategy and significantly enhances treatment  efficacy of AD. STATEMENT OF SIGNIFICANCE: Asparagine endopeptidase (AEP) is an  innovative therapeutic target simultaneously involved in Aβ and tau-mediated  Alzheimer's disease (AD) pathology, but targeted delivery of AEP inhibitors has  not been achieved yet. Here we developed an efficient strategy to deliver AEP  inhibitor RR-11a towards impaired neurons. We fabricated RR-11a-loaded  ultrasound-responsive nanobubbles (NBs) and modified the NB surface with RGD  peptide to promote BBB crossing upon focused ultrasound oscillations, or with AAN  peptide to increase binding of NBs on the neurons. Our results indicated that,  co-administration of the NB(11a)-A and NB(11a)-R significantly enhanced  accumulation of RR-11a molecules at the AD lesion, alleviated both tau cleavage  and amyloid plaques deposition in the hippocampus, and consequently restored  cognitive function of the AD model mice.","2022-03-15","2024-03-06 17:02:24","2024-03-06T17:02:24Z","","388-397","","","141","","Acta Biomater","","","","","","","","eng","Copyright © 2022. Published by Elsevier Ltd.","","","","","","Place: England PMID: 35045359","","","","*Alzheimer Disease/drug therapy; *Alzheimer's disease; *Asparagine endopeptidase; *Nanobubble; *RGD; *Ultrasound; Alzheimer's disease; Amyloid beta-Peptides/metabolism; Animals; Asparagine endopeptidase; Brain/pathology; Cysteine Endopeptidases; Disease Models, Animal; Endothelial Cells/metabolism; Mice; Mice, Transgenic; Nanobubble; Plaque, Amyloid/pathology; RGD; Ultrasonography; Ultrasound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQVKV8VF","journalArticle","2022","Panzone, John; Byler, Timothy; Bratslavsky, Gennady; Goldberg, Hanan","Applications of Focused Ultrasound in the Treatment of Genitourinary Cancers.","Cancers","","2072-6694","10.3390/cancers14061536","","Traditional cancer treatments have been associated with substantial morbidity for patients. Focused ultrasound offers a novel modality for the treatment of various  forms of cancer which may offer effective oncological control and low morbidity.  We performed a review of PubMed articles assessing the current applications of  focused ultrasound in the treatment of genitourinary cancers, including prostate,  kidney, bladder, penile, and testicular cancer. Current research indicates that  high-intensity focused ultrasound (HIFU) focal therapy offers effective  short-term oncologic control of localized prostate and kidney cancer with lower  associated morbidity than radical surgery. In addition, studies in mice have  demonstrated that focused ultrasound treatment increases the accuracy of  chemotherapeutic drug delivery, the efficacy of drug uptake, and cytotoxic  effects within targeted cancer cells. Ultrasound-based therapy shows promise for  the treatment of genitourinary cancers. Further research should continue to  investigate focused ultrasound as an alternative cancer treatment option or as a  complement to increase the efficacy of conventional treatments such as  chemotherapy and radiotherapy.","2022-03-17","2024-03-06 17:02:23","2024-03-06T17:02:23Z","","","","6","14","","Cancers (Basel)","","","","","","","","eng","","","","","","","PMID: 35326687  PMCID: PMC8945954","","","","cancer; review; treatment; ultrasound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L699M3AS","journalArticle","2022","Ji, Jingjing; Liu, Jun; Chen, Yingzhen; Liu, Xi; Hao, Lihong","Analysis of high intensity focused ultrasound in treatment of uterine fibroids on ovarian function and pregnancy outcome.","Journal of clinical ultrasound : JCU","","1097-0096 0091-2751","10.1002/jcu.23116","","AIM: To investigate the ovarian function and pregnancy outcome of patients with uterine fibroids and the influencing factors after high intensity focused  ultrasound (HIFU) ablation treatment. METHODS: A total of 80 patients were  recruited. All patients were divided into the pregnancy group (64 cases) and the  non-pregnancy group (16 cases). The pregnancy group was categorized into the good  pregnancy outcome (GOP) group (46 cases) and adverse pregnancy outcome (APO)  group (18 cases). The general data of all study subjects were collected. The  changes of anti-Müllerian hormone (AMH), follicle-stimulating hormone (FSH),  inhibin B (INHB), and antral follicle count (AFC) before HIFU and 3, 6, and  12 months after HIFU were compared. The related factors affecting pregnancy and  pregnancy outcomes were analyzed. RESULTS: There were no significant differences  in AMH, FSH, INHB levels, and AFC at 6 and 12 months after HIFU compared with  those before HIFU in pregnancy and non-pregnancy groups (p > 0.05). This study  demonstrated that patients with prior history of pregnancy, younger age, lower  body mass index (BMI), and smaller fibroids volume had a higher pregnancy rate  (p < 0.05). Besides, younger age and smaller fibroids volume were associated with  better pregnancy outcomes (p < 0.05). CONCLUSIONS: HIFU in the treatment of  uterine fibroids has little effect on ovarian function and does not increase the  risk of infertility and adverse pregnancy. The prior history of pregnancy, age,  BMI, and fibroids volume are essential factors affecting the postoperative  pregnancy.","2022-02","2024-03-06 17:02:17","2024-03-06T17:02:17Z","","202-208","","2","50","","J Clin Ultrasound","","","","","","","","eng","© 2021 Wiley Periodicals LLC.","","","","","","Place: United States PMID: 34965313","","","","*High-Intensity Focused Ultrasound Ablation; *Leiomyoma/diagnostic imaging/therapy; *Uterine Neoplasms/diagnostic imaging/therapy; Female; Humans; Pregnancy; Pregnancy Outcome; Treatment Outcome; high intensity focused ultrasound; ovarian function; pregnancy; uterine fibroids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GEJT6T9U","journalArticle","2022","Deng, Lulu; Yang, Steven D.; OaReilly, Meaghan A.; Jones, Ryan M.; Hynynen, Kullervo","An Ultrasound-Guided Hemispherical Phased Array for Microbubble-Mediated Ultrasound Therapy.","IEEE transactions on bio-medical engineering","","1558-2531 0018-9294","10.1109/TBME.2021.3132014","","GOAL: To develop a low-cost magnetic resonance imaging (MRI)-free transcranial focused ultrasound (FUS) system for microbubble-mediated therapy. METHODS: A  128-element 11 MHz array for skull localization was integrated within a  256-module multi-frequency (306/612/1224 kHz) dual-mode phased array. The  system's transcranial transmit and receive performance was evaluated with ex-vivo  human skullcaps using phase aberration corrections calculated from computed  tomography (CT)-based simulations via ultrasound-based (USCT) and landmark-based  (LMCT) registrations, and a gold-standard fixed source emitter (FSE)-based  method. RESULTS: Displacement and rotation registration errors of 1.4 ± 0.4 mm  and 2.1 ± 0.2 (°) were obtained using USCT, resulting in sub-millimeter transmit  targeting errors driven at 306 kHz (0.9 ± 0.2 mm) and 612 kHz (0.9 ± 0.3 mm), and  source localization errors of 1.0 ± 0.3 mm and 0.6 ± 0.2 mm at receive  frequencies of 306 kHz and 612 kHz, respectively (mean ± SD). Similar errors were  obtained using LMCT and no significant differences between these two approaches  were found on either transmit (p = 0.64/0.99) or receive (p = 0.45/0.36) at 306  kHz/612kHz. During volumetric multi-point exposures, approximately 70% and 60% of  the transmit frames in which microbubble activity was detected via FSE were  recovered using USCT when imaging at the second-harmonic and half-harmonic,  respectively, compared to 60% and 69% using LMCT. CONCLUSION: This low-cost  ultrasound-guided transcranial FUS system affords USCT skull registration with  accuracy comparable to LMCT methods. SIGNIFICANCE: Such systems have great  potential to advance the adoption of microbubble-mediated FUS brain therapy by  improving access to the technology.","2022-05","2024-03-06 17:02:14","2024-03-06T17:02:14Z","","1776-1787","","5","69","","IEEE Trans Biomed Eng","","","","","","","","eng","","","","","","","PMID: 34855582  PMCID: PMC9092225","","","","*Microbubbles; *Ultrasonic Therapy/methods; Humans; Skull/diagnostic imaging; Ultrasonography; Ultrasonography, Interventional","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JZ3CPQJM","journalArticle","2023","Drakos, Theocharis; Evripidou, Georgios; Damianou, Christakis","An in vitro Model for Experimental Evaluation of Sonothrombolysis under Tissue-mimicking Material Conditions.","Journal of medical ultrasound","","0929-6441 2212-1552","10.4103/jmu.jmu_52_22","","BACKGROUND: The mechanical properties of therapeutic ultrasound (US) have attracted scientific interest for thrombolysis enhancement in combination with  thrombolytic agents and microbubbles (MBs). The aim of the study was to develop  an in vitro model to observe how the effects of sonothrombolysis change in the  case where a tissue-mimicking material (TMM) is placed in the path of the US beam  before the clot. METHODS: Fully retracted blood clots were prepared and pulse  sonicated for 1 h under various conditions. The system was in a state of real  circulating flow with a branch of an open bypass and an occluded tube containing  a blood clot, thus mimicking the case of ischemic stroke. The effectiveness of  thrombolysis was quantified in milligrams of clots removed. An agar-based TMM was  developed around the occluded tube. RESULTS: The clot breakdown in a TMM was  found to be more pronounced than in water, presumably due to the retention of the  acoustic field. A higher level of acoustic power was required to initiate clot  lysis (>76 W acoustic power) using only focused US (FUS). The greatest  thrombolysis enhancement was observed with the largest chosen pulse duration (PD)  and the use of MBs (150 mg clot mass lysis). The synergistic effect of FUS in  combination with MBs on the enzymatic fibrinolysis enhanced thrombolysis efficacy  by 260% compared to thrombolysis induced using only FUS. A reduction in the  degree of clot lysis was detected due to the attenuation factor of the  intervening material (30 mg at 1 and 4 ms PD). CONCLUSION: In vitro thrombolytic  models including a TMM can provide a more realistic evaluation of new  thrombolytic protocols. However, higher acoustic power should be considered to  compensate for the attenuation factor. The rate of clot lysis is slow and the  clinical use of this method will be challenging.","2023-09","2024-03-06 17:02:13","2024-03-06T17:02:13Z","","211-217","","3","31","","J Med Ultrasound","","","","","","","","eng","Copyright: © 2022 Journal of Medical Ultrasound.","","","","","","Place: India PMID: 38025011  PMCID: PMC10668898","","","","Focused ultrasound; microbubbles; stroke; thrombolytic agent; tissue-mimicking material","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNM2H3BM","journalArticle","2023","Zubair, Muhammad; Adams, Matthew S.; Diederich, Chris J.","An endoluminal cylindrical sectored-ring ultrasound phased-array applicator for minimally-invasive therapeutic ultrasound.","Medical physics","","2473-4209 0094-2405","10.1002/mp.16113","","BACKGROUND: The size of catheter-based ultrasound devices for delivering ultrasound energy to deep-seated tumors is constrained by the access pathway  which limits their therapeutic capabilities. PURPOSE: To devise and investigate a  deployable applicator suitable for minimally-invasive delivery of therapeutic  ultrasound, consisting of a 2D cylindrical sectored-ring ultrasound phased array,  integrated within an expandable paraboloid-shaped balloon-based reflector. The  balloon can be collapsed for compact delivery and expanded close to the target  position to mimic a larger-diameter concentric-ring sector-vortex array for  enhanced dynamic control of focal depth and volume. METHODS: Acoustic and  biothermal simulations were employed in 3D generalized homogeneous and  patient-specific heterogeneous models, for three-phased array transducers with  32, 64, and 128 elements, composed of sectored 4, 8, and 16 tubular ring  transducers, respectively. The applicator performance was characterized as a  function of array configuration, focal depth, phasing modes, and balloon  reflector geometry. A 16-element proof-of-concept phased array applicator  assembly, consisting of four tubular transducers each divided into four sectors,  was fabricated, and characterized with hydrophone measurements along and across  the axis, and ablations in ex vivo tissue. RESULTS: Simulation results indicated  that transducer arrays (1.5 MHz, 9 mm OD × 20 mm long), balloon sizes (41-50 mm  expanded diameter, 20-60 mm focal depth), phasing mode (0-4) and sonication  duration (30 s) can produce spatially localized acoustic intensity focal patterns  (focal length: 3-22 mm, focal width: 0.7-8.7 mm) and ablative thermal lesions  (width: 2.7-16 mm, length: 6-46 mm) in pancreatic tissue across a 10-90 mm focal  depth range. Patient-specific studies indicated that 0.1, 0.46, and 1.2 cm(3)  volume of tumor can be ablated in the body of the pancreas for 120 s sonications  using a single axial focus (Mode 0), or four, and eight simultaneous foci in a  toroidal pattern (Mode 2 and 4, respectively). Hydrophone measurements  demonstrated good agreement with simulation. Experiments in which chicken meat  was thermally ablated indicated that volumetric ablation can be produced using  single or multiple foci. CONCLUSIONS: The results of this study demonstrated the  feasibility of a novel compact ultrasound applicator design capable of focusing,  deep penetration, electronic steering, and volumetric thermal ablation. The  proposed applicator can be used for compact endoluminal or laparoscopic delivery  of localized ultrasound energy to deep-seated targets.","2023-01","2024-03-06 17:02:11","2024-03-06T17:02:11Z","","1-19","","1","50","","Med Phys","","","","","","","","eng","© 2022 The Authors. Medical Physics published by Wiley Periodicals LLC on behalf of American Association of Physicists in Medicine.","","","","","","Place: United States PMID: 36413363  PMCID: PMC9870260","","","","*Ultrasonic Therapy; Acoustics; Catheters; Computer Simulation; Ultrasonography; focused ultrasound; minimally invasive; pancreas; phased array; sectored-ring ultrasound; thermal ablation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JI6G8BGA","journalArticle","2022","Hu, Zhongtao; Chen, Si; Yang, Yaoheng; Gong, Yan; Chen, Hong","An affordable and easy-to-use focused ultrasound device for noninvasive and high precision drug delivery to the mouse brain.","IEEE transactions on bio-medical engineering","","1558-2531 0018-9294","10.1109/TBME.2022.3150781","","OBJECTIVE: Focused ultrasound (FUS) combined with microbubble-mediated blood-brain barrier (BBB) opening (FUS-BBBO) is not only a promising technique  for clinical applications but also a powerful tool for preclinical research.  However, existing FUS devices for preclinical research are expensive, bulky, and  lack the precision needed for small animal research, which limits the broad  adoption of this promising technique by the research community. Our objective was  to design and fabricate an affordable, easy-to-use, high-precision FUS device for  small animal research. METHODS: We designed and fabricated in-house mini-FUS  transducers (~$80 each in material cost) with three frequencies (1.5, 3.0, and  6.0 MHz) and integrated them with a stereotactic frame for precise mouse brain  targeting using established stereotactic procedures. The BBB opening volume by  FUS-BBBO at different acoustic pressures (0.20-0.57 MPa) was quantified using  T1-weighted contrast-enhanced magnetic resonance imaging of gadolinium leakage  and fluorescence imaging of Evans blue extravasation. RESULTS: The targeting  accuracy of the device as measured by the offset between the desired target  location and the centroid of BBBO was 0.63 ± 0.19 mm. The spatial precision of  the device in targeting individual brain structures was improved by the use of  higher frequency FUS transducers. The BBB opening volume had high linear  correlations with the cavitation index (defined by the ratio between acoustic  pressure and frequency) and mechanical index (defined by the ratio between  acoustic pressure and the square root of frequency). The correlation coefficient  of cavitation index was higher than that of the mechanical index. CONCLUSION:  This study demonstrated that spatially accurate and precise BBB opening was  achievable using an affordable and easy-to-use FUS device. The BBB opening volume  was tunable by modulating the cavitation index. This device is expected to  decrease the barriers for the adoption of FUS-BBBO technique by the broad  research community.","2022-02-14","2024-03-06 17:02:07","2024-03-06T17:02:07Z","","","","","PP","","IEEE Trans Biomed Eng","","","","","","","","eng","","","","","","","Place: United States PMID: 35157574","","","","*Blood-Brain Barrier/diagnostic imaging; *Microbubbles; Animals; Brain/diagnostic imaging; Drug Delivery Systems/methods; Magnetic Resonance Imaging/methods; Mice","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96GQHJ9C","journalArticle","2022","Tani, Naoki; Oshino, Satoru; Hosomi, Koichi; Hattori, Noriaki; Mihara, Masahito; Yanagisawa, Takufumi; Khoo, Hui Ming; Kanemoto, Manabu; Watanabe, Yoshiyuki; Mochizuki, Hideki; Kishima, Haruhiko","Altered thalamic connectivity due to focused ultrasound thalamotomy in patients with essential tremor.","World neurosurgery","","1878-8769 1878-8750","10.1016/j.wneu.2022.05.113","","BACKGROUND: Although stereotactic ablation surgery is known to ameliorate involuntary movement dramatically, little is known regarding alterations in  whole-brain networks due to disruption of the deep brain nucleus. To explore  changes in the whole-brain network after thalamotomy, we analyzed structural and  functional connectivity alterations using resting-state functional magnetic  resonance imaging (rs-fMRI) and diffusion tensor imaging (DTI) in patients with  essential tremor who had undergone focused ultrasound (FUS) thalamotomy. METHODS:  Seven patients with intractable essential tremors and seven age-matched healthy  controls were enrolled in the study. The tremor score in essential tremor  patients was assessed, and rs-fMRIs and DTIs were acquired before and 3 months  after left ventral intermediate nucleus thalamotomy using FUS. RESULTS: There was  a significant improvement in the tremor of the right hand after FUS thalamotomy.  Seed-based functional connectivity analysis revealed a significant increase in  functional connectivity between the left thalamus and the caudal part of the  dorsal premotor cortex after FUS thalamotomy. Structural connectivity analysis  did not detect statistically significant changes between before and after FUS.  There was no correlation between the changes in functional connectivity and  tremor score. CONCLUSIONS: Although the number of cases is small, our results  show that functional connectivity between the thalamus and the premotor cortex  increases after the amelioration of tremors by FUS thalamotomy. The lack of  correlation between increased functional connectivity and clinical tremor scores  suggests that the observed increase in functional connectivity may be a  compensatory change in the secondary sensorimotor changes that occur after  thalamotomy.","2022-05-31","2024-03-06 17:02:04","2024-03-06T17:02:04Z","","S1878-8750(22)00753-7","","","","","World Neurosurg","","","","","","","","eng","Copyright © 2022 The Author(s). Published by Elsevier Inc. All rights reserved.","","","","","","Place: United States PMID: 35660481","","","","*Essential Tremor/diagnostic imaging/surgery; *Thalamus/diagnostic imaging/surgery; Diffusion Tensor Imaging; Essential tremor; Focused ultrasound; Functional connectivity; Humans; Magnetic Resonance Imaging/methods; Motor Cortex; Premotor cortex; Thalamotomy; Treatment Outcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FNDK48DD","journalArticle","2022","Bancel, Thomas; Tiennot, Thomas; Aubry, Jean-François","Adaptive Ultrasound Focusing Through the Cranial Bone for Non-invasive Treatment of Brain Disorders.","Advances in experimental medicine and biology","","0065-2598","10.1007/978-3-030-91979-5_18","","Focused ultrasound holds great promise in therapy for its ability to target non-invasively deep seated tissues with non-ionizing therapeutic beams.  Nevertheless, brain applications have been hampered for decades by the presence  of the skull. The skull indeed strongly reflects, refracts and absorbs  ultrasound, which defocuses the therapeutic ultrasound beams. In this chapter, we  will first show how the structure of the skull impacts the ultrasound beams and  how it narrows the frequency range that can be envisioned for transcranial  therapy. We will then introduce different methods that have been developed and  optimized to compensate the defocusing effect of the bone. Finally, we will  provide an overview of past, current and future treatments of brain disorders.","2022","2024-03-06 17:02:01","2024-03-06T17:02:01Z","","397-409","","","1364","","Adv Exp Med Biol","","","","","","","","eng","© 2022. The Author(s), under exclusive license to Springer Nature Switzerland AG.","","","","","","Place: United States PMID: 35508885","","","","*Brain Diseases/diagnostic imaging/therapy; *Ultrasonic Therapy; Aberration correction; Brain disorders; Brain/diagnostic imaging; Humans; Skull/diagnostic imaging; Therapeutic ultrasound; Transcranial focusing; Ultrasonography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
