"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"54S9DTY8","journalArticle","2024","Free, Daniel B.; Syndergaard, Ian; Pigg, Adam C.; Muceli, Silvia; Hallett, Mark; Farina, Dario; Charles, Steven K.","Hand and distal joint tremor are most coherent with the activity of elbow flexors and wrist extensors in persons with essential tremor.","Journal of applied physiology (Bethesda, Md. : 1985)","","1522-1601 0161-7567","10.1152/japplphysiol.00407.2023","","Essential tremor (ET) affects millions of people. Although frontline treatment options (medication, deep brain stimulation, and focused ultrasound ablation)  have provided significant relief, many patients are unsatisfied with the  outcomes. Peripheral suppression techniques, such as injections of botulinum  toxin or sensory electrical stimulation of muscles, are gaining popularity, but  could be optimized if the muscles most responsible for a patient's tremor were  identified. The purpose of this study was to quantify the relationship between  the activity in various upper limb muscles and the resulting tremor in patients  with ET. Surface electromyogram (sEMG) from the 15 major superficial muscles of  the upper limb and displacement of the hand and upper limb joints were recorded  from 22 persons with ET while they performed kinetic and postural tasks  representative of activities of daily living. We calculated the peak coherence  (frequency-dependent correlation) in the tremor band (4-8 Hz) between the sEMG of  each muscle and the displacement in each major degree of freedom (DOF). Averaged  across subjects with ET, the highest coherence was found between elbow flexors  (particularly biceps brachii and brachioradialis) and the distal DOF (forearm,  wrist, and hand motion), and between wrist extensors (extensor carpi radialis and  ulnaris) and the same distal DOF. These coherence values represent the upper  bound on the proportion of the tremor caused by each muscle. We conclude that,  without further information, elbow flexors and wrist extensors should be among  the first muscles considered for peripheral suppression techniques in persons  with ET.NEW & NOTEWORTHY We characterized the relationships between activity in  upper limb muscles and tremor in persons with essential tremor using coherence,  which provides an upper bound on the proportion of the tremor due to each muscle.  Averaged across subjects and various tasks, tremor in the hand and distal joints  was most coherent with elbow flexors and wrist extensors. We conclude that,  without further information, these muscle groups should be among the first  considered for peripheral suppression techniques.","2024-02-01","2024-03-06 17:05:16","2024-03-06T17:05:16Z","","337-348","","2","136","","J Appl Physiol (1985)","","","","","","","","eng","","","","","","","Place: United States PMID: 38126087","","","","*Essential Tremor/therapy; *Wrist/physiology; Activities of Daily Living; EMG; Elbow; Electromyography; Humans; Muscle, Skeletal/physiology; Tremor/therapy; Upper Extremity; coherence; essential tremor; joint; muscle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U9VEAFHT","journalArticle","2023","Heard, John R.; Naser-Tavakolian, Aurash; Nazmifar, Michael; Ahdoot, Michael","Focal prostate cancer therapy in the era of multiparametric MRI: a review of options and outcomes.","Prostate cancer and prostatic diseases","","1476-5608 1365-7852","10.1038/s41391-022-00501-0","","BACKGROUND: The goal of prostate cancer focal therapy is to achieve oncologic control while reducing the rate of adverse events associated with whole-gland  treatments. Numerous focal therapy modalities are currently available with early  data demonstrating highly variable rates of cancer control and preservation of  sexual/urinary function. METHODS: All English language clinical trial  publications evaluating various focal therapies for localized prostate cancer  were reviewed. The literature search was limited to studies from the modern era  of MRI-guided treatment, as MRI is hypothesized to improve tumor localization and  targeting. Primary outcomes were post-treatment cancer-free rates,  in-field/out-of-field recurrence rates, and rates of conversion to radical  therapy. Secondary outcomes were related to functional status and adverse events.  RESULTS: Numerous focal therapies were identified with clinical data including  high-intensity focused ultrasound, transurethral ultrasound ablation, focal laser  ablation, focal cryotherapy, irreversible electroporation, and photodynamic  therapy. Recurrence rates among all technologies were low to moderate (0-51%) and  rates of freedom from radical treatment were highly variable (46-98%). Rates of  erectile dysfunction and incontinence generally ranged from 0 to 44% and 0 to  12%, respectively, with variability between focal therapy modalities. Caution  should be exercised when comparing studies as outcomes are strongly associated  with patient selection. No individual focal therapy is currently recommended by  society guidelines. Randomized controlled trials are ongoing in search of a  standard of care. CONCLUSION: For localized MRI-visible prostate cancer, early  clinical trial data demonstrate that focal therapy can provide good to moderate  cancer control while having preferable side effect profiles compared to  whole-gland treatments. While current studies do not make head-to-head  comparisons between technologies, early data suggest a potential for these  technologies to provide adequate cancer control in a well-selected patient  population. The oncologic outcomes of some focal therapies appear promising;  however, longer-term follow-up data are needed to assess the durability of early  outcomes.","2023-06","2024-03-06 17:04:38","2024-03-06T17:04:38Z","","218-227","","2","26","","Prostate Cancer Prostatic Dis","","","","","","","","eng","© 2022. The Author(s), under exclusive licence to Springer Nature Limited.","","","","","","Place: England PMID: 35246609","","","","*Erectile Dysfunction/etiology; *Multiparametric Magnetic Resonance Imaging; *Prostatic Neoplasms/diagnostic imaging/therapy; Cryotherapy; Humans; Male; Prostate/pathology; Treatment Outcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R93JDQJL","journalArticle","2023","Delgado, Sagid; Curiel, Laura; Li, Siyun; Pichardo, Samuel","Higher harmonics dynamic focalization in single-element ring transducers using biaxial driving.","Ultrasonics","","1874-9968 0041-624X","10.1016/j.ultras.2023.107051","","Biaxial driving is a new driving technique that allows the steering of the ultrasound field generated by a single-element piezoceramic transducer. Because  of their natural axisymmetric geometry, ultrasound generation with ring  transducers can take advantage of the biaxial driving to change the focus of the  beam generated by this type of transducer using only two driving signals. In this  study, we applied the biaxial driving technique into a single-element PZT ring  transducer operating at 500 kHz to produce a change in size and position of the  focal spot while using the 1st (482 kHz), 3rd (1.362 MHz) and 5th (2.62 MHz)  harmonic excitation. The transducer had a thickness of 2.85 mm, an inner diameter  of 9.75 mm and a ring width of 2.0 mm, and two pairs of electrodes as required  for biaxial driving. Simulation and experimental results showed that both the  focal area and the distance at which the focal area centre was located changed as  a function of the phase and power difference between the two driving signals.  Experimental results showed that the focal area could be reduced from 31.6 mm(2)  (conventional driving) to 3.4 mm(2) (89 % reduction) when using the first  harmonic excitation. For the third harmonic, the focal area could be reduced from  4.0 mm(2) (conventional driving) to 3.3 mm(2) (17.5 % reduction). For the fifth  harmonic, the focal area could be reduced from 1.7 mm(2) (conventional driving)  to 1 mm(2) (41.7 % reduction). Results also demonstrated the centre of the focus  could be displaced between 3.0 mm and 9.3 mm from the surface of the transducer  when using the first harmonic, between 7.3 mm and 8.4 mm at the third harmonic,  and between 4.9 mm and 8.2 mm at the fifth harmonic. The reduction in the focus  area, as well as the possibility to displace the focus dynamically will be  advantageous for preclinical applications of focused ultrasound, especially on  drug delivery and neuromodulation studies in small rodents.","2023-08","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","107051","","","133","","Ultrasonics","","","","","","","","eng","Copyright © 2023 Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 37276698","","","","Ferroelectricity; Focusing; Steering; Transducers; Ultrasound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IE6PWMNJ","journalArticle","2023","Antoniou, Anastasia; Stavrou, Marios; Evripidou, Nikolas; Georgiou, Elena; Kousiappa, Ioanna; Koupparis, Andreas; Papacostas, Savvas S.; Kleopa, Kleopas A.; Damianou, Christakis","FUS-mediated blood-brain barrier disruption for delivering anti-Aβ antibodies in 5XFAD Alzheimer's disease mice.","Journal of ultrasound","","1876-7931","10.1007/s40477-023-00805-4","","PURPOSE: Amyloid-β (Aβ) peptides, the main component of amyloid plaques found in the Alzheimer's disease (AD) brain, are implicated in its pathogenesis, and are  considered a key target in AD therapeutics. We herein propose a reliable strategy  for non-invasively delivering a specific anti-Aβ antibody in a mouse model of AD  by microbubbles-enhanced Focused Ultrasound (FUS)-mediated Blood-brain barrier  disruption (BBBD), using a simple single stage MR-compatible positioning device.  METHODS: The initial experimental work involved wild-type mice and was devoted to  selecting the sonication protocol for efficient and safe BBBD. Pulsed FUS was  applied using a single-element FUS transducer of 1 MHz (80 mm radius of curvature  and 50 mm diameter). The success and extent of BBBD were assessed by Evans Blue  extravasation and brain damage by hematoxylin and eosin staining. 5XFAD mice were  divided into different subgroups; control (n = 1), FUS + MBs alone (n = 5),  antibody alone (n = 5), and FUS + antibody combined (n = 10). The changes in  antibody deposition among groups were determined by immunohistochemistry.  RESULTS: It was confirmed that the antibody could not normally enter the brain  parenchyma. A single treatment with MBs-enhanced pulsed FUS using the optimized  protocol (1 MHz, 0.5 MPa in-situ pressure, 10 ms bursts, 1% duty factor, 100 s  duration) transiently disrupted the BBB allowing for non-invasive antibody  delivery to amyloid plaques within the sonicated brain regions. This was  consistently reproduced in ten mice. CONCLUSION: These preliminary findings  should be confirmed by longer-term studies examining the antibody effects on  plaque clearance and cognitive benefit to hold promise for developing  disease-modifying anti-Aβ therapeutics for clinical use.","2023-07-29","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","","","","","","J Ultrasound","","","","","","","","eng","© 2023. The Author(s).","","","","","","Place: Italy PMID: 37516718","","","","Alzheimer’s disease; Anti-Αβ; Antibody; BBB; Mice; Ultrasound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CLYLUGN","journalArticle","2023","Brinker, Spencer T.; Yoon, Kyungho; Benveniste, Helene","Global sonication of the human intracranial space via a jumbo planar transducer.","Ultrasonics","","1874-9968 0041-624X","10.1016/j.ultras.2023.107062","","Contrary to conditioning a Focused Ultrasound (FUS) beam to sonicate a localized region of the human brain, the goal of this investigation was to explore the  prospect of distributing homogeneous ultrasound energy over the entire brain  space with a large cranium-wide ultrasound beam. Recent ultrasound preclincal  studies utilizing large or whole brain stimulation regions create a demand for  expanding the treatment envelope of transcranial pulsed-low intensity ultrasound  towards Global Brain Sonication (GBS) for potential human investigation. Here, we  conduct ultrasound field characterizations when transmitting pulsed ultrasound  through human skull specimens using a 1-3 piezocomposite planar transducer  operating at 464 kHz with an active single-element surface of 30 × 30 cm. Through  computational simulation and hydrophone scanning methodology, ultrasound wave  behavior and dose homogeneity in the brain space were evaluated under various  trajectories of sonication using the planar transducer. Clinically relevant pulse  parameters used for transcranial therapeutic ultrasound applications were used in  the experiments. Simulations and empirical testing revealed that dose homogeneity  and acoustic intensity over the brain space are influenced by sonication  trajectory, skull lens effects, and acoustic wave reflections. The transducer can  emit a spatial peak pulse average intensity of 4.03 W/cm(2) (0.24 MPa) measured  in the free-field at 464 kHz with electrical power of 1 kW. The simulation showed  that approximately 99 % of the cranial volume was exposed with <30 % of the  maximum external acoustic intensity being transmitted into the skull. The  transmission loss across all sonication trajectories is similar to previously  reported FUS studies. A marker for GBS dose homogeneity is introduced to score  the ultrasound pressure field uniformity in the intracranial space. Results of  this study identify the initial challenges of exposing the entire human brain  space with ultrasound using a large cranium-wide sonication beam intended for  global brain therapeutic modulation.","2023-09","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","107062","","","134","","Ultrasonics","","","","","","","","eng","Copyright © 2023 Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 37343366","","","","*Sonication/methods; *Ultrasonic Therapy/methods; Brain/diagnostic imaging; Dose homogeneity; Global brain ultrasound; Human intracranial space; Humans; Noninvasive; Planar transducer; Skull/diagnostic imaging; Transcranial; Transducers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZM5V27A","journalArticle","2023","Rubino, Antonio; Peck, Marcus; Miller, Ashley; Edmiston, Thomas; Klein, Andrew A.; Orme, Robert; Sankar, Vinoth; Fletcher, Nick; O'Keeffe, Niall; Skinner, Henry","Focused transoesophageal TOE (fTOE): A new accreditation pathway.","Journal of the Intensive Care Society","","1751-1437 2057-360X","10.1177/17511437231173350","","The concept of a focused ultrasound study to identify sources of haemodynamic instability has revolutionized patient care. Point-of-care ultrasound (POCUS)  using transthoracic scanning protocols, such as FUSIC Heart, has empowered  non-cardiologists to rapidly identify and treat the major causes of haemodynamic  instability. There are, however, circumstances when a transoesphageal, rather  than transthoracic approach, may be preferrable. Due to the close anatomical  proximity between the oesophagus, stomach and heart, a transoesphageal  echocardiogram (TOE) can potentially overcome many of the limitations encountered  in patients with poor transthoracic ultrasound windows. These are typically  patients with severe obesity, chest wall injuries, inability to lie in the left  lateral decubitus position and those receiving high levels of positive airway  pressure. In 2022, to provide all acute care practitioners with the opportunity  to acquire competency in focused TOE, the Intensive Care Society (ICS) and  Association of Anaesthetists (AA) launched a new accreditation pathway, known as  Focused Transoesophageal Echo (fTOE). The aim of fTOE is to provide the  practitioner with the necessary information to identify the aetiology of  haemodynamic instability. Focused TOE can be taught in a shorter period of time  than comprehensive and teaching programmes are achievable with support from  cardiothoracic anaesthetists, intensivists and cardiologists. Registration for  fTOE accreditation requires registration via the ICS website. Learning material  include theoretical modules, clinical cases and multiple-choice questions. Fifty  fTOE examinations are required for the logbook, and these must cover a range of  pathology, including ventricular dysfunction, pericardial effusion, tamponade,  pleural effusion and low preload. The final practical assessment may be  undertaken when the supervisors deem the candidate's knowledge and skills  consistent with that required for independent practice. After the practitioner  has been accredited in fTOE, they must maintain knowledge and competence through  relevant continuing medical education. Accreditation in fTOE represents a joint  venture between the ICS and AA and is endorsed by Association of Cardiothoracic  Anaesthesia and Critical care (ACTACC). The process is led by TOE experts, and  represents a valuable expansion in the armamentarium of acute care practitioners  to assess haemodynamically unstable patients.","2023-11","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","419-426","","4","24","","J Intensive Care Soc","","","","","","","","eng","© The Intensive Care Society 2023.","","","","","","Place: England PMID: 37841296  PMCID: PMC10572472","","","","Focused; echocardiography; intensive care; intraoperative; transoesophageal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBVIUYHA","journalArticle","2023","Kim, Yongheon; Yu, Hyunseon; An, Sunghwan; Ha, Donghoon; Jung, Byungjo","Handheld microfocused ultrasound device for facial lifting: A preliminary study of ULTIGHT.","Journal of cosmetic dermatology","","1473-2165 1473-2130","10.1111/jocd.15813","","OBJECTIVE: Although focused ultrasound modalities have achieved positive clinical results in noninvasive skin rejuvenation, they presented various side effects and  particularly severe pain during treatment. This study introduces a microfocused  ultrasound (MFU) device, ULTIGHT, to overcome the severe pain issue, providing  quasi-facial lifting. MATERIALS AND METHODS: Transducer surface was imaged with a  scanning electron microscope. The energies of four treatment cartridges were  measured using an ultrasound power meter. In vitro experiments were performed to  quantitatively evaluate the MFU thermal zones (MFUTZs) and treatment line (TL) of  10 MFUTZs. Ex vivo experiments were performed to evaluate the MFUTZs and  temperature rise in tissue. Clinical trials using eight volunteers were performed  to qualitatively evaluate facial lifting. RESULTS: The MFU transducer clearly  showed a smooth and no air gap surface. ULTIGHT produced 10 discrete MFUTZs in a  TL of length 10 mm. In ex vivo tissue, discrete linear MFUTZs were clearly  observed at lower number of TLs; however, they started to aggregate at higher  number of TLs. The temperature rise was linearly increased as a function of the  number of treatments. A single MFUTZ resulted in a temperature rise of 3°C-10°C  that could cause hyperthermia for body temperature. In the clinical trials, the  volunteers showed quasi-facial lifting right after treatment on the lower facial  region. CONCLUSIONS: ULTIGHT provides relatively low energy, which may be  advantageous or disadvantageous depending on clinical applications. Additionally,  it has the advantage of being pain-free even without anesthetic during treatment,  providing quasi-facial lifting right after treatment.","2023-11","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","2982-2988","","11","22","","J Cosmet Dermatol","","","","","","","","eng","© 2023 The Authors. Journal of Cosmetic Dermatology published by Wiley Periodicals LLC.","","","","","","Place: England PMID: 37183576","","","","facial lifting; hyperthermia; microfocused ultrasound; thermal coagulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EBZBBGZ9","journalArticle","2023","Vince, Jonathan; Lewis, Andrew; Stride, Eleanor","High-Speed Imaging of Microsphere Transport by Cavitation Activity in a Tissue-Mimicking Phantom.","Ultrasound in medicine & biology","","1879-291X 0301-5629","10.1016/j.ultrasmedbio.2023.01.025","","OBJECTIVE: Ultrasound-mediated cavitation has been harnessed to improve the delivery of various therapeutics, including the extravasation of small molecule  drugs and nanoparticles (<1 µm) into soft tissue. This study investigated whether  cavitation could also enhance the extravasation of larger (>10 µm) therapeutic  particles, representative of radio- or chemo-embolic particles, in a  tissue-mimicking phantom. METHODS: High-speed (10(3)-10(6) frames/s) optical  imaging was used to observe the motion of glass microspheres with diameters of  15-32 or 105-107 µm in an agar phantom under exposure to high-intensity focused  ultrasound (0.5 MHz) at a range of peak negative pressures (1.9-2.8 MPa) in the  presence of SonoVue microbubbles. RESULTS: In contrast to the microstreaming  reported to be responsible for nanoparticle transport, the formation and  translation of bubble clouds were found to be primarily responsible for the  motion of glass microspheres. The bubble clouds were seen both to create channels  in the phantom and to travel along them under the action of primary acoustic  radiation force, either propelling or entraining microspheres with them.  Collisions between microspheres were also seen to promote cloud formation and  cavitation activity. CONCLUSION: Ultrasound-mediated cavitation can promote the  transport of solid microparticles in tissue-mimicking material. Further work is  needed to understand the influence of tissue mechanical properties and ultrasound  exposure parameters on the extent and uniformity of particle distribution that  can be achieved.","2023-06","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","1415-1421","","6","49","","Ultrasound Med Biol","","","","","","","","eng","Copyright © 2023 The Authors. Published by Elsevier Inc. All rights reserved.","","","","","","Place: England PMID: 36931999","","","","*Microbubbles; Cavitation; Embolic microspheres; Extravasation; High-speed imaging; Microspheres; Phantoms, Imaging; Therapeutic ultrasound; Ultrasonography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y53LCB4P","journalArticle","2023","Ya, Zhen; Guo, Shifang; Li, Yan; Zhu, Mingting; Zhang, Lei; Zong, Yujin; Wan, Mingxi","Focused acoustic vortex-mediated sonochemotherapy for the amplification of immunogenic cell death combined with checkpoint blockade to potentiate cancer  immunotherapy.","Biomaterials","","1878-5905 0142-9612","10.1016/j.biomaterials.2023.122278","","Sonodynamic therapy (SDT) as an auxiliary modality of cancer immunotherapy enhances systemic anti-tumor immunity. However, the efficiency of SDT-mediated  immunotherapy based on conventional focused ultrasound (FUS) is restricted by the  tiny focal region of FUS. Focused acoustic vortex (FAV) possessing a larger focal  region, can induce stronger cavitation and thermal effects than FUS with the same  parameters, having the potential to overcome this issue. This research  investigated the feasibility of FAV-mediated sonochemotherapy combined with the  immune checkpoint blockade (ICB) to reshape immunosuppressive tumor  microenvironment (TME), inhibit tumor growth and lung metastasis. Sonosensitizer  chlorin e6 (Ce6) and chemotherapeutic agent doxorubicin (Dox) were co-loaded into  microbubble-liposome complex to compose Ce6/Dox@Lip@MBs (CDLM) for ""all-in-one""  synergistic sonochemotherapy, whose main components were clinical approved.  FAV-activated CDLM significantly enriched immunogenic cell death (ICD) inducers  in tumors and amplified ICD of cancer cells compared with FUS-activated CDLM.  Furthermore, the amplified-ICD combined with ICB increased the infiltration of  cytotoxic T lymphocytes and natural killer cells, polarized M2 macrophages to M1  macrophages, and decreased regulatory T cells. This study provides a  multifunctional strategy for enriching ICD inducers in tumors and amplifying ICD  to ameliorate immunosuppressive TME and potentiate systemic anti-tumor immunity.","2023-10","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","122278","","","301","","Biomaterials","","","","","","","","eng","Copyright © 2023 Elsevier Ltd. All rights reserved.","","","","","","Place: Netherlands PMID: 37598439","","","","*Immunogenic Cell Death; *Neoplasms/therapy; Acoustics; Doxorubicin; Focused acoustic vortex; Immune checkpoint blockade; Immunogenic cell death; Immunosuppressive Agents; Immunotherapy; Sonochemotherapy; Systemic immunity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNSZVJ7E","journalArticle","2023","Liu, Xiang; Kalva, Sandeep Kumar; Lafci, Berkan; Nozdriukhin, Daniil; Deán-Ben, Xosé Luís; Razansky, Daniel","Full-view LED-based optoacoustic tomography.","Photoacoustics","","2213-5979","10.1016/j.pacs.2023.100521","","Optoacoustic tomography is commonly performed with bulky and expensive short-pulsed solid-state lasers providing high per-pulse energies in the  millijoule range. Light emitting diodes (LEDs) represent a cost-effective and  portable alternative for optoacoustic signal excitation that can additionally  provide excellent pulse-to-pulse stability. Herein, we introduce a full-view  LED-based optoacoustic tomography (FLOAT) system for deep tissue in vivo imaging.  It is based on a custom-made electronic unit driving a stacked array of LEDs,  which attains 100 ns pulse width and highly stable (0.62 % standard deviation)  total per-pulse energy of 0.48 mJ. The illumination source is integrated into a  circular array of cylindrically-focused ultrasound detection elements to result  in a full-view tomographic configuration, which plays a critical role in  circumventing limited-view effects, enhancing the effective field-of-view and  image quality for cross-sectional (2D) imaging. We characterized the FLOAT  performance in terms of pulse width, power stability, excitation light  distribution, signal-to-noise and penetration depth. FLOAT of the human finger  revealed a comparable imaging performance to that achieved with the standard  pulsed Nd:YAG laser. It is anticipated that this compact, affordable and  versatile illumination technology will facilitate optoacoustic imaging  developments in resource-limited settings for biological and clinical  applications.","2023-06","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","100521","","","31","","Photoacoustics","","","","","","","","eng","© 2023 The Authors.","","","","","","Place: Germany PMID: 37342502  PMCID: PMC10277581","","","","Laser; Light emitting diode; Low-cost light sources; Optoacoustic/photoacoustic tomography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
