"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IZ68NNN3","journalArticle","2022","Byra, Michal; Klimonda, Ziemowit; Kruglenko, Eleonora; Gambin, Barbara","Unsupervised deep learning based approach to temperature monitoring in focused ultrasound treatment.","Ultrasonics","","1874-9968 0041-624X","10.1016/j.ultras.2022.106689","","Temperature monitoring in ultrasound (US) imaging is important for various medical treatments, such as high-intensity focused US (HIFU) therapy or  hyperthermia. In this work, we present a deep learning based approach to  temperature monitoring based on radio-frequency (RF) US data. We used Siamese  neural networks in an unsupervised way to spatially compare RF data collected at  different time points of the heating process. The Siamese model consisted of two  identical networks initially trained on a large set of simulated RF data to  assess tissue backscattering properties. To illustrate our approach, we  experimented with a tissue-mimicking phantom and an ex-vivo tissue sample, which  were both heated with a HIFU transducer. During the experiments, we collected RF  data with a regular US scanner. To determine spatiotemporal variations in  temperature distribution within the samples, we extracted small 2D patches of RF  data and compared them with the Siamese network. Our method achieved good  performance in determining the spatiotemporal distribution of temperature during  heating. Compared with the temperature monitoring based on the change in  radio-frequency signal backscattered energy parameter, our method provided more  smooth spatial parametric maps and did not generate ripple artifacts. The  proposed approach, when fully developed, might be used for US based temperature  monitoring of tissues.","2022-05","2024-03-06 17:08:21","2024-03-06T17:08:21Z","","106689","","","122","","Ultrasonics","","","","","","","","eng","Copyright © 2022 Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 35134653","","","","*Deep Learning; *High-Intensity Focused Ultrasound Ablation; Animals; Deep learning; High intensity ultrasound; In Vitro Techniques; Swine; Temperature monitoring; Thermometry/*methods; Transducers; Transfer learning; Ultrasound imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39LL5ZAR","journalArticle","2022","Zhuo, Junqi; Gill, Jeffrey P.; Jansen, E. Duco; Jenkins, Michael W.; Chiel, Hillel J.","Use of an invertebrate animal model (Aplysia californica) to develop novel neural interfaces for neuromodulation.","Frontiers in neuroscience","","1662-4548 1662-453X","10.3389/fnins.2022.1080027","","New tools for monitoring and manipulating neural activity have been developed with steadily improving functionality, specificity, and reliability, which are  critical both for mapping neural circuits and treating neurological diseases.  This review focuses on the use of an invertebrate animal, the marine mollusk  Aplysia californica, in the development of novel neurotechniques. We review the  basic physiological properties of Aplysia neurons and discuss the specific  aspects that make it advantageous for developing novel neural interfaces: First,  Aplysia nerves consist only of unmyelinated axons with various diameters,  providing a particularly useful model of the unmyelinated C fibers in vertebrates  that are known to carry important sensory information, including those that  signal pain. Second, Aplysia's neural tissues can last for a long period in an ex  vivo experimental setup. This allows comprehensive tests such as the exploration  of parameter space on the same nerve to avoid variability between animals and  minimize animal use. Third, nerves in large Aplysia can be many centimeters in  length, making it possible to easily discriminate axons with different diameters  based on their conduction velocities. Aplysia nerves are a particularly good  approximation of the unmyelinated C fibers, which are hard to stimulate, record,  and differentiate from other nerve fibers in vertebrate animal models using  epineural electrodes. Fourth, neurons in Aplysia are large, uniquely  identifiable, and electrically compact. For decades, researchers have used  Aplysia for the development of many novel neurotechnologies. Examples include  high-frequency alternating current (HFAC), focused ultrasound (FUS), optical  neural stimulation, recording, and inhibition, microelectrode arrays, diamond  electrodes, carbon fiber microelectrodes, microscopic magnetic stimulation and  magnetic resonance electrical impedance tomography (MREIT). We also review a  specific example that illustrates the power of Aplysia for accelerating  technology development: selective infrared neural inhibition of small-diameter  unmyelinated axons, which may lead to a translationally useful treatment in the  future. Generally, Aplysia is suitable for testing modalities whose mechanism  involves basic biophysics that is likely to be similar across species. As a  tractable experimental system, Aplysia californica can help the rapid development  of novel neuromodulation technologies.","2022","2024-03-06 16:55:22","2024-03-06T16:55:22Z","","1080027","","","16","","Front Neurosci","","","","","","","","eng","Copyright © 2022 Zhuo, Gill, Jansen, Jenkins and Chiel.","","","","","","Place: Switzerland PMID: 36620467  PMCID: PMC9813496","","","","Aplysia; infrared neural inhibition; infrared neural modulation; infrared neural stimulation; neuromodulation; small-diameter axon block; thermal inhibition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M5K48ZSD","journalArticle","2022","Lin, Yenpo; Wu, Ren-Chin; Huang, Yen-Ling; Chen, Kueian; Tseng, Shu-Chi; Wang, Chin-Jung; Chao, Angel; Lai, Chyong-Huey; Lin, Gigin","Uterine fibroid-like tumors: spectrum of MR imaging findings and their differential diagnosis.","Abdominal radiology (New York)","","2366-0058","10.1007/s00261-022-03431-6","","Uterine leiomyoma, also known as uterine fibroid, is the most common gynecological tumor, affecting almost 80% of women at some point during their  lives. In the same time, other fibroid-like tumors have similar clinical  presentations and about 0.5% of resected tumors of which were presumed benign  fibroids in the preoperative diagnosis revealed as malignant sarcomas in the  final histopathological examination. Amid the emergence of nonsurgical or  minimally invasive procedures for symptomatic benign uterine fibroids, such as  uterine artery embolization, high-intensity-focused ultrasound, or laparoscopic  myomectomy, the preoperative diagnosis of uterine tumors through imaging becomes  all the more relevant. Preoperative tissue sampling is challenging because of the  variable location of the myometrial mass; thus, the preoperative evaluation of  size and location is increasingly performed through magnetic resonance imaging.  Features in images might also be useful for examining the full spectrum of such  growths, from benign fibroids to neoplasms of uncertain behavior and malignant  sarcomas. Benign fibroids include usual-type leiomyomas, myomas with  degeneration, and mitotically active leiomyomas. Neoplasms of uncertain behavior  include smooth muscle tumors of uncertain malignant potential, leiomyomas with  bizarre nuclei, and cellular leiomyomas. Malignant sarcomas comprise  leiomyosarcomas, endometrial stromal sarcomas, adenosarcomas, and  carcinosarcomas. The purpose of this article is to review the spectrum of MRI  findings of uterine fibroid-like tumors, from benign variants, uncertain behavior  to malignant sarcomas, and update the advanced imaging modalities, including  diffusion-weighted imaging, positron emission tomography/computed tomography,  combining texture analysis and radiomics, to tackle this important issue.","2022-06","2024-03-06 16:55:22","2024-03-06T16:55:22Z","","2197-2208","","6","47","","Abdom Radiol (NY)","","","","","","","","eng","© 2022. The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","","","","","","Place: United States PMID: 35347386","","","","*Endometrial Neoplasms; *Leiomyoma/diagnostic imaging/pathology; *Sarcoma; *Uterine Neoplasms/diagnostic imaging/pathology; Diagnosis, Differential; Female; Humans; Leiomyomas; Leiomyosarcomas; Magnetic Resonance Imaging/methods; Magnetic resonance imaging; Uterine neoplasms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSPTPLYP","journalArticle","2022","Maguire, Melissa Jane","Wired for sound: The effect of sound on the epileptic brain.","Seizure","","1532-2688 1059-1311","10.1016/j.seizure.2022.09.016","","Sound waves are all around us resonating at audible and inaudible frequencies. Our ability to hear is crucial in providing information and enabling interaction  with our environment. The human brain generates neural oscillations or brainwaves  through synchronised electrical impulses. In epilepsy these brainwaves can change  and form rhythmic bursts of abnormal activity outwardly appearing as seizures.  When two waveforms meet, they can superimpose onto one another forming  constructive, destructive or mixed interference. The effects of audible  soundwaves on epileptic brainwaves has been largely explored with music. The  Mozart Sonata for Two Pianos in D major, K. 448 has been examined in a number of  studies where significant clinical and methodological heterogeneity exists. These  studies report variable reductions in seizures and interictal epileptiform  discharges. Treatment effects of Mozart Piano Sonata in C Major, K.545 and other  composer interventions have been examined with some musical exposures, for  example Hayden's Symphony No. 94 appearing pro-epileptic. The underlying  anti-epileptic mechanism of Mozart music is currently unknown, but interesting  research is moving away from dopamine reward system theories to computational  analysis of specific auditory parameters. In the last decade several studies have  examined inaudible low intensity focused ultrasound as a neuro-modulatory  intervention in focal epilepsy. Whilst acute and chronic epilepsy rodent model  studies have consistently demonstrated an anti-epileptic treatment effect this is  yet to be reported within large scale human trials. Inaudible infrasound is of  concern since at present there are no reported studies on the effects of exposure  to infrasound on epilepsy. Understanding the impact of infrasound on epilepsy is  critical in an era where sustainable energies are likely to increase exposure.","2022-11","2024-03-06 16:55:22","2024-03-06T16:55:22Z","","22-31","","","102","","Seizure","","","","","","","","eng","Copyright © 2022. Published by Elsevier Ltd.","","","","","","Place: England PMID: 36179456","","","","*Epilepsy/therapy; *Music Therapy; Acoustic Stimulation; Anticonvulsants; Auditory; Auditory Perception; Brain/diagnostic imaging; Electroencephalography; Epilepsy; Humans; Infrasound; Mozart; Music; Seizures; Sound; Ultrasound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9WCDDJNZ","journalArticle","2022","Shi, Shasha; Li, Huipu; Zheng, Xi; Lv, Lin; Liao, Shengtao; Lu, Peng; Liu, Maoxia; Zhao, Hongyun; Mei, Zhechuan","Visualization system based on hierarchical targeting for diagnosis and treatment of hepatocellular carcinoma.","Materials today. Bio","","2590-0064","10.1016/j.mtbio.2022.100398","","The accuracy and enrichment rate of targeted drugs largely determine the clinical diagnosis and treatment effect. Therefore, the accuracy and enrichment rate of  targeted drugs should be improved. We designed a visual diagnosis and treatment  system based on hierarchical targeting. It consists of multifunctional magnetic  nanoparticles and a bio magnetic material. Bio-magnet mediated primary targeting  can effectively improve the drug enrichment rate in the target tissue. SNF  peptide/epithelial cell adhesion molecule antibody mediated targeting liver  cancer stem cells (LCSCs) (secondary target) can improve the accuracy of the  treatment and its outcomes. Low intensity focused ultrasound irradiation can  explode nanoparticles around LCSCs, which can cause physical damage to cells. The  combination of released interferon gamma and its receptor (tertiary target) can  be used to initiate chemotherapy and immunotherapy. Using the optical properties  of Fe(3)O(4) and the phase transformation ability of perfluoropentane, the system  can enhance photoacoustic and ultrasonic molecular imaging enabling diagnosis and  treatment visualization. Targeting LCSCs can accurately provide physical,  chemical, and immune treatment of Hepatocellular carcinoma, making the  therapeutic effect more effective and thorough. This system may provide a new  method for a more accurate visual diagnosis and treatment of tumors.","2022-12","2024-03-06 16:55:22","2024-03-06T16:55:22Z","","100398","","","16","","Mater Today Bio","","","","","","","","eng","© 2022 The Authors.","","","","","","Place: England PMID: 36081579  PMCID: PMC9445383","","","","Hepatocellular carcinoma; Hierarchical targeting; Magnet; Visual system","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VNNJBBMY","journalArticle","2022","Laughlin-Tommaso, Shannon K.; Gorny, Krzysztof R.; Hesley, Gina K.; Vaughan, Lisa E.; Woodrum, David A.; Lemens, Maureen A.; Stewart, Elizabeth A.","Uterine and Fibroid Imaging Analysis from the FIRSTT Study.","Journal of women's health (2002)","","1931-843X 1540-9996","10.1089/jwh.2020.8892","","Background: Women with uterine fibroids often seek uterine-preserving treatments, rather than hysterectomy. Imaging-defined endpoints following nonsurgical  treatments for fibroids are limited. Materials and Methods: Fibroid  Interventions: Reducing Symptoms Today and Tomorrow (FIRSTT), a randomized  controlled trial of uterine artery embolization (UAE) versus magnetic resonance  imaging-guided focused ultrasound surgery (MRgFUS), enrolled premenopausal women  with symptomatic uterine fibroids. In this subanalysis, we report imaging results  up to 36 months after UAE or MRgFUS. Magnetic resonance imaging (MRI) was  performed at baseline for all women and during the 36 months after treatment if  they did not meet other study endpoints. The main outcome of this subanalysis was  fibroid volume reduction (defined both in terms of total fibroid load and volume  of the largest fibroid), uterine volume reduction, and nonperfused volume.  Results: During 2010-2014, 25 of the 37 women who were randomized and treated at  Mayo Clinic had a 24-month follow-up MRI (11 UAE; 14 MRgFUS); among these women,  15 (7 UAE and 8 MRgFUS) had a 36-month follow-up MRI. Average age for the cohort  was 44.1 (standard deviation, SD = 4.4) years. Nine patients had a second fibroid  procedure by 36 months (seven in the MRgFUS arm and two in UAE arm). Median total  fibroid load reduction was ∼50% in both treatment arms at both 24- and 36-month  follow-up. Volume of the largest fibroid decreased more in the MRgFUS arm,  whereas uterine volume decreased more in the UAE arm (neither reached statistical  significance). At 24 months, median nonperfused volume was higher in the UAE arm  (92%) than the MRgFUS arm (10%). Conclusions: Similar fibroid volume reduction  was seen for the MRgFUS and UAE treatments in this comparative effectiveness  study. Nonperfused volume 24 months after the procedure was higher in the UAE arm  than in the MRgFUS arm. Clinical Trial Registration Number: NCT00995878,  clinicaltrials.gov.","2022-04","2024-03-06 16:55:22","2024-03-06T16:55:22Z","","546-554","","4","31","","J Womens Health (Larchmt)","","","","","","","","eng","","","","","","","Place: United States PMID: 34242085  PMCID: PMC9063146","","","","*Leiomyoma/diagnostic imaging/pathology/therapy; *Uterine Artery Embolization/methods; *Uterine Neoplasms/diagnostic imaging/pathology/therapy; Adult; Female; Humans; Hysterectomy; Male; Treatment Outcome; focused ultrasound; leiomyoma; magnetic resonance imaging; randomized controlled trial; uterine artery embolization; uterine fibroid","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JWDWJURU","journalArticle","2022","Szewczyk, Benjamin; Tarasek, Matthew; Campwala, Zahabiya; Trowbridge, Rachel; Zhao, Zhanyue; Johansen, Phillip M.; Olmsted, Zachary; Bhushan, Chitresh; Fiveland, Eric; Ghoshal, Goutam; Heffter, Tamas; Tavakkolmoghaddam, Farid; Bales, Charles; Wang, Yang; Rajamani, Dhruv Kool; Gandomi, Katie; Nycz, Christopher; Jeannotte, Erin; Mane, Shweta; Nalwalk, Julia; Burdette, E. Clif; Fischer, Gregory; Yeo, Desmond; Qian, Jiang; Pilitsis, Julie","What happens to brain outside the thermal ablation zones? An assessment of needle-based therapeutic ultrasound in survival swine.","International journal of hyperthermia : the official journal of European Society for Hyperthermic Oncology, North American Hyperthermia Group","","1464-5157 0265-6736","10.1080/02656736.2022.2126901","","BACKGROUND: In stereotactic radiosurgery, isodose lines must be considered to determine how surrounding tissue is affected. In thermal ablative therapy, such  as laser interstitial thermal therapy (LITT), transcranial MR-guided focused  ultrasound (tcMRgFUS), and needle-based therapeutic ultrasound (NBTU), how the  surrounding area is affected has not been well studied. OBJECTIVE: We aimed to  quantify the transition zone surrounding the ablation core created by magnetic  resonance-guided robotically-assisted (MRgRA) delivery of NBTU using multi-slice  volumetric 2-D magnetic resonance thermal imaging (MRTI) and subsequent  characterization of the resultant tissue damage using histopathologic analysis.  METHODS: Four swine underwent MRgRA NBTU using varying duration and wattage for  treatment delivery. Serial MRI images were obtained, and the most representative  were overlaid with isodose lines and compared to brain tissue acquired postmortem  which underwent histopathologic analysis. These results were also compared to  predicted volumes using a finite element analysis model. Contralateral brain  tissue was used for control data. RESULTS: Intraoperative MRTI thermal isodose  contours were characterized and comprehensively mapped to post-operative MRI  images and qualitatively compared with histological tissue sections postmortem.  NBTU 360° ablations induced smaller lesion volumes (33.19 mm(3); 120 s, 3 W;  30.05 mm(3), 180 s, 4 W) versus 180° ablations (77.20 mm(3), 120 s, 3 W;  109.29 mm(3); 180 s; 4 W). MRTI/MRI overlay demonstrated the lesion within the  proximal isodose lines. The ablation-zone was characterized by dense macrophage  infiltration and glial/neuronal loss as demonstrated by glial fibrillary acidic  protein (GFAP) and neurofilament (NF) absence and avid CD163 staining. The  transition-zone between lesion and normal brain demonstrated decreased macrophage  infiltration and measured ∼345 microns (n - 3). We did not detect overt  hemorrhages or signs of edema in the adjacent spared tissue. CONCLUSION: We  successfully performed MRgRA NBTU ablation in swine and demonstrated minimal  histologic changes extended past the ablation-zone. The lesion was characterized  by macrophage infiltration and glial/neuronal loss which decreased through the  transition-zone.","2022","2024-03-06 16:55:22","2024-03-06T16:55:22Z","","1283-1293","","1","39","","Int J Hyperthermia","","","","","","","","eng","","","","","","","Place: England PMID: 36162814","","","","*Brain/diagnostic imaging/surgery; *Ultrasonic Therapy; Animals; Brain metastases; Glial Fibrillary Acidic Protein; Liver; Magnetic Resonance Imaging/methods; Swine; focused ultrasound; histological analysis; magnetic resonance-guided robotically assisted delivery; needle-based therapeutic ultrasound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68GPBABX","journalArticle","2022","Wang, Sha; Duan, Hua; Zhang, Xiaoying; Li, Bohan","Uterine leiomyosarcoma diagnosis after treatment of presumed uterine fibroid with the high-intensity focused ultrasound: a case description.","Quantitative imaging in medicine and surgery","","2223-4292 2223-4306","10.21037/qims-21-814","","","2022-06","2024-03-06 16:55:22","2024-03-06T16:55:22Z","","3489-3494","","6","12","","Quant Imaging Med Surg","","","","","","","","eng","","","","","","","Place: China PMID: 35655813  PMCID: PMC9131339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"754ZGMVE","journalArticle","2022","Park, Jung-Woo; Choi, Hwa Yeon","Ventral hernia after high-intensity focused ultrasound ablation for uterine fibroids treatment: A case report.","World journal of clinical cases","","2307-8960","10.12998/wjcc.v10.i30.11204","","BACKGROUND: High-intensity focused ultrasound (HIFU) ablation is a minimally invasive approach in gynecology that is used to manage uterine fibroids. Although  this procedure is safe and effective, adverse outcomes are becoming a major  problem. CASE SUMMARY: We present a case of ventral hernia that occurred as a  rare and delayed complication of HIFU ablation for uterine fibroids treatment.  The patient came to the hospital with abdominal bloating that occurred 6 mo after  ultrasound-guided HIFU ablation for managing uterine fibroids. The ventral  hernia, which occurred due to atrophied muscle layers following the procedure,  was confirmed by imaging studies and intraoperative findings. She required a  hernia repair with mesh and hysterectomy for definitive treatment of uterine  fibroid. CONCLUSION: High-intensity ultrasound ablation should be performed only  on appropriate candidates. Patients should be educated about potential  complications of the procedure and the possibility of subsequent treatment.  Post-procedural long-term follow-up for detecting delayed adverse effects is  important.","2022-10-26","2024-03-06 16:55:22","2024-03-06T16:55:22Z","","11204-11209","","30","10","","World J Clin Cases","","","","","","","","eng","©The Author(s) 2022. Published by Baishideng Publishing Group Inc. All rights reserved.","","","","","","Place: United States PMID: 36338202  PMCID: PMC9631125","","","","Case report; Complication; Conservative treatment; High-intensity focused ultrasound ablation; Uterine fibroids; Ventral hernia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2GL7NNZ","journalArticle","2023","Adams-Tew, Samuel I.; Johnson, Sara; Odéen, Henrik; Parker, Dennis L.; Payne, Allison","Validation of a drift-corrected 3D MR temperature imaging sequence for breast MR-guided focused ultrasound treatments.","Magnetic resonance imaging","","1873-5894 0730-725X","10.1016/j.mri.2022.12.006","","Real-time temperature monitoring is critical to the success of thermally ablative therapies. This work validates a 3D thermometry sequence with k-space field drift  correction designed for use in magnetic resonance-guided focused ultrasound  treatments for breast cancer. Fiberoptic probes were embedded in tissue-mimicking  phantoms, and temperature change measurements from the probes were compared with  the magnetic resonance temperature imaging measurements following heating with  focused ultrasound. Precision and accuracy of measurements were also evaluated in  free-breathing healthy volunteers (N = 3) under a non-heating condition. MR  temperature measurements agreed closely with those of fiberoptic probes, with a  95% confidence interval of measurement difference from -2.0 °C to 1.4 °C. Field  drift-corrected measurements in vivo had a precision of 1.1 ± 0.7 °C and were  accurate within 1.3 ± 0.9 °C across the three volunteers. The field drift  correction method improved precision and accuracy by an average of 46 and 42%,  respectively, when compared to the uncorrected data. This temperature imaging  sequence can provide accurate measurements of temperature change in aqueous  tissues in the breast and support the use of this sequence in clinical  investigations of focused ultrasound treatments for breast cancer.","2023-02","2024-03-06 16:55:22","2024-03-06T16:55:22Z","","126-134","","","96","","Magn Reson Imaging","","","","","","","","eng","Copyright © 2022 Elsevier Inc. All rights reserved.","","","","","","Place: Netherlands PMID: 36496098  PMCID: PMC9810259","","","","*Breast Neoplasms/diagnostic imaging/therapy; *High-Intensity Focused Ultrasound Ablation/methods; *Thermometry/methods; Breast cancer; Breast/diagnostic imaging; Drift correction; Female; Humans; Magnetic Resonance Imaging/methods; Magnetic resonance guided focused ultrasound; Magnetic resonance thermometry; Phantoms, Imaging; Temperature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
