"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"24L8S976","journalArticle","2023","Hinkson, Larry; Ande Ruan, Vanessa; Schauer, Madeleine; Gebert, Pimrapat; Tutschek, Boris; Henrich, Wolfgang","Undiagnosed uterine anomalies revealed by breech on ultrasound prior to external cephalic version - A chance to take a closer look.","European journal of obstetrics, gynecology, and reproductive biology","","1872-7654 0301-2115","10.1016/j.ejogrb.2023.05.041","","OBJECTIVE: Uterine anomalies (UA) occur in up to 6.7% of women. Breech is eight times more likely to occur with UA which may not be diagnosed prior to pregnancy  and may only be found in the third trimester with breech. The objective of the  study is to assess the prevalence of both already known and newly sonographically  diagnosed UA in breech from 36 weeks of gestation and its impact on external  cephalic version (ECV), delivery options and perinatal outcomes. STUDY DESIGN: We  recruited 469 women with breech at 36 weeks of gestation over a 2-year period at  the Charité University Hospital, Berlin. Ultrasound examination was performed to  rule out UA. Patients with known and newly 'de novo' diagnosed anomalies were  identified and delivery options and perinatal outcomes analyzed. RESULTS: The 'de  novo' diagnosis of UA at 36-37 weeks of pregnancy with breech was found to be  significantly higher compared to the diagnosis prior to pregnancy with 4.5% vs  1.5% (p < 0.001 and odds ratio 4 with 95% confidence interval 2.12-7.69).  Anomalies found included 53.6% bicornis unicollis, 39.3% subseptus, 3.6%  unicornis and 3.6% didelphys. A trial of vaginal breech delivery was successful  in 55.5% of cases when attempted. There were no successful ECVs. CONCLUSION:  Breech is a marker for uterine malformation. Diagnosis of UA with breech can be  up to four times improved with focused ultrasound screening in pregnancy even  from 36 weeks of gestation prior to ECV to identify missed anomalies. Timely  diagnosis aids antenatal care and delivery planning. Importantly, definitive  diagnosis and treatment can be planned postpartum to improve outcomes in future  pregnancies. ECV plays a limited role in selected cases.","2023-08","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","52-58","","","287","","Eur J Obstet Gynecol Reprod Biol","","","","","","","","eng","Copyright © 2023 Elsevier B.V. All rights reserved.","","","","","","Place: Ireland PMID: 37295344","","","","*Breech Presentation/diagnostic imaging/epidemiology/therapy; *Urogenital Abnormalities; *Version, Fetal; Breech; Delivery, Obstetric; External cephalic version; Female; Humans; Pregnancy; Ultrasound screening; Uterine anomalies; Uterus bicornis; Uterus subseptus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MQCX9W3A","journalArticle","2023","Figus, Michele; Palma, Alessandro; Covello, Giuseppe; Agnifili, Luca; Posarelli, Chiara","Ultrasound Cyclo Plasty in Patients with Open Angle Glaucoma and High Myopia.","Journal of glaucoma","","1536-481X 1057-0829","10.1097/IJG.0000000000002185","","PRCIS: Ultrasound cyclo plasty (UCP) using high-intensity focused ultrasound is an effective and safe procedure in lowering intraocular pressure (IOP) in  patients with glaucoma, even in those with high myopia. PURPOSE: This study aimed  to evaluate the efficacy and safety of UCP in glaucoma patients with high myopia.  MATERIALS AND METHODS: In this retrospective, single-center study, we enrolled 36  eyes divided into 2 groups based on axial length: group A (≥26.00 mm) and group B  (<26.00 mm). We collected data about visual acuity, Goldmann applanation  tonometry, biomicroscopy, and visual field before the procedure and at 1, 7, 30,  60, 90, 180, and 365 days after the procedure. RESULTS: Mean IOP significantly  decreased in both groups after treatment ( P <0.001). Mean IOP reduction from  baseline to the last visit was 9.8±6.6 mmHg (38.7%) in group A and 9.6±6.3 mmHg  (34.8%) in group B ( P <0.001). Mean IOP at the last visit was 15.8±4.1 mmHg in  the myopic group and 18.1±5.6 mmHg in the non-myopic one. Regarding the number of  IOP-lowering eyedrops being taken by our patients, statistically significant  differences were found between groups A and B neither at baseline (2.8±0.9 and  2.6±1.0; P =0.568) nor 1 year after the procedure (2.5±1.1 and 2.6±1.1; P  =0.762). No major complications occurred. All minor adverse events resolved  within a few days. CONCLUSION: UCP seems to be an effective and well-tolerated  strategy to lower IOP in glaucoma patients with high myopia.","2023-05-01","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","420-425","","5","32","","J Glaucoma","","","","","","","","eng","Copyright © 2023 Wolters Kluwer Health, Inc. All rights reserved.","","","","","","Place: United States PMID: 36795513","","","","*Glaucoma, Open-Angle/complications/diagnosis/surgery; *Glaucoma/surgery; *Myopia/complications/diagnosis/surgery; Ciliary Body/surgery; Humans; Intraocular Pressure; Retrospective Studies; Tonometry, Ocular; Treatment Outcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HWJ4JHBC","journalArticle","2023","Moradi Kashkooli, Farshad; Hornsby, Tyler K.; Kolios, Michael C.; Tavakkoli, Jahangir Jahan","Ultrasound-mediated nano-sized drug delivery systems for cancer treatment: Multi-scale and multi-physics computational modeling.","Wiley interdisciplinary reviews. Nanomedicine and nanobiotechnology","","1939-0041","10.1002/wnan.1913","","Computational modeling enables researchers to study and understand various complex biological phenomena in anticancer drug delivery systems (DDSs),  especially nano-sized DDSs (NSDDSs). The combination of NSDDSs and therapeutic  ultrasound (TUS), that is, focused ultrasound and low-intensity pulsed  ultrasound, has made significant progress in recent years, opening many  opportunities for cancer treatment. Multiple parameters require tuning and  optimization to develop effective DDSs, such as NSDDSs, in which mathematical  modeling can prove advantageous. In silico computational modeling of  ultrasound-responsive DDS typically involves a complex framework of acoustic  interactions, heat transfer, drug release from nanoparticles, fluid flow, mass  transport, and pharmacodynamic governing equations. Owing to the rapid  development of computational tools, modeling the different phenomena in  multi-scale complex problems involved in drug delivery to tumors has become  possible. In the present study, we present an in-depth review of recent advances  in the mathematical modeling of TUS-mediated DDSs for cancer treatment. A  detailed discussion is also provided on applying these computational models to  improve the clinical translation for applications in cancer treatment. This  article is categorized under: Nanotechnology Approaches to Biology > Nanoscale  Systems in Biology Therapeutic Approaches and Drug Discovery > Nanomedicine for  Oncologic Disease.","2023-07-20","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","e1913","","","","","Wiley Interdiscip Rev Nanomed Nanobiotechnol","","","","","","","","eng","© 2023 The Authors. WIREs Nanomedicine and Nanobiotechnology published by Wiley Periodicals LLC.","","","","","","Place: United States PMID: 37475577","","","","mathematical model of drug release kinetics from nanoparticles; multi-physics and multi-scale computational modeling; nano-sized drug delivery systems; solid tumor; therapeutic ultrasound; ultrasound-mediated drug delivery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YDUJI86G","journalArticle","2023","Kaiser, Ulrich; Dropco, Ivor; Reuthner, Kathrin; Ertl, Michael; Schlitt, Hans Jürgen; Herr, Wolfgang; Stroszczynski, Christian; Jung, Ernst Michael","Wireless handheld focused ultrasound in student teaching during the COVID-19 pandemic: Initial results of a pilot study1.","Clinical hemorheology and microcirculation","","1875-8622 1386-0291","10.3233/CH-229104","","OBJECTIVE: The study aim was to investigate the use of a novel device, the Vscan Air™, for rapidly and effectively performing ultrasound in student teaching  during the COVID-19 pandemic. MATERIAL AND METHODS: As part of the ultrasound  practical course with integrated hands-on activity required by the regular  medical curriculum, 100 medical students were instructed in the use of the Vscan  Air™, including duplex mode. They then evaluated the quality of the ultrasound  images obtained by the Vscan Air™ from previously selected organs. RESULTS: 100  students were interviewed (female n = 68, male n = 32; age >18 years n = 100).  The rated image quality never fell below a mean of 3 for the examined organs and  portal vein flow (liver 4,58; spleen 3,99; kidneys 4,29; aorta 4,16;  Douglas/rectovesical space 4,14; portal vein 4,43; pancreas 3,53; Focused  Assessment with Sonography for Trauma 4,38). Scores below 3 were found  sporadically in ultrasounds of the spleen (n = 4), kidneys (n = 3),  Douglas/rectovesical space (n = 2), and pancreas (n = 15). The liver was rated  the lowest for 59 ratings. The portal vein was evaluated in 68 cases. The hepatic  artery and hepatic veins could be also visualized in all 68 examinations. The  aorta was evaluated in 62 cases. CONCLUSION: The Vscan Air™ technology offered  adequate image quality and provided a new, fast and patient-oriented technique to  support continuous ultrasound examinations and education of students, especially  during a pandemic. Particularly noteworthy is the uncomplicated compliance with  the required high level of hygiene.","2023","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","297-305","","3","85","","Clin Hemorheol Microcirc","","","","","","","","eng","","","","","","","Place: Netherlands PMID: 36502312","","","","*COVID-19/diagnostic imaging/epidemiology; *Students, Medical; Adolescent; Curriculum; Female; Humans; Male; Pandemics; Ultrasonography; VScan Air; mobile ultrasound; student teaching; ultrasound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BSK5RM8L","journalArticle","2023","Guo, Xinmin; Lin, Jianru; Pan, Liwen; He, Kun; Huang, Zhihui; Chen, Jialin; Lin, Cuiyan; Zeng, Baohui; Luo, Sijia; Wang, Mengdie","Ultrasound-triggered release of miR-199a-3p from liposome nanobubbles for enhanced hepatocellular carcinoma treatment.","Artificial cells, nanomedicine, and biotechnology","","2169-141X 2169-1401","10.1080/21691401.2023.2268137","","This study was aimed to develop an efficient tumour-targeted liposome nanobubbles (LNBs) system using ultrasound-targeted nanobubble destruction for enhanced  release and transfection of miRNA-199a-3p in hepatocellular carcinoma (HCC)  therapy. The prepared LNBs comprised a polyethylene glycol-modified liposome  shell and a perfluoropentane (PFP) core. MiRNA-199a-3p was attached to the  nanocomposite surface via electrostatic adsorption, while RGD peptide  functionalized the LNBs surface for enhanced HCC cell targeting, namely  PFP@miR-RGD-LNBs. The LNBs were spherical with a narrow size distribution. The  gene-loaded LNBs effectively condensed miR-199a-3p and protected it from  enzymatic degradation. Low-intensity focused ultrasound (LIFU) promoted a fast  release of miR-199a-3p from the prepared LNBs, thereby enhancing therapeutic  effects. The combined application of PFP@miR-RGD-LNBs and LIFU exhibited a more  potent inhibitory effect on HepG2 cells than the other groups, potentially due to  LIFU promoting rapid and efficient gene release at the target site and increasing  cell membrane permeability. Quantitative reverse transcription-polymerase chain  reaction analysis revealed significantly increased mRNA expression levels of key  apoptosis markers (Bad, Bax, Caspase-9 and Caspase-3) in the  PFP@miR-RGD-LNBs + LIFU group compared to other groups. These findings suggest  that the prepared LNBs are highly likely to be promising candidates for further  exploration of HCC gene delivery and therapy.","2023-12","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","560-571","","1","51","","Artif Cells Nanomed Biotechnol","","","","","","","","eng","","","","","","","Place: England PMID: 37850395","","","","*Carcinoma, Hepatocellular/genetics/therapy/metabolism; *Liver Neoplasms/genetics/therapy/metabolism; *MicroRNAs/genetics/metabolism; Cell Line, Tumor; Cell Proliferation; Gene Expression Regulation, Neoplastic; Hepatocellular carcinoma; Humans; Liposomes; Oligopeptides/metabolism; gene therapy; liposome nanobubbles; miR-199a-3p; ultrasound-targeted nanobubble destruction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"773DT9SJ","journalArticle","2023","Clennell, Benjamin; Steward, Tom G. J.; Hanman, Kaliya; Needham, Tom; Benachour, Janette; Jepson, Mark; Elley, Meg; Halford, Nathan; Heesom, Kate; Shin, Eunju; Molnár, Elek; Drinkwater, Bruce W.; Whitcomb, Daniel J.","Ultrasound modulates neuronal potassium currents via ionotropic glutamate receptors.","Brain stimulation","","1876-4754","10.1016/j.brs.2023.01.1674","","BACKGROUND: Focused ultrasound stimulation (FUS) has the potential to provide non-invasive neuromodulation of deep brain regions with unparalleled spatial  precision. However, the cellular and molecular consequences of ultrasound  stimulation on neurons remains poorly understood. We previously reported that  ultrasound stimulation induces increases in neuronal excitability that persist  for hours following stimulation in vitro. In the present study we sought to  further elucidate the molecular mechanisms by which ultrasound regulates neuronal  excitability and synaptic function. OBJECTIVES: To determine the effect of  ultrasound stimulation on voltage-gated ion channel function and synaptic  plasticity. METHODS: Primary rat cortical neurons were exposed to a 40 s, 200 kHz  pulsed ultrasound stimulus or sham-stimulus. Whole-cell patch clamp  electrophysiology, quantitative proteomics and high-resolution confocal  microscopy were employed to determine the effects of ultrasound stimulation on  molecular regulators of neuronal excitability and synaptic function. RESULTS: We  find that ultrasound exposure elicits sustained but reversible increases in  whole-cell potassium currents. In addition, we find that ultrasound exposure  activates synaptic signalling cascades that result in marked increases in  excitatory synaptic transmission. Finally, we demonstrate the requirement of  ionotropic glutamate receptor (AMPAR/NMDAR) activation for ultrasound-induced  modulation of neuronal potassium currents. CONCLUSION: These results suggest  specific patterns of pulsed ultrasound can induce contemporaneous enhancement of  both neuronal excitability and synaptic function, with implications for the  application of FUS in experimental and therapeutic settings. Further study is now  required to deduce the precise molecular mechanisms through which these changes  occur.","2023-04","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","540-552","","2","16","","Brain Stimul","","","","","","","","eng","Copyright © 2023 The Authors. Published by Elsevier Inc. All rights reserved.","","","","","","Place: United States PMID: 36731773","","","","*Potassium/metabolism/pharmacology; *Receptors, Ionotropic Glutamate; Animals; Neuronal Plasticity; Neurons/physiology; Rats; Rats, Sprague-Dawley; Synaptic Transmission/physiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QQPA49Z","journalArticle","2023","Michos, Georgios; Dagklis, Themistoklis; Papanikolaou, Evangelos; Tsakiridis, Ioannis; Oikonomou, Kyriakos; Mamopoulos, Apostolos M.; Kalogiannidis, Ioannis A.; Athanasiadis, Apostolos","Uterine Leiomyomas and Infertility: A Comparison of National and International Guidelines.","Cureus","","2168-8184","10.7759/cureus.50992","","Uterine leiomyomas are the most common benign tumors of the female genital track, causing various symptoms and problems, including a possible impact on  fertility. The relationship between fibroids and infertility has long been a  debate among gynecologists. Management of fibroids in women with otherwise  unexplained infertility worldwide lacks standardized, evidence-based guidelines.  Therefore, a review of guidelines from the Royal Australian and New Zealand  College of Obstetricians and Gynecologists, the American College of Obstetricians  and Gynecologists, the Society of Obstetricians and Gynecologists of Canada, the  Collège National des Gynécologues et Obstétriciens Français, and the American  Society of Reproductive Medicine was conducted. There is agreement among all  guidelines that the effect of fibroids on fertility is related to their position  in the uterus and the alteration of the endometrial cavity. However, whether  surgical intervention (laparotomy, laparoscopy, or hysteroscopy) is required  varies among committees. More specifically, for submucous myomas, all guidelines  agree that surgical intervention is needed. On the other hand, regarding  intramural myomas, there is no consensus on what the approach may be. Novel  treatments such as uterine artery embolization (UAE) and magnetic  resonance-guided focused ultrasound surgery (MRgFUS) should only be used in  clinical trial settings. Nevertheless, all guidelines agree that medical  management of fibroids further delays efforts to conceive and has no role as a  stand-alone treatment of fibroids; though, the use of GnRH analogues  preoperatively can be useful to improve anemia and/or reduce fibroid volume.  There is a need for updated international protocols to be introduced, in order to  help clinicians dealing with fibroids and infertility to better suggest the  optimal treatment.","2023-12","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","e50992","","12","15","","Cureus","","","","","","","","eng","Copyright © 2023, Michos et al.","","","","","","Place: United States PMID: 38259363  PMCID: PMC10802214","","","","fibroids; guidelines; infertility; leiomyomas; myomectomy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CASTSBU6","journalArticle","2023","Yu, Feiyuan; Müller, Wolfgang S.; Ehnholm, Gösta; Okada, Yoshio; Lin, Jen-Wei","Ultrasound-Induced Membrane Hyperpolarization in Motor Axons and Muscle Fibers of the Crayfish Neuromuscular Junction.","Ultrasound in medicine & biology","","1879-291X 0301-5629","10.1016/j.ultrasmedbio.2023.08.016","","OBJECTIVE: Focused ultrasound (FUS) can modulate neuronal activity by depolarization or hyperpolarization. Although FUS-evoked depolarization has been  studied extensively, the mechanisms underlying FUS-evoked hyperpolarization  (FUSH) have received little attention. In the study described here, we developed  a procedure using FUS to selectively hyperpolarize motor axons in crayfish. As a  previous study had reported that these axons express mechano- and thermosensitive  two-pore domain potassium (K2P) channels, we tested the hypothesis that K2P  channels underlie FUSH. METHODS: Intracellular recordings from a motor axon and a  muscle fiber were obtained simultaneously from the crayfish opener neuromuscular  preparation. FUSH was examined while K2P channel activities were modulated by  varying temperature or by K2P channel blockers. RESULTS: FUSH in the axons did  not exhibit a coherent temperature dependence, consistent with predicted K2P  channel behavior, although changes in the resting membrane potential of the same  axons indicated well-behaved K2P channel temperature dependence. The same  conclusion was supported by pharmacological data; namely, FUSH was not suppressed  by K2P channel blockers. Comparison between the FUS-evoked responses recorded in  motor axons and muscle fibers revealed that the latter exhibited very little  FUSH, indicating that the FUSH was specific to the axons. CONCLUSION: It is not  likely that K2P channels are the underlying mechanism for FUSH in motor axons.  Alternative mechanisms such as sonophore and axon-specific potassium channels  were considered. Although the sonophore hypothesis could account for  electrophysiological features of axonal recordings, it is not consistent with the  lack of FUSH in muscle fibers. An axon-specific and mechanosensitive potassium  channel is also a possible explanation.","2023-12","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","2527-2536","","12","49","","Ultrasound Med Biol","","","","","","","","eng","Copyright © 2023 World Federation for Ultrasound in Medicine & Biology. Published by Elsevier Inc. All rights reserved.","","","","","","Place: England PMID: 37758529","","","","*Astacoidea; *Axons; Animals; Crayfish neuromuscular junction; Hyperpolarization; Muscle Fibers, Skeletal; Neuromuscular Junction/physiology; Neurons; Potassium Channels/physiology; Two-pore domain potassium; Ultrasound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VZTLE3MS","preprint","2023","Wang, Wenliang; Shi, Yanshu; Chai, Wenrui; Kevin Tang, Kai Wing; Pyatnitskiy, Ilya; Xie, Yi; Liu, Xiangping; He, Weilong; Jeong, Jinmo; Hsieh, Ju-Chun; Lozano, Anakaren Romero; Artman, Brinkley; Henkelman, Graeme; Chen, Banglin; Wang, Huiliang","Ultrasound programmable hydrogen-bonded organic frameworks for sono-chemogenetics.","","","","10.1101/2023.12.08.570721","","The precise control of mechanochemical activation within deep tissues via non-invasive ultrasound holds profound implications for advancing our  understanding of fundamental biomedical sciences and revolutionizing disease  treatments. However, a theory-guided mechanoresponsive materials system with  well-defined ultrasound activation has yet to be explored. Here we present the  concept of using porous hydrogen-bonded organic frameworks (HOFs) as toolkits for  focused ultrasound programmably triggered drug activation to control specific  cellular events in the deep brain, through on-demand scission of the  supramolecular interactions. A theoretical model is developed to visualize the  mechanochemical scission and ultrasound mechanics, providing valuable guidelines  for the rational design of mechanoresponsive materials at the molecular level to  achieve programmable and spatiotemporal activation control. To demonstrate the  practicality of this approach, we encapsulate designer drug clozapine N-oxide  (CNO) into the optimal HOF nanoparticles for FUS gated release to activate  engineered G-protein-coupled receptors in the mice and rat ventral tegmental area  (VTA), and hence achieved targeted neural circuits modulation even at depth 9 mm  with a latency of seconds. This work demonstrates the capability of ultrasound to  precisely control molecular interaction and develops ultrasound programmable HOFs  to minimally invasive and spatiotemporally control cellular events, thereby  facilitating the establishment of precise molecular therapeutic possibilities. We  anticipate that this research could serve as a source of inspiration for precise  and non-invasive molecular manipulation techniques, potentially applicable in  programming molecular robots to achieve sophisticated control over cellular  events in deep tissues.","2023-12-09","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","","","","","","","","","","","","","United States","eng","","","","","","","Journal Abbreviation: bioRxiv Pages: 2023.12.08.570721 Publication Title: bioRxiv : the preprint server for biology PMID: 38106007  PMCID: PMC10723392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JZETU7F8","journalArticle","2023","Zhang, Huixin; Zhou, Xin; Zhang, Feifei; Xia, Jianfei; Wang, Zonghua","Ultrasound-pretreatment combined with Ti(3)C(2)-TiO(2)-AuNPs enhancing the electrogenerated chemiluminescence of the air-saturated luminol for exosomes  detection.","Ultrasonics sonochemistry","","1873-2828 1350-4177","10.1016/j.ultsonch.2023.106330","","It is still a great challenge to develop effective strategies to improve the low electrogenerated chemiluminescence (ECL) of air-saturated luminol. Herein, the  synergistic effects of Ti(3)C(2)-TiO(2)-AuNPs nano hybrid and high-intensity  focused ultrasound pretreatment (ultrasound-pretreatment) were used to  significantly improve the ECL emission of the air-saturated luminol, and the  mechanism was proposed. The ultrasound-pretreatment as a green method with the  cavitation effect could form O(2)(-•) and H(2)O(2) in situ as an initiator.  TiO(2) and Au nanoparticles (AuNPs) were in situ decorated on the Ti(3)C(2)  surface to form Ti(3)C(2)-TiO(2)-AuNPs, and it was proved as a highly efficient  booster which could catalyze and aggregate H(2)O(2) to the O(2)(-•). The  utilization rate of intermediates has been greatly improved. Exosomes as model  targets can be sensitively detected by the ECL sensor. The detection limit was  195 particles μL(-1). The detection results of exosomes in actual samples are  satisfactory. We believe that the ultrasound-pretreatment strategy could be  extended to the sensitive detection in the biological sample.","2023-03","2024-03-06 16:57:30","2024-03-06T16:57:30Z","","106330","","","94","","Ultrason Sonochem","","","","","","","","eng","Copyright © 2023 The Author(s). Published by Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 36805412  PMCID: PMC9969320","","","","*Biosensing Techniques/methods; *Exosomes; *Metal Nanoparticles; Electrogenerated chemiluminescence; Gold; Hydrogen Peroxide; Luminescence; Luminescent Measurements/methods; Luminol; ROS; The air-saturated luminol; Ti(3)C(2)-TiO(2)-AuNPs; Titanium; Ultrasound-pretreatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
