"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"XQ7EHTJ9","journalArticle","2024","Brighi, Caterina; Salimova, Ekaterina; de Veer, Michael; Puttick, Simon; Egan, Gary","Reply to Letter from Price et al, re: Translation of focused ultrasound for blood-brain barrier opening in glioma.","Journal of controlled release : official journal of the Controlled Release Society","","1873-4995 0168-3659","10.1016/j.jconrel.2022.06.042","","","2024-02","2024-03-06 17:10:39","2024-03-06T17:10:39Z","","879","","","366","","J Control Release","","","","","","","","eng","","","","","","","Place: Netherlands PMID: 35780953","","","","*Blood-Brain Barrier; *Glioma/diagnostic imaging; Humans","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CKVY5VKQ","journalArticle","2024","Qin, Penny Ping; Jin, Minxia; Xia, Adam Weili; Li, Ami Sinman; Lin, Tim Tianze; Liu, Yuchen; Kan, Rebecca Laidi; Zhang, Bella Bingbing; Kranz, Georg S.","The effectiveness and safety of low-intensity transcranial ultrasound stimulation: A systematic review of human and animal studies.","Neuroscience and biobehavioral reviews","","1873-7528 0149-7634","10.1016/j.neubiorev.2023.105501","","Low-intensity transcranial ultrasound stimulation (LITUS) is a novel non-invasive neuromodulation technique. We conducted a systematic review to evaluate current  evidence on the efficacy and safety of LITUS neuromodulation. Five databases were  searched from inception to May 31, 2023. Randomized controlled human trials and  controlled animal studies were included. The neuromodulation effects of LITUS on  clinical or pre-clinical, neurophysiological, neuroimaging, histological and  biochemical outcomes, and adverse events were summarized. In total, 11 human  studies and 44 animal studies were identified. LITUS demonstrated therapeutic  efficacy in neurological disorders, psychiatric disorders, pain, sleep disorders  and hypertension. LITUS-related changes in neuronal structure and cortical  activity were found. From histological and biochemical perspectives, prominent  findings included suppressing the inflammatory response and facilitating  neurogenesis. No adverse effects were reported in controlled animal studies  included in our review, while reversible headache, nausea, and vomiting were  reported in a few human subjects. Overall, LITUS alleviates various symptoms and  modulates associated brain circuits without major side effects. Future research  needs to establish a solid therapeutic framework for LITUS.","2024-01","2024-03-06 17:09:51","2024-03-06T17:09:51Z","","105501","","","156","","Neurosci Biobehav Rev","","","","","","","","eng","Copyright © 2023 Elsevier Ltd. All rights reserved.","","","","","","Place: United States PMID: 38061596","","","","*Brain/physiology; *Transcranial Direct Current Stimulation/methods; Animals; Animals, Laboratory; Focused ultrasound; Humans; Low intensity; Neuroimaging; Neuromodulation; Pain; Transcranial Magnetic Stimulation/methods; Transcranial pulse stimulation; Transcranial ultrasound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N8573YT5","journalArticle","2024","Kong, Weirong; Li, Xin; Guo, Xiaoyu; Sun, Yue; Chai, Wenyu; Chang, Yawei; Huang, Qichao; Wang, Pan; Wang, Xiaobing","Ultrasound-Assisted CRISPRi-Exosome for Epigenetic Modification of α-Synuclein Gene in a Mouse Model of Parkinson's Disease.","ACS nano","","1936-086X 1936-0851","10.1021/acsnano.3c05864","","Currently, there is a lack of effective treatment for Parkinson's disease (PD). In PD patients, aberrant methylation of SNCA (α-synuclein gene) has been reported  and may be a potential therapeutic target. In this study, we established an  epigenetic regulation platform based on an exosomal CRISPR intervention system.  With the assist of focused ultrasound (FUS) opening the blood-brain barrier,  engineered exosomes carrying RVG (rabies viral glycoprotein) targeting peptide,  sgRNA (single guide RNA), and dCas9-DNMT3A (named RVG-CRISPRi-Exo) were  efficiently delivered into the brain lesions and induced specific methylation of  SNCA. In vivo, FUS combined with RVG-CRISPRi-Exo significantly improved motor  performance, balance coordination, and neurosensitivity in PD mice, greatly  down-regulated the elevation of α-synuclein (α-syn) caused by modeling, rescued  cell apoptosis, and alleviated the progression of PD in mice. [(18)F]-FP-DTBZ  imaging suggested that the synaptic function of the nigrostriatal pathway could  be restored, which was conducive to the control of motor behavior in PD mice.  Pyrosequencing results showed that RVG-CRISPRi-Exo could methylate CpG at  specific sites of SNCA, and this fine-tuned editing achieved good therapeutic  effects in PD model mice. In vitro, RVG-CRISPRi-Exo down-regulated SNCA  transcripts and α-syn expression and relieved neuronal cell damage. Collectively,  our findings provide a proof-of-principle for the development of targeted brain  nanodelivery based on engineered exosomes and provide insights into epigenetic  regulation of brain diseases.","2024-03-04","2024-03-06 16:58:48","2024-03-06T16:58:48Z","","","","","","","ACS Nano","","","","","","","","eng","","","","","","","Place: United States PMID: 38437635","","","","Epigenetic regulation; Exosome; Parkinson’s disease; SNCA; Ultrasound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5Z4ZZUB9","journalArticle","2024","Zhang, Shuai; Guo, Zhongsheng; Xu, Yihao; Mi, Jinrui; Liu, Jun; Li, Zichun; Xie, Xiaofeng; Xu, Guizhi","Transcranial magneto-acoustic stimulation improves spatial memory and modulates hippocampal neural oscillations in a mouse model of Alzheimer's disease.","Frontiers in neuroscience","","1662-4548 1662-453X","10.3389/fnins.2024.1313639","","INTRODUCTION: In our study, we applied transcranial magneto-acoustic stimulation (TMAS), a technique based on focused ultrasound stimulation within a static  magnetic field, in the APP/PS1 mouse model of Alzheimer's disease (AD) to explore  the feasibility of TMAS on improving AD related spatial memory deficits and  abnormal neural oscillations. METHODS: The mice treated with TMAS once daily for  21 days. We recorded local field potential signals in the hippocampal CA1 region  of the mice after TMAS treatment with in-vivo electrophysiology and evaluated the  neural rehabilitative effect of TMAS with sharp-wave ripple (SWR), gamma  oscillations during SWRs, and phase-amplitude coupling (PAC). The spatial memory  function of the mice was examined by the Morris water maze (MWM) task. RESULTS:  We found that TMAS improved the performance of MWM related spatial cognitive  functions compared with AD group. Furthermore, our results implied that TMAS  alleviated abnormalities in hippocampal SWRs, increased slow gamma power during  SWRs, and promoted theta-slow gamma phase-amplitude coupling. These findings  suggest that TMAS could have a positive influence on spatial memory through the  modulation of neural oscillations. DISCUSSION: This work emphasizes the potential  of TMAS to serve as a non-invasive method for Alzheimer's disease rehabilitation  and promote the application of TMAS for the treatment of more neurological and  brain aging diseases in the future.","2024","2024-03-06 16:58:48","2024-03-06T16:58:48Z","","1313639","","","18","","Front Neurosci","","","","","","","","eng","Copyright © 2024 Zhang, Guo, Xu, Mi, Liu, Li, Xie and Xu.","","","","","","Place: Switzerland PMID: 38384480  PMCID: PMC10879395","","","","Alzheimer's disease; local field potentials; neural oscillations; neuromodulation; transcranial magneto-acoustic stimulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XC6GNKDW","journalArticle","2024","Hurwitz, Trevor A.; Avecillas-Chasin, Josue M.; Bogod, Nicholas M.; Honey, Christopher R.","Ventral targeted anterior capsulotomy for treatment-resistant depression and obsessive-compulsive disorder: A treatment method with cases.","Journal of affective disorders","","1573-2517 0165-0327","10.1016/j.jad.2024.01.176","","BACKGROUND: Ablative surgery using bilateral anterior capsulotomy (BAC) is an option for treatment resistant depression (TRD) and obsessive-compulsive disorder  (TROCD). The location and extent of the lesion within anterior limb of the  internal capsule (ALIC) remains uncertain. Accumulating evidence has suggested  that the lesion should be located ventrally while limiting the dorsal extent. Our  center is now targeting specific fiber tracts within the lower half of the ALIC.  METHOD: Presurgical diffusion tensor Magnetic Resonance Imaging (MRI) was used to  identify individual fibre tracts within the ventral aspect of the ALIC in the  last two patients who underwent BAC at our center. One patient had TRD and the  other had both TROCD and TRD. Radiofrequency-induced thermal lesions were created  in the identified targets with lesion volumes between 20 and 229 mm(3) (average  95 mm(3)). FINDINGS: Both patients were responders with neither experiencing  significant side effects including compromised executive functions. LIMITATIONS:  The generalizability of our findings is limited because the outcome is based on  two subjects. CONCLUSION: This work suggests that BAC can be individually  tailored and more limited to the ventral aspect of the ALIC and is effective and  safe for TRD and TROCD. Accumulating data also suggests that to be clinically  effective the length of the capsulotomy should be about 10mm. BAC's use may  increase with the growing utilization and mastery of magnetic resonance guided  focused ultrasound.","2024-04-01","2024-03-06 16:58:48","2024-03-06T16:58:48Z","","887-894","","","350","","J Affect Disord","","","","","","","","eng","Copyright © 2024 The Authors. Published by Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 38272366","","","","*Depressive Disorder, Treatment-Resistant/diagnostic imaging/surgery/pathology; *Obsessive-Compulsive Disorder/diagnostic imaging/surgery/pathology; Ablative surgery; Anterior capsulotomy; Case report; Depression; Executive Function; Humans; Internal Capsule/diagnostic imaging/surgery/pathology; Magnetic Resonance Imaging; Obsessive-compulsive disorder; Treatment Outcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPY5IKAB","journalArticle","2024","Yan, Wei; Yuan, Suzhen; Zhou, Da; Zhang, Minli; Yang, Shuhao; Wang, Wenwen; Wang, Shixuan","Status and treatment of patients with uterine fibroids in hospitals in central China: a retrospective study from 2018 to 2021.","BMJ open","","2044-6055","10.1136/bmjopen-2023-081736","","OBJECTIVE: To evaluate the hospitalised patients with uterine fibroids (UFs) and describe treatment patterns in hospital-treated patients in central China from  2018 to 2021. DESIGN: A retrospective analysis. SETTING: The gynaecology  departments of class A and class B secondary and tertiary hospitals in Hubei  Province, China. PARTICIPANTS: 101 008 patients diagnosed with UFs from 1 January  2018 to 31 December 2021. RESULTS: The hospitalised patients with UFs increased  with age, reaching a peak at ages 45-49 years and then gradually decreasing.  Among these patients, 19.05% had anaemia symptoms. Women aged 25-29 years were  more likely to be treated with laparoscopic myomectomy (62.22%), while women aged  20-24 years tend to choose open myomectomy (34.58%). Women over age 45 years who  had entered perimenopause tended to be treated with laparoscopic hysterectomy  (64.85% for those aged 65-69 years). Patients with fibroid with  moderate-to-severe anaemia mostly chose hysterectomy. As a whole, the proportion  of patients who chose laparoscopic hysterectomy was similar to that of patients  who chose laparoscopic myomectomy (31.38% vs 31.14%). Only 2.08% of UFs were  treated with high-frequency MRI-guided focused ultrasound surgery (MRgFUS). The  number of patients who choose laparoscopic surgery or MRgFUS treatment was  increasing year by year. After stratifying by hospital grade, we found that women  treated at class A tertiary hospitals were more likely to have laparoscopic than  open surgery (66.12% vs 31.26%). At class B secondary hospitals, 61.9% of the  patients underwent myomectomy. By contrast, hysterectomy was used to treat the  majority of patients at class A secondary hospitals and class B tertiary  hospitals (57.79% and 57.57%, respectively). Use of MRgFUS was mainly  concentrated within class A tertiary hospitals. CONCLUSION: UFs affect mainly  women in childbearing period. Most patients chose to receive treatment at class A  tertiary hospitals, among which laparoscopic myomectomy was the mainstream  surgical method for patients in Hubei Province. TRIAL REGISTRATION NUMBER:  NCT05840042.","2024-01-17","2024-03-06 16:58:48","2024-03-06T16:58:48Z","","e081736","","1","14","","BMJ Open","","","","","","","","eng","© Author(s) (or their employer(s)) 2024. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.","","","","","","Place: England PMID: 38233053  PMCID: PMC10806664","","","","*Anemia/etiology; *Leiomyoma/surgery; *Uterine Neoplasms/surgery; Female; Gynaecological oncology; Hospitalization; Hospitals; Humans; Hysterectomy; Male; Middle Aged; PUBLIC HEALTH; Retrospective Studies; Treatment Outcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPRLJM2G","journalArticle","2024","Yang, Jie; Xiong, Xingyu; Liao, Xinyang; Zheng, Weitao; Xu, Hang; Yang, Lu; Wei, Qiang","Nonsurgical salvage options for locally recurrent prostate cancer after primary definitive radiotherapy: A systematic review and meta-analysis.","International journal of surgery (London, England)","","1743-9159","10.1097/JS9.0000000000001164","","OBJECTIVE: To conduct a meta-analysis to provide the latest evidence of nonsurgical local salvage options in the first-line radiotherapy failure setting  for localized prostate cancer patients. BACKGROUND: Recurrence of localized  prostate cancer after primary radiotherapy (RT) remains a clinical challenge.  There is no consensus on optimal nonsurgical local salvage therapies, which  mainly consist of cryotherapy (CRYO), high-intensity focused ultrasound (HIFU),  high/low-dose-rate brachytherapy (HDR/LDR), and stereotactic body radiotherapy  (SBRT). METHODS: Our study was performed following the Preferred Reporting Items  for Systematic Reviews and Meta-analyses (PRISMA) guidelines. We systematically  searched PubMed, Web of Science, Cochrane Library and ClinicalTrials.gov up to  September 2023 to identify potentially relevant studies. The risk of bias was  assessed using the European Association of Urology (EAU) items. Biochemical  recurrence-free survival (bRFS) and genitourinary/gastrointestinal toxicities  were the outcomes of interest. Pooled rates with 95% confidence intervals (CIs)  were evaluated. RESULTS: A total of 99 studies comprising 8440 patients were  included. The pooled rate of 1-year biochemical control (BC) was highest for LDR  (0.88, 95%CI 0.72-0.95) and lowest for SBRT (0.68, 95%CI 0.49-0.83). The pooled  rate of 5-year BC was highest for CRYO (0.52, 95%CI 0.33-0.69) and lowest for HDR  (0.23, 95%CI 0.08-0.51). HIFU presented the worst outcome of grade ≥3  genitourinary toxicities (GU3), with a rate of 0.22 (95%CI 0.12-0.3). Conversely,  CRYO (0.09, 95%CI 0.04-0.14), HDR (0.05, 95%CI 0.02-0.07), LDR (0.10, 95%CI  0.06-0.14) and SBRT (0.06, 95%CI 0.03-0.09) presented low rates of GU3. All  subgroups induced a quite low incidence of grade ≥3 gastrointestinal toxicities  (GI3). CONCLUSIONS: Nonsurgical salvage therapies are promising modalities for  prostate cancer in the local radiorecurrence setting. Based on the preliminary  evidence from this study, CRYO and SBRT might present a relatively steady  efficacy of BC with acceptable treatment-related toxicities.","2024-02-09","2024-03-06 16:58:48","2024-03-06T16:58:48Z","","","","","","","Int J Surg","","","","","","","","eng","Copyright © 2024 The Author(s). Published by Wolters Kluwer Health, Inc.","","","","","","Place: United States PMID: 38348896","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JBEQP67V","journalArticle","2024","Pellegatta, Serena; Corradino, Nicoletta; Zingarelli, Manuela; Porto, Edoardo; Gionso, Matteo; Berlendis, Arianna; Durando, Gianni; Maffezzini, Martina; Musio, Silvia; Aquino, Domenico; DiMeco, Francesco; Prada, Francesco","The Immunomodulatory Effects of Fluorescein-Mediated Sonodynamic Treatment Lead to Systemic and Intratumoral Depletion of Myeloid-Derived Suppressor Cells in a  Preclinical Malignant Glioma Model.","Cancers","","2072-6694","10.3390/cancers16040792","","Fluorescein-mediated sonodynamic therapy (FL-SDT) is an extremely promising approach for glioma treatment, resulting from the combination of low-intensity  focused ultrasound (FUS) with a sonosensitizer. In the present study, we  evaluated the efficacy and immunomodulation of SDT with fluorescein as the  sonosensitizer in immunocompetent GL261 glioma mice for the first time. In vitro  studies demonstrated that the exposure of GL261 cells to FL-SDT induced  immunogenic cell death and relevant upregulation of MHC class I, CD80 and CD86  expression. In vivo studies were then performed to treat GL261 glioma-bearing  mice with FL-SDT, fluorescein alone, or FUS alone. Perturbation of the  glioma-associated macrophage subset within the immune microenvironment was  induced by all the treatments. Notably, a relevant depletion of myeloid-derived  suppressor cells (MDSCs) and concomitant robust infiltration of CD8+ T cells were  observed in the SDT-FL-treated mice, resulting in a significant radiological  delay in glioma progression and a consequent improvement in survival. Tumor  control and improved survival were also observed in mice treated with FL alone  (median survival 41.5 days, p > 0.0001 compared to untreated mice), reflecting  considerable modulation of the immune microenvironment. Interestingly, a high  circulating lymphocyte-to-monocyte ratio and a very low proportion of MDSCs were  predictive of better survival in FL- and FL-SDT-treated mice than in untreated  and FUS-treated mice, in which elevated monocyte and MDSC frequencies correlated  with worse survival. The immunostimulatory potential of FL-SDT treatment and the  profound modulation of most immunosuppressive components within the  microenvironment encouraged the exploration of the combination of FL-SDT with  immunotherapeutic strategies.","2024-02-15","2024-03-06 16:58:48","2024-03-06T16:58:48Z","","","","4","16","","Cancers (Basel)","","","","","","","","eng","","","","","","","Place: Switzerland PMID: 38398183  PMCID: PMC10886594","","","","CD8 infiltrating T cells; MDSC; fluorescein; glioma; immune microenvironment; mouse model; sonodynamic therapy; ultrasound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87AVMXNC","journalArticle","2024","Abeid, Bachir A.; Fabiilli, Mario L.; Estrada, Jonathan B.; Aliabouzar, Mitra","Ultra-high-speed dynamics of acoustic droplet vaporization in soft biomaterials: Effects of viscoelasticity, frequency, and bulk boiling point.","Ultrasonics sonochemistry","","1873-2828 1350-4177","10.1016/j.ultsonch.2024.106754","","Phase-shift droplets are a highly adaptable platform for biomedical applications of ultrasound. The spatiotemporal response of phase-shift droplets to focused  ultrasound above a certain pressure threshold, termed acoustic droplet  vaporization (ADV), is influenced by intrinsic features (e.g., bulk boiling  point) and extrinsic factors (e.g., driving frequency and surrounding media). A  deep understanding of ADV dynamics is critical to ensure the robustness and  repeatability of an ADV-assisted application. Here, we integrated  ultra-high-speed imaging, at 10 million frames per second, and confocal  microscopy for a full-scale (i.e., from nanoseconds to seconds) characterization  of ADV. Experiments were conducted in fibrin-based hydrogels to mimic soft tissue  environments. Effects of fibrin concentration (0.2 to 8 % (w/v)), excitation  frequency (1, 2.5, and 9.4 MHz), and perfluorocarbon core (perfluoropentane,  perfluorohexane, and perfluorooctane) on ADV dynamics were studied. Several  fundamental parameters related to ADV dynamics, such as expansion ratio,  expansion velocity, collapse radius, collapse time, radius of secondary rebound,  resting radius, and equilibrium radius of the generated bubbles were extracted  from the radius vs time curves. Diffusion-driven ADV-bubble growth was fit to a  modified Epstein-Plesset equation, adding a material stress term, to estimate the  growth rate. Our results indicated that ADV dynamics were significantly impacted  by fibrin concentration, frequency, and perfluorocarbon liquid core. This is the  first study to combine ultra-high-speed and confocal microscopy techniques to  provide insights into ADV bubble dynamics in tissue-mimicking hydrogels.","2024-02","2024-03-06 16:58:48","2024-03-06T16:58:48Z","","106754","","","103","","Ultrason Sonochem","","","","","","","","eng","Copyright © 2024 The Author(s). Published by Elsevier B.V. All rights reserved.","","","","","","Place: Netherlands PMID: 38252981  PMCID: PMC10830863","","","","*Fluorocarbons; Acoustic droplet vaporization; Acoustics; Bubble dynamics; Fibrin; Hydrogels; Phase-shift droplets; Ultra-high-speed imaging; Ultrasound; Volatilization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WPBDYT73","journalArticle","2024","Su, Songfei; Wang, Yang; Zheng, Lukai; Sun, Mengxin; Tang, Qiang; Huang, Huiyu","Study on the Cooling Performance of a Focused Ultrasonic Radiator for Electrical Heating Elements.","Micromachines","","2072-666X","10.3390/mi15010116","","In this work, a focused ultrasonic radiator is proposed for cooling the electrical heating elements in the focal region, and its working characteristics  are investigated. The analyses of the FEM computational and flow field  visualization test results indicate that focused ultrasound can generate forced  convective heat transfer by the acoustic streaming in the focal region, which can  cool the heating elements effectively. Experiments show that when the input  voltage is 30Vp-p and the ambient temperature is 25 °C, the focused ultrasonic  radiator can cause the surface temperature of the heating element  (high-temperature alumina ceramic heating plate with a diameter of 5 mm) in the  focal region to drop from 100 °C to about 55 °C. When the diameter of the  electrical heating element is changed from 5 mm to 30 mm, the cooling effect is  similar in the focal region. Compared with a fan, the focused ultrasound radiator  has a shorter cooling time and a more concentrated cooling area. The focused  ultrasonic radiator proposed in this work is suitable for some special  environments.","2024-01-10","2024-03-06 16:58:48","2024-03-06T16:58:48Z","","","","1","15","","Micromachines (Basel)","","","","","","","","eng","","","","","","","Place: Switzerland PMID: 38258235  PMCID: PMC10820432","","","","acoustic streaming; electronic device; focused ultrasound; heat dissipation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
