"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VCSULQY6","journalArticle","2022","Chu, Po-Chun; Yu, Hsiang-Yu; Lee, Cheng-Chia; Fisher, Robert; Liu, Hao-Li","Pulsed-Focused Ultrasound Provides Long-Term Suppression of Epileptiform Bursts in the Kainic Acid-Induced Epilepsy Rat Model.","Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics","","1878-7479","10.1007/s13311-022-01250-7","","Focused ultrasound (FUS) has potential utility for modulating regional brain excitability and possibly aiding seizure control; however, the duration of any  beneficial effect is unknown. This study explores the efficacy and time course of  a short series of pulsed FUS in suppressing EEG epileptiform spikes/bursts in a  kainic acid (KA) animal model of temporal lobe epilepsy. Forty-four male  Sprague-Dawley rats were recorded for 14 weeks with EEG while software calculated  EEG numbers of epileptiform spikes and bursts (≥ 3 spikes/s). Four regimens of  FUS given in a single session at week 7 were evaluated, with mechanical index  (MI) ranging from 0.25 to 0.75, intensity spatial peak temporal average (I(SPTA))  from 0.1 to 2.8 W per cm(2), duty cycle from 1 to 30%, and three consecutive  pulse trains for 5 or 10 min each. Controls included sham injections in four and  KA without FUS in eleven animals. Histological analysis investigated tissue  effects. All animals receiving KA evidenced EEG spikes, averaging 10,378 ± 1651  spikes per 8 h and 1255 ± 199 bursts per 8 h by weeks 6-7. The KA-only group  showed a 30% of increase in spikes and bursts by week 14. Compared to the KA-only  group, spike counts were reduced by about 25%, burst counts by about 33%, and  burst durations by about 50% with FUS. Behavioral seizures were not analyzed, but  electrographic seizures longer than 10 s declined up to 70% after some FUS  regimens. Repeated-measure ANOVA showed a significant effect of higher intensity  and longer sonication duration FUS treatment using 0.75-MI, I(SPTA) 2.8 W/cm(2),  30% duty cycle for 10-min sonications (group effect, F (4, 15) = 6.321, p < 0.01;  interaction effect, F (44, 165) = 1.726, p < 0.01), with the hippocampal  protective effect lasting to week 14, accompanied by decreased inflammation and  gliosis effect. In contrast, spike and burst suppression were achieved using an  FUS regimen with 0.25-MI I(SPTA) 0.5 W/cm(2), 30% duty cycle for 10-min  sonications. This regimen reduced inflammation and gliosis at weeks 8-14 and  protected hippocampal tissue. This study demonstrates that low-intensity pulsed  ultrasound can modulate epileptiform activity for up to 7 weeks and, if  replicated in the clinical setting, might be a practical treatment for epilepsy.","2022-05-17","2024-03-06 17:10:48","2024-03-06T17:10:48Z","","","","","","","Neurotherapeutics","","","","","","","","eng","© 2022. The Author(s).","","","","","","Place: United States PMID: 35581489","","","","*Epilepsy/chemically induced/therapy; *Kainic Acid/toxicity; Animals; Electroencephalography; Focused ultrasound; Gliosis; Hippocampus; Inflammation; Kainic acid model; Male; Neuromodulation; Rats; Rats, Sprague-Dawley; Seizures/chemically induced/therapy; Temporal lobe epilepsy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FLTNAD54","videoRecording","2022","Poon, Charissa; Mühlenpfordt, Melina; Olsman, Marieke; Kotopoulis, Spiros; de Lange Davies, Catharina; Hynynen, Kullervo","Real-Time Intravital Multiphoton Microscopy to Visualize Focused Ultrasound and Microbubble Treatments to Increase Blood-Brain Barrier Permeability.","","","","","","The blood-brain barrier (BBB) is a key challenge for the successful delivery of drugs to the brain. Ultrasound exposure in the presence of microbubbles has  emerged as an effective method to transiently and locally increase the  permeability of the BBB, facilitating para- and transcellular transport of drugs  across the BBB. Imaging the vasculature during ultrasound-microbubble treatment  will provide valuable and novel insights on the mechanisms and dynamics of  ultrasound-microbubble treatments in the brain. Here, we present an experimental  procedure for intravital multiphoton microscopy using a cranial window aligned  with a ring transducer and a 20x objective lens. This set-up enables high spatial  and temporal resolution imaging of the brain during ultrasound-microbubble  treatments. Optical access to the brain is obtained via an open-skull cranial  window. Briefly, a 3-4 mm diameter piece of the skull is removed, and the exposed  area of the brain is sealed with a glass coverslip. A 0.82 MHz ring transducer,  which is attached to a second glass coverslip, is mounted on top. Agarose (1%  w/v) is used between the coverslip of the transducer and the coverslip covering  the cranial window to prevent air bubbles, which impede ultrasound propagation.  When sterile surgery procedures and anti-inflammatory measures are taken,  ultrasound-microbubble treatments and imaging sessions can be performed  repeatedly over several weeks. Fluorescent dextran conjugates are injected  intravenously to visualize the vasculature and quantify ultrasound-microbubble  induced effects (e.g., leakage kinetics, vascular changes). This paper describes  the cranial window placement, ring transducer placement, imaging procedure,  common troubleshooting steps, as well as advantages and limitations of the  method.","2022-02-05","2024-03-06 17:10:45","2024-03-06T17:10:45Z","","","","","","","","","","","","","","United States","eng","","","","","","","DOI: 10.3791/62235 ISSN: 1940-087X Issue: 180 Journal Abbreviation: J Vis Exp Publication Title: Journal of visualized experiments : JoVE PMID: 35188113","","","","*Blood-Brain Barrier/diagnostic imaging; *Microbubbles; Biological Transport; Drug Delivery Systems; Microscopy; Permeability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2BWLJNB9","journalArticle","2022","Jo, SeongHoon; Sun, In-Cheol; Ahn, Cheol-Hee; Lee, Sangmin; Kim, Kwangmeyung","Recent Trend of Ultrasound-Mediated Nanoparticle Delivery for Brain Imaging and Treatment.","ACS applied materials & interfaces","","1944-8252 1944-8244","10.1021/acsami.1c22803","","In view of the fact that the blood-brain barrier (BBB) prevents the transport of imaging probes and therapeutic agents to the brain and thus hinders the diagnosis  and treatment of brain-related disorders, methods of circumventing this problem  (e.g., ultrasound-mediated nanoparticle delivery) have drawn much attention.  Among the related techniques, focused ultrasound (FUS) is a favorite means of  enhancing drug delivery via transient BBB opening. Photoacoustic brain imaging  relies on the conversion of light into heat and the detection of ultrasound  signals from contrast agents, offering the benefits of high resolution and large  penetration depth. The extensive versatility and adjustable physicochemical  properties of nanoparticles make them promising therapeutic agents and imaging  probes, allowing for successful brain imaging and treatment through the combined  action of ultrasound and nanoparticulate agents. FUS-induced BBB opening enables  nanoparticle-based drug delivery systems to efficiently access the brain.  Moreover, photoacoustic brain imaging using nanoparticle-based contrast agents  effectively visualizes brain morphologies or diseases. Herein, we review the  progress in the simultaneous use of nanoparticles and ultrasound in brain  research, revealing the potential of ultrasound-mediated nanoparticle delivery  for the effective diagnosis and treatment of brain disorders.","2022-02-19","2024-03-06 17:10:43","2024-03-06T17:10:43Z","","","","","","","ACS Appl Mater Interfaces","","","","","","","","eng","","","","","","","Place: United States PMID: 35184560","","","","*Contrast Media/pharmacology; *Nanoparticles; Blood-Brain Barrier; Brain/diagnostic imaging; Drug Delivery Systems/methods; Magnetic Resonance Imaging/methods; Microbubbles; Neuroimaging; blood−brain barrier; brain; focused ultrasound; nanoparticles; photoacoustic imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PN95I9D5","journalArticle","2022","Padilla, Frederic; Ter Haar, Gail","Recommendations for Reporting Therapeutic Ultrasound Treatment Parameters.","Ultrasound in medicine & biology","","1879-291X 0301-5629","10.1016/j.ultrasmedbio.2022.03.001","","These recommendations are intended to provide guidance and to encourage best practice in reporting therapeutic ultrasound treatment parameters. Detailed  uniform reporting will allow testing of therapy ultrasound systems and protocols,  cross-comparison of studies between different teams using different systems and  validation of therapeutic bio-effects. These recommendations have been divided  into two sets, one for clinical and one for preclinical studies, each with  stratified reporting categories, to account for the disparities in expertise and  access to equipment between sites. The recommendations are intended to be useful  for clinicians and researchers, for ethical and funding review boards and for the  editors and reviewers of scientific journals.","2022-07","2024-03-06 17:10:42","2024-03-06T17:10:42Z","","1299-1308","","7","48","","Ultrasound Med Biol","","","","","","","","eng","Copyright © 2022. Published by Elsevier Inc.","","","","","","Place: England PMID: 35461726","","","","*High-Intensity Focused Ultrasound Ablation/methods; *Ultrasonic Therapy; Acoustic cavitation; Acoustic pressure; Exposure parameters; Focused ultrasound; High-intensity focused ultrasound; Histotripsy; Intensity; Therapy ultrasound; Ultrasonography","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQ7EHTJ9","journalArticle","2024","Brighi, Caterina; Salimova, Ekaterina; de Veer, Michael; Puttick, Simon; Egan, Gary","Reply to Letter from Price et al, re: Translation of focused ultrasound for blood-brain barrier opening in glioma.","Journal of controlled release : official journal of the Controlled Release Society","","1873-4995 0168-3659","10.1016/j.jconrel.2022.06.042","","","2024-02","2024-03-06 17:10:39","2024-03-06T17:10:39Z","","879","","","366","","J Control Release","","","","","","","","eng","","","","","","","Place: Netherlands PMID: 35780953","","","","*Blood-Brain Barrier; *Glioma/diagnostic imaging; Humans","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47XJ9IPW","journalArticle","2022","Zheng, Shilin; Rong, Yu; Zhu, Haiyun; Zhang, Xiaoyu; Liu, Xuan; Wu, Yun; Zhao, Meng","Role of magnetic resonance-high intensity focused ultrasound (MR-HIFU) in uterine fibroids management: an updated systematic review and meta-analysis.","Wideochirurgia i inne techniki maloinwazyjne = Videosurgery and other miniinvasive techniques","","1895-4588 2299-0054","10.5114/wiitm.2021.109760","","INTRODUCTION: Magnetic resonance-high intensity focused ultrasound (MR-HIFU) has revolutionized the treatment of Uterine fibroids. Usually, they are associated  with prolonged heavy bleeding during the menstrual period, sacral pain, and  increased frequency of UTIs, secondary dysmenorrhea, constipation, and  pregnancy-associated problems. It also impacts usual activities, which lead to  diminished quality of life and rising healthcare costs. Generally, surgery is the  only choice for uterine fibroids; however, MR-HIFU is an entirely non-invasive  novel therapy, preferred in pregnancy desiring females. AIM: To re-evaluate the  efficacy of magnetic resonance-high intensity focused ultrasound (MRHIFU) therapy  for uterine fibroids. MATERIAL AND METHODS: Randomized clinical trials (RCTs),  prospective or retrospective non-randomized, and cross-over studies that  considered clinically symptomatic uterine fibroid treatment were included.  Meta-analysis was performed using NCSS software, and data were analyzed at a 95%  confidence level with a significance level of 0.05. In addition, the non-perfused  volume percentage (NPV%), transformed Symptom Severity Score percentage change  (tSSS change%), and health-related quality of life (HR-QoL) were computed.  RESULTS: The overall effect of NPV% was 67.60%, where the 95% confidence interval  ranged from 55.58% to 79.62%. The overall impact of tSSS% change was  approximately 50% (0.54) with 95% CI of 0.41-0.66 of 3 months, 6 months, and 12  months in the included studies. There was a significant improvement in the  health-related quality of life (HR-QoL). CONCLUSIONS: The efficacy of MR-HIFU  therapy was improved as treatment protocols aimed for total ablation.","2022-03","2024-03-06 17:10:38","2024-03-06T17:10:38Z","","83-94","","1","17","","Wideochir Inne Tech Maloinwazyjne","","","","","","","","eng","Copyright: © 2021 Fundacja Videochirurgii.","","","","","","PMID: 35251392  PMCID: PMC8886476","","","","health-related quality of life (HRQoL); magnetic resonance-high intensity focused ultrasound (MR-HIFU); meta-analysis; uterine artery embolization (UAE); uterine fibroids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJW658N8","journalArticle","2022","Simons, Michelle V.; Groen, Marijn H. A.; de Borst, Gert J.; Leiner, Tim; Doevendans, Pieter A. F.; Ebbini, Emad; Slieker, Fons J. B.; van Es, René; Hazenberg, Constantijn E. V. B.","Safety and feasibility study of non-invasive robot-assisted high-intensity focused ultrasound therapy for the treatment of atherosclerotic plaques in the  femoral artery: protocol for a pilot study.","BMJ open","","2044-6055","10.1136/bmjopen-2021-058418","","INTRODUCTION: Peripheral arterial disease (PAD) is an atherosclerotic disease leading to stenosis and/or occlusion of the arterial circulation of the lower  extremities. The currently available revascularisation methods have an acceptable  initial success rate, but the long-term patency is limited, while surgical  revascularisation is associated with a relatively high perioperative risk. This  urges the need for development of less invasive and more effective treatment  modalities. This protocol article describes a study investigating a new  non-invasive technique that uses robot assisted high-intensity focused ultrasound  (HIFU) to treat atherosclerosis in the femoral artery. METHODS AND ANALYSIS: A  pilot study is currently performed in 15 symptomatic patients with PAD with a  significant stenosis in the common femoral and/or proximal superficial femoral  artery. All patients will be treated with the dual-mode ultrasound array system  to deliver imaging-guided HIFU to the atherosclerotic plaque. Safety and  feasibility are the primary objectives assessed by the technical feasibility of  this therapy and the 30-day major complication rate as primary endpoints.  Secondary endpoints are angiographic and clinical success and quality of life.  ETHICS AND DISSEMINATION: Ethical approval for this study was obtained in 2019  from the Medical Ethics Committee of the University Medical Center Utrecht, the  Netherlands. Data will be presented at national and international conferences and  published in a peer-reviewed journal. TRIAL REGISTRATION NUMBER: NL7564.","2022-05-02","2024-03-06 17:10:35","2024-03-06T17:10:35Z","","e058418","","5","12","","BMJ Open","","","","","","","","eng","© Author(s) (or their employer(s)) 2022. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.","","","","","","PMID: 35501090  PMCID: PMC9062820","","","","*Atherosclerosis/therapy; *Extracorporeal Shockwave Therapy; *Peripheral Arterial Disease/diagnostic imaging/therapy; *Plaque, Atherosclerotic/diagnostic imaging/surgery; *Robotics; *Ultrasound; *Vascular medicine; *Vascular surgery; Constriction, Pathologic; Feasibility Studies; Femoral Artery/diagnostic imaging; Humans; Lower Extremity; Pilot Projects; Quality of Life; Ultrasound; Vascular medicine; Vascular surgery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2RVT4D53","journalArticle","2022","Jeong, Hyeonseok; Song, In-Uk; Chung, Yong-An; Park, Jong-Sik; Na, Seung-Hee; Im, Jooyeon Jamie; Bikson, Marom; Lee, Wonhye; Yoo, Seung-Schik","Short-Term Efficacy of Transcranial Focused Ultrasound to the Hippocampus in Alzheimer's Disease: A Preliminary Study.","Journal of personalized medicine","","2075-4426","10.3390/jpm12020250","","Preclinical studies have suggested that low-intensity transcranial focused ultrasound (tFUS) may have therapeutic potential for Alzheimer's disease (AD) by  opening the blood-brain barrier (BBB), reducing amyloid pathology, and improving  cognition. This study investigated the effects of tFUS on BBB opening, regional  cerebral metabolic rate of glucose (rCMRglu), and cognitive function in AD  patients. Eight patients with AD received image-guided tFUS to the right  hippocampus immediately after intravenous injection of microbubble ultrasound  contrast agents. Patients completed magnetic resonance imaging (MRI),  (18)F-fluoro-2-deoxyglucose positron emission tomography (PET), and cognitive  assessments before and after the sonication. No evidence of transient BBB opening  was found on T1 dynamic contrast-enhanced MRI. However, immediate recall (p =  0.03) and recognition memory (p = 0.02) were significantly improved on the verbal  learning test. PET image analysis demonstrated increased rCMRglu in the right  hippocampus (p = 0.001). In addition, increases of hippocampal rCMRglu were  correlated with improvement in recognition memory (Spearman's ρ = 0.77, p =  0.02). No adverse event was observed. Our results suggest that tFUS to the  hippocampus of AD patients may improve rCMRglu of the target area and memory in  the short term, even without BBB opening. Further larger sham-controlled trials  with loger follow-up are warranted to evaluate the efficacy and safety of tFUS in  patients with AD.","2022-02-09","2024-03-06 17:10:31","2024-03-06T17:10:31Z","","","","2","12","","J Pers Med","","","","","","","","eng","","","","","","","PMID: 35207738  PMCID: PMC8878180","","","","Alzheimer’s disease; blood–brain barrier; cognition; regional cerebral metabolic rate of glucose; transcranial focused ultrasound","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMBC3ANP","journalArticle","2022","Torres-de la Roche, Luz Angela; Rafiq, Sarah; Devassy, Rajesh; Verhoeven, Hugo Christian; Becker, Sven; De Wilde, Rudy Leon","Should Ultrasound-Guided High Frequency Focused Ultrasound Be Considered as an Alternative Non-Surgical Treatment of Uterine Fibroids in Non-Asiatic Countries?  An Opinion Paper.","Journal of clinical medicine","","2077-0383","10.3390/jcm11030839","","Minimally invasive interventions for myomata treatment have gained acceptance due to the possibility of preserving fertility with reduced trauma induced by  laparotomy as way of entrance. There are insufficient data regarding outcomes of  high intensity focused ultrasound (HIFU) in non-Asiatic women. Therefore, we  revised the available evidence to present an expert opinion that could support  physicians, patients and policy-makers for considering this approach in other  populations. We revisited systematic reviews, randomized controlled trials and  cohort studies from January 2018 to August 2021 using PubMed and Google scholar,  regarding short and long term outcomes after ablation with focused ultrasound  waves. In total, 33 studies, including 114,810 adult patients showed that  outcomes of this approach depend on several parameters directly related with  resistance to thermal ablation, especially fibroid size and vascularization. Two  studies report satisfactory outcomes in Afro-American women. In accordance to the  technique used, fibroid volume reduction showed to be higher in fibroids <300  cm(3) after ultrasound guided HIFU than after MRI guided. Compared to myomectomy  and uterine artery embolization, HIFU seems to have shorter hospital stay, higher  pregnancy rates and similar adverse events rates, with skin burn being the most  reported. Symptoms and quality of life improvement is similar to myomectomy but  lower than embolization, however reintervention rate is higher after HIFU. Lacks  evidence about long-term sarcoma risk after ablation. Available evidence shows  that HIFU can be considered as a uterine sparing treatment for women of different  ethnicities suffering of uterine myomatosis, especially for those wishing to  preserve their fertility.","2022-02-05","2024-03-06 17:10:30","2024-03-06T17:10:30Z","","","","3","11","","J Clin Med","","","","","","","","eng","","","","","","","PMID: 35160290  PMCID: PMC8836878","","","","focused ultrasound; high intensity focused ultrasound (HIFU); ultrasound guided intervention procedures; uterine fibroids; uterine-sparing treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAX98D6C","journalArticle","2022","Grudzenski, Saskia; Heger, Stefan; de Jonge, Andreas; Schipp, Julia; Dumont, Erik; Larrat, Benoit; Schad, Lothar; Platten, Michael; Fatar, Marc","Simulation, Implementation and Measurement of Defined Sound Fields for Blood-Brain Barrier Opening in Rats.","Ultrasound in medicine & biology","","1879-291X 0301-5629","10.1016/j.ultrasmedbio.2021.10.003","","The blood-brain barrier (BBB) is the most important obstacle to delivery of therapeutics to the central nervous system. Low-intensity pulsed focused  ultrasound (FUS) in combination with microbubbles applied under magnetic  resonance imaging (MRI) control provides a non-invasive and safe technique for  BBB opening (BBBo). In rodent models, however, settings and application protocols  differ significantly. Depending on the strain and size, important variables  include ultrasound attenuation and sound field distortion caused by the skull. We  examined the ultrasound attenuation of the skull of Wistar rats using a targeted  FUS system. By modifying the transducer elements and by varying and simulating  the acoustic field of the FUS system, we measured a skull attenuation of about  60%. To evaluate potential application of the targeted FUS system in genetically  modified animals with increased sensitivity to brain hemorrhage caused by  vascular dysfunction, we assessed safety in healthy animals. Histological and MRI  analyses of the central nervous system revealed an increase in the number and  severity of hyperacute bleeds with focal pressure. At a pressure of 0.4 MPa, no  bleeds were induced, albeit at the cost of a weaker hyperintense MRI signal post  BBBo. These results indicate a relationship between pressure and the dimension of  permeabilization.","2022-03","2024-03-06 17:10:27","2024-03-06T17:10:27Z","","422-436","","3","48","","Ultrasound Med Biol","","","","","","","","eng","Copyright © 2021. Published by Elsevier Inc.","","","","","","Place: England PMID: 34863589","","","","*Blood-Brain Barrier/diagnostic imaging; *Focused ultrasound; *Microbubbles; *blood–brain barrier; *brain hemorrhage; *magnetic resonance imaging; *sound field simulation; Animals; Drug Delivery Systems/methods; Focused ultrasound; Magnetic Resonance Imaging; Rats; Rats, Wistar; Transducers; blood–brain barrier; brain hemorrhage; magnetic resonance imaging; sound field simulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
